k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,sBY,xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation,pSL,dD1,dD
6923,0.0,0.0,3.6020408163265305,3.53,0.6122448979591837,0.6,8.979591836734693,8.8,0.0,0.0,0.0,47.94251999999233,46.98366959999248,957.2,2467.8,1.0,47.94251999999233,15.3,-1.7,8.65,0,0.0
6924,0.0,0.0,3.0,2.94,0.6122448979591837,0.6,11.122448979591837,10.9,0.0,0.0,0.0,47.9425679999963,46.98371663999637,956.4000000000001,2467.8,0.0,47.9425679999963,17.4,-1.4,8.65,0,0.0
6925,0.0,0.0,2.938775510204082,2.88,0.6122448979591837,0.6,7.551020408163265,7.4,0.0,0.0,0.0,47.94261600000027,46.983763680000266,955.6,2467.8,0.0,47.94261600000027,15.3,-1.5,8.65,0,0.0
6926,0.0,0.0,2.969387755102041,2.91,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94266399999742,46.98381071999747,954.8000000000001,2467.8,0.0,47.94266399999742,13.3,-1.3,8.65,0,0.0
6927,0.0,0.0,2.979591836734694,2.92,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.94271200000139,46.983857760001364,954.0,2467.8,0.0,47.94271200000139,13.2,-1.3,8.65,0,0.0
6928,0.0,0.0,2.8979591836734695,2.84,0.6122448979591837,0.6,7.653061224489796,7.5,0.0,0.0,0.0,47.94275999999854,46.98390479999857,953.2,2467.8,0.0,47.94275999999854,13.2,-1.3,8.65,0,0.0
6929,0.0,0.0,3.0102040816326534,2.95,0.6122448979591837,0.6,8.979591836734693,8.8,0.0,0.0,0.0,47.94280799999569,46.983951839995775,952.4000000000001,2467.8,0.0,47.94280799999569,15.3,-1.4,8.65,0,0.0
6930,0.0,0.0,3.0102040816326534,2.95,0.6122448979591837,0.6,9.693877551020407,9.5,0.0,0.0,0.0,47.942855999999665,46.98399887999967,951.6,2467.8,0.0,47.942855999999665,15.3,-1.4,8.19,0,0.0
6931,0.0,0.0,2.979591836734694,2.92,0.6122448979591837,0.6,8.16326530612245,8.0,0.0,0.0,0.0,47.942903999996815,46.98404591999688,950.8000000000001,2467.8,0.0,47.942903999996815,14.2,-1.4,8.19,0,0.0
6932,0.0,0.0,2.9489795918367343,2.8899999999999997,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.94295200000079,46.98409296000077,950.0,2467.8,0.0,47.94295200000079,13.2,-1.4,8.19,0,0.0
6933,0.0,0.0,5.061224489795919,4.96,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,0.0,47.94299999999794,46.98413999999798,949.2,2467.8,0.0,47.94299999999794,15.3,-1.0,8.19,0,0.0
6934,0.0,0.0,5.071428571428572,4.970000000000001,0.6122448979591837,0.6,8.36734693877551,8.2,0.0,0.0,0.0,47.94304799999509,46.984187039995184,948.4000000000001,2467.8,0.0,47.94304799999509,16.3,-1.1,8.19,0,0.0
6935,0.0,0.0,5.653061224489797,5.54,0.6122448979591837,0.6,9.183673469387756,9.0,0.0,0.0,0.0,47.94309599999906,46.98423407999908,947.6,2467.8,0.0,47.94309599999906,17.3,-1.0,8.19,0,0.0
6936,0.0,0.0,3.438775510204082,3.37,0.6122448979591837,0.6,9.183673469387756,9.0,0.0,0.0,0.0,47.94314399999621,46.98428111999628,946.8000000000001,2467.8,0.0,47.94314399999621,16.3,-1.1,8.19,0,0.0
6937,0.0,0.0,3.4489795918367347,3.38,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94319200000018,46.984328160000175,946.0,2467.8,0.0,47.94319200000018,13.2,-1.2,8.19,0,0.0
6938,0.0,0.0,3.4183673469387754,3.35,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,0.0,47.94323999999733,46.98437519999739,945.2,2467.8,-1.0,47.94323999999733,13.2,-1.0,8.19,0,0.0
6939,0.0,0.0,4.459183673469388,4.37,0.6122448979591837,0.6,7.653061224489796,7.5,0.0,0.0,0.0,47.94328799999448,46.984422239994586,944.4000000000001,2467.8,0.0,47.94328799999448,15.3,-1.3,8.19,0,0.0
6940,0.0,0.0,5.061224489795919,4.96,0.6122448979591837,0.6,9.591836734693878,9.4,0.0,0.0,0.0,47.943336000005274,46.98446928000517,943.6,2467.8,0.0,47.943336000005274,17.3,-1.4,8.19,0,0.0
6941,0.0,0.0,4.051020408163265,3.9699999999999998,0.6122448979591837,0.6,10.816326530612246,10.6,0.0,0.0,0.0,47.9433839999956,46.98451631999569,942.8000000000001,2467.8,0.0,47.9433839999956,18.4,-1.6,8.19,0,0.0
6942,0.0,0.0,4.13265306122449,4.05,0.6122448979591837,0.6,7.448979591836735,7.3,0.0,0.0,0.0,47.943431999999575,46.984563359999584,942.0,2467.8,0.0,47.943431999999575,14.3,-1.9,8.19,0,0.0
6943,0.0,0.0,3.4183673469387754,3.35,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.943479999996725,46.98461039999679,941.2,2467.8,0.0,47.943479999996725,13.3,-2.0,8.19,0,0.0
6944,0.0,0.0,3.4285714285714293,3.3600000000000003,0.6122448979591837,0.6,7.346938775510205,7.2,0.0,0.0,0.0,47.943527999993876,46.984657439994,940.4000000000001,2467.8,0.0,47.943527999993876,13.2,-1.9,8.19,0,0.0
6945,0.0,0.0,3.4183673469387754,3.35,0.6122448979591837,0.6,9.387755102040815,9.2,0.0,0.0,0.0,47.94357600000467,46.984704480004574,939.6,2467.8,1.0,47.94357600000467,15.3,-2.0,8.19,0,0.0
6946,0.0,0.0,3.4591836734693877,3.3899999999999997,0.6122448979591837,0.6,9.387755102040815,9.2,0.0,0.0,0.0,47.943623999995,46.98475151999509,938.8000000000001,2467.8,0.0,47.943623999995,16.3,-2.1,8.19,0,0.0
6947,0.0,0.0,5.13265306122449,5.029999999999999,0.6122448979591837,0.6,10.408163265306122,10.2,0.0,0.0,0.0,47.94367200000579,46.98479856000568,938.0,2467.8,-1.0,47.94367200000579,18.4,-2.2,8.19,0,0.0
6948,0.0,0.0,5.000000000000001,4.9,0.6122448979591837,0.6,6.73469387755102,6.6,0.0,0.0,0.0,47.94371999999612,46.9848455999962,937.2,2467.8,0.0,47.94371999999612,14.3,-2.4,8.19,0,0.0
6949,0.0,0.0,4.979591836734694,4.88,0.6122448979591837,0.6,6.938775510204081,6.8,0.0,0.0,0.0,47.94376799999327,46.984892639993404,936.4000000000001,2467.8,0.0,47.94376799999327,15.3,-2.5,8.19,0,0.0
6950,0.0,0.0,5.020408163265307,4.92,0.6122448979591837,0.6,7.448979591836735,7.3,0.0,0.0,0.0,47.94381600000406,46.98493968000398,935.6,2467.8,0.0,47.94381600000406,15.3,-2.1,8.19,0,0.0
6951,0.0,0.0,2.9081632653061225,2.85,0.6122448979591837,0.6,8.673469387755102,8.5,0.0,0.0,0.0,47.94386399999439,46.98498671999451,934.8000000000001,2467.8,0.0,47.94386399999439,14.3,-2.3,8.19,0,0.0
6952,0.0,0.0,2.918367346938776,2.8600000000000003,0.6122448979591837,0.6,8.673469387755102,8.5,0.0,0.0,0.0,47.943912000005184,46.98503376000508,934.0,2467.8,0.0,47.943912000005184,14.3,-2.8,8.19,0,0.0
6953,0.0,0.0,2.969387755102041,2.91,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94395999999551,46.9850807999956,933.2,2467.8,0.0,47.94395999999551,13.3,-2.8,8.19,0,0.0
6954,0.0,0.0,2.8469387755102042,2.79,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.944007999992664,46.98512783999281,932.4000000000001,2467.8,0.0,47.944007999992664,13.2,-2.7,8.19,0,0.0
6955,0.0,0.0,2.918367346938776,2.8600000000000003,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,0.0,47.94405600000346,46.985174880003385,931.6,2467.8,0.0,47.94405600000346,13.3,-2.6,8.19,0,0.0
6956,0.0,0.0,2.8571428571428568,2.8,0.6122448979591837,0.6,8.36734693877551,8.2,0.0,0.0,0.0,47.944103999993786,46.98522191999391,930.8000000000001,2467.8,0.0,47.944103999993786,14.3,-2.5,8.19,0,0.0
6957,0.0,0.0,2.8877551020408165,2.83,0.6122448979591837,0.6,9.693877551020407,9.5,0.0,0.0,0.0,47.94415200000458,46.98526896000449,930.0,2467.8,0.0,47.94415200000458,15.3,-2.5,8.19,0,0.0
6958,0.0,0.0,2.8877551020408165,2.83,0.6122448979591837,0.6,11.428571428571427,11.2,0.0,0.0,0.0,47.94419999999491,46.985315999995,929.2,2467.8,-1.0,47.94419999999491,16.3,-2.7,8.19,0,0.0
6959,0.0,0.0,2.8979591836734695,2.84,0.6122448979591837,0.6,6.73469387755102,6.6,0.0,0.0,0.0,47.94424799999888,46.985363039998894,928.4000000000001,2467.8,-1.0,47.94424799999888,12.3,-2.6,8.19,0,0.0
6960,0.0,0.0,3.142857142857143,3.08,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94429600000285,46.98541008000279,927.6,2467.8,0.0,47.94429600000285,13.2,-2.6,8.0,0,0.0
6961,0.0,0.0,3.13265306122449,3.07,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,0.0,47.94434399999318,46.98545711999331,926.8000000000001,2467.8,0.0,47.94434399999318,13.3,-2.8,8.0,0,0.0
6962,0.0,0.0,2.8571428571428568,2.8,0.6122448979591837,0.6,8.571428571428573,8.4,0.0,0.0,0.0,47.94439200000397,46.98550416000389,926.0,2467.8,0.0,47.94439200000397,14.3,-2.2,8.0,0,0.0
6963,0.0,0.0,3.0408163265306123,2.98,0.6122448979591837,0.6,8.571428571428573,8.4,0.0,0.0,0.0,47.9444399999943,46.98555119999442,925.2,2467.8,0.0,47.9444399999943,14.3,-2.1,8.0,0,0.0
6964,0.0,0.0,3.0102040816326534,2.95,0.6122448979591837,0.6,8.36734693877551,8.2,0.0,0.0,0.0,47.94448799999827,46.98559823999831,924.4000000000001,2467.8,-1.0,47.94448799999827,13.2,-2.6,8.0,0,0.0
6965,0.0,0.0,2.938775510204082,2.88,0.6122448979591837,0.6,6.938775510204081,6.8,0.0,0.0,0.0,47.944536000002245,46.9856452800022,923.6,2467.8,0.0,47.944536000002245,13.2,-2.3,8.0,0,0.0
6966,0.0,0.0,2.7857142857142856,2.73,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,0.0,47.944583999992574,46.98569231999272,922.8000000000001,2467.8,0.0,47.944583999992574,13.2,-2.2,8.0,0,0.0
6967,0.0,0.0,2.86734693877551,2.81,0.6122448979591837,0.6,7.244897959183673,7.1,0.0,0.0,0.0,47.94463200000337,46.98573936000329,922.0,2467.8,0.0,47.94463200000337,14.3,-1.4,8.0,0,0.0
6968,0.0,0.0,4.571428571428571,4.4799999999999995,0.6122448979591837,0.6,9.489795918367347,9.3,0.0,0.0,0.0,47.944679999993696,46.98578639999382,921.2,2467.8,0.0,47.944679999993696,17.3,-1.4,8.0,0,0.0
6969,0.0,0.0,4.551020408163265,4.46,0.6122448979591837,0.6,11.428571428571427,11.2,0.0,0.0,0.0,47.94472799999767,46.98583343999771,920.4000000000001,2467.8,-1.0,47.94472799999767,18.4,-1.0,8.0,0,0.0
6970,0.0,0.0,2.8265306122448983,2.77,0.6122448979591837,0.6,6.73469387755102,6.6,0.0,0.0,0.0,47.94477600000164,46.985880480001605,919.6,2467.8,0.0,47.94477600000164,12.2,-0.8,8.0,0,0.0
6971,0.0,0.0,2.8367346938775513,2.7800000000000002,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.94482399999879,46.98592751999881,918.8000000000001,2467.8,0.0,47.94482399999879,13.2,-0.4,8.0,0,0.0
6972,0.0,0.0,2.8163265306122454,2.7600000000000002,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,0.0,47.94487200000276,46.9859745600027,918.0,2467.8,0.0,47.94487200000276,13.3,-0.5,8.0,0,0.0
6973,0.0,0.0,2.8265306122448983,2.77,0.6122448979591837,0.6,8.26530612244898,8.1,0.0,0.0,0.0,47.94491999999309,46.98602159999323,917.2,2467.8,0.0,47.94491999999309,14.3,-1.0,8.0,0,0.0
6974,0.0,0.0,4.979591836734694,4.88,0.6122448979591837,0.6,8.673469387755102,8.5,0.0,0.0,0.0,47.94496799999706,46.98606863999712,916.4000000000001,2467.8,0.0,47.94496799999706,16.3,-1.0,8.0,0,0.0
6975,0.0,0.0,5.030612244897959,4.93,0.6122448979591837,0.6,9.591836734693878,9.4,0.0,0.0,0.0,47.94501600000103,46.986115680001014,915.6,2467.8,0.0,47.94501600000103,17.3,-0.7,8.0,0,0.0
6976,0.0,0.0,5.040816326530612,4.9399999999999995,0.6122448979591837,0.6,7.857142857142858,7.699999999999999,0.0,0.0,0.0,47.94506399999818,46.98616271999822,914.8000000000001,2467.8,0.0,47.94506399999818,15.3,-0.7,8.0,0,0.0
6977,0.0,0.0,5.561224489795919,5.45,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.945112000002155,46.98620976000211,914.0,2467.8,0.0,47.945112000002155,15.3,-0.4,8.0,0,0.0
6978,0.0,0.0,5.551020408163265,5.4399999999999995,0.6122448979591837,0.6,7.244897959183673,7.1,0.0,0.0,0.0,47.945159999992484,46.98625679999263,913.2,2467.8,0.0,47.945159999992484,16.3,-1.2,8.0,0,0.0
6979,0.0,0.0,5.7653061224489806,5.65,0.6122448979591837,0.6,8.36734693877551,8.2,0.0,0.0,0.0,47.945207999996455,46.98630383999652,912.4000000000001,2467.8,0.0,47.945207999996455,18.4,-1.6,8.0,0,0.0
6980,0.0,0.0,4.071428571428571,3.9899999999999993,0.6122448979591837,0.6,8.571428571428573,8.4,0.0,0.0,0.0,47.94525600000043,46.986350880000415,911.6,2467.8,0.0,47.94525600000043,16.3,-1.2,8.0,0,0.0
6981,0.0,0.0,4.051020408163265,3.9699999999999998,0.6122448979591837,0.6,7.959183673469388,7.800000000000001,0.0,0.0,0.0,47.94530399999758,46.98639791999763,910.8000000000001,2467.8,0.0,47.94530399999758,15.3,-0.9,8.0,0,0.0
6982,0.0,0.0,3.4591836734693877,3.3899999999999997,0.6122448979591837,0.6,6.938775510204081,6.8,0.0,0.0,0.0,47.94535200000155,46.98644496000152,910.0,2467.8,0.0,47.94535200000155,13.3,-1.2,8.0,0,0.0
6983,0.0,0.0,3.7959183673469394,3.72,0.6122448979591837,0.6,7.244897959183673,7.1,0.0,0.0,0.0,47.9453999999987,46.98649199999872,909.2,2467.8,1.0,47.9453999999987,14.3,-1.5,8.0,0,0.0
6984,0.0,0.0,3.3367346938775513,3.2700000000000005,0.6122448979591837,0.6,8.061224489795919,7.900000000000001,0.0,0.0,0.0,47.94544799999585,46.98653903999593,908.4000000000001,2467.8,-1.0,47.94544799999585,14.3,-1.9,8.0,0,0.0
6985,0.0,0.0,3.36734693877551,3.3,0.6122448979591837,0.6,9.081632653061224,8.9,0.0,0.0,0.0,47.94549599999982,46.986586079999825,907.6,2467.8,0.0,47.94549599999982,16.3,-2.2,8.0,0,0.0
6986,0.0,0.0,3.346938775510204,3.28,0.6122448979591837,0.6,10.612244897959183,10.4,0.0,0.0,0.0,47.94554399999697,46.98663311999703,906.8000000000001,2467.8,1.0,47.94554399999697,18.4,-2.1,8.0,0,0.0
6987,0.0,0.0,3.387755102040817,3.3200000000000003,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94559200000094,46.98668016000092,906.0,2440.38,0.0,47.94559200000094,13.3,-2.6,8.0,0,0.0
6988,0.0,0.0,2.8163265306122454,2.7600000000000002,0.6122448979591837,0.6,6.938775510204081,6.8,0.0,0.0,0.0,47.94563999999809,46.986727199998136,905.2,2440.38,0.0,47.94563999999809,13.2,-2.5,8.0,0,0.0
6989,0.0,0.0,2.7857142857142856,2.73,0.6122448979591837,0.6,7.244897959183673,7.1,0.0,0.0,0.0,47.94568799999524,46.986774239995334,904.4000000000001,2440.38,0.0,47.94568799999524,13.2,-2.0,8.0,0,0.0
6990,0.0,0.0,2.8367346938775513,2.7800000000000002,0.6122448979591837,0.6,9.387755102040815,9.2,0.0,0.0,0.0,47.945735999999215,46.986821279999226,903.6,2440.38,0.0,47.945735999999215,14.2,-2.2,7.74,0,0.0
6991,0.0,0.0,2.8163265306122454,2.7600000000000002,0.6122448979591837,0.6,9.387755102040815,9.2,0.0,0.0,0.0,47.945783999996365,46.98686831999644,902.8000000000001,2440.38,0.0,47.945783999996365,15.3,-1.5,7.74,0,0.0
6992,0.0,0.0,2.8367346938775513,2.7800000000000002,0.6122448979591837,0.6,9.183673469387756,9.0,0.0,0.0,0.0,47.94583200000034,46.98691536000033,902.0,2440.38,0.0,47.94583200000034,15.3,-1.4,7.74,0,0.0
6993,0.0,0.0,2.8061224489795915,2.75,0.6122448979591837,0.6,6.73469387755102,6.6,0.0,0.0,0.0,47.94587999999749,46.98696239999754,901.2,2440.38,0.0,47.94587999999749,12.2,-1.5,7.74,0,0.0
6994,0.0,0.0,2.8163265306122454,2.7600000000000002,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.94592799999464,46.98700943999475,900.4000000000001,2440.38,0.0,47.94592799999464,13.2,-1.8,7.74,0,0.0
6995,0.0,0.0,2.8163265306122454,2.7600000000000002,0.6122448979591837,0.6,7.346938775510205,7.2,0.0,0.0,0.0,47.94597600000543,46.98705648000532,899.6,2440.38,0.0,47.94597600000543,13.2,-1.8,7.74,0,0.0
6996,0.0,0.0,3.030612244897959,2.9699999999999998,0.6122448979591837,0.6,8.775510204081634,8.6,0.0,0.0,0.0,47.94602399999576,46.98710351999584,898.8000000000001,2440.38,0.0,47.94602399999576,14.3,-1.9,7.74,0,0.0
6997,0.0,0.0,3.8061224489795915,3.7299999999999995,0.6122448979591837,0.6,11.83673469387755,11.6,0.0,0.0,0.0,47.94607199999973,46.98715055999973,898.0,2440.38,0.0,47.94607199999973,18.4,-2.0,7.74,0,0.0
6998,0.0,0.0,3.8571428571428577,3.7800000000000002,0.6122448979591837,0.6,7.448979591836735,7.3,0.0,0.0,0.0,47.94611999999688,46.98719759999695,897.2,2440.38,0.0,47.94611999999688,15.3,-1.8,7.74,0,0.0
6999,0.0,0.0,2.7653061224489797,2.71,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94616799999403,46.98724463999415,896.4000000000001,2440.38,1.0,47.94616799999403,12.2,-2.7,7.74,0,0.0
7000,0.0,0.0,2.877551020408163,2.82,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.946216000004824,46.98729168000473,895.6,2440.38,0.0,47.946216000004824,13.2,-3.0,7.74,0,0.0
7001,0.0,0.0,2.938775510204082,2.88,0.6122448979591837,0.6,8.36734693877551,8.2,0.0,0.0,0.0,47.94626399999515,46.98733871999524,894.8000000000001,2440.38,0.0,47.94626399999515,14.2,-3.1,7.74,0,0.0
7002,0.0,0.0,2.9081632653061225,2.85,0.6122448979591837,0.6,9.387755102040815,9.2,0.0,0.0,0.0,47.946312000005946,46.98738576000583,894.0,2440.38,0.0,47.946312000005946,15.199999999999998,-2.9,7.74,0,0.0
7003,0.0,0.0,2.755102040816327,2.7,0.6122448979591837,0.6,9.183673469387756,9.0,0.0,0.0,0.0,47.946359999996275,46.98743279999635,893.2,2440.38,0.0,47.946359999996275,15.3,-2.4,7.74,0,0.0
7004,0.0,0.0,3.4591836734693877,3.3899999999999997,0.6122448979591837,0.6,7.346938775510205,7.2,0.0,0.0,0.0,47.946407999993426,46.987479839993554,892.4000000000001,2440.38,-1.0,47.946407999993426,14.3,-2.4,7.74,0,0.0
7005,0.0,0.0,3.561224489795918,3.4899999999999998,0.6122448979591837,0.6,6.938775510204081,6.8,0.0,0.0,0.0,47.94645600000422,46.98752688000413,891.6,2440.38,0.0,47.94645600000422,13.2,-2.2,7.74,0,0.0
7006,0.0,0.0,3.5306122448979593,3.46,0.6122448979591837,0.6,7.346938775510205,7.2,0.0,0.0,0.0,47.94650399999455,46.98757391999466,890.8000000000001,2440.38,1.0,47.94650399999455,14.3,-2.0,7.74,0,0.0
7007,0.0,0.0,2.8061224489795915,2.75,0.6122448979591837,0.6,8.775510204081634,8.6,0.0,0.0,0.0,47.94655200000534,46.98762096000523,890.0,2440.38,0.0,47.94655200000534,14.2,-1.9,7.74,0,0.0
7008,0.0,0.0,2.7755102040816326,2.7199999999999998,0.6122448979591837,0.6,10.306122448979592,10.1,0.0,0.0,0.0,47.94659999999567,46.98766799999575,889.2,2440.38,0.0,47.94659999999567,15.3,-1.4,7.74,0,0.0
7009,0.0,0.0,2.8367346938775513,2.7800000000000002,0.6122448979591837,0.6,6.73469387755102,6.6,0.0,0.0,0.0,47.94664799999282,46.98771503999296,888.4000000000001,2440.38,0.0,47.94664799999282,12.2,-1.3,7.74,0,0.0
7010,0.0,0.0,2.877551020408163,2.82,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94669600000361,46.987762080003534,887.6,2440.38,1.0,47.94669600000361,12.2,-1.1,7.74,0,0.0
7011,0.0,0.0,2.7653061224489797,2.71,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.94674399999394,46.98780911999406,886.8000000000001,2440.38,0.0,47.94674399999394,13.2,-1.5,7.74,0,0.0
7012,0.0,0.0,2.7755102040816326,2.7199999999999998,0.6122448979591837,0.6,8.16326530612245,8.0,0.0,0.0,0.0,47.946792000004734,46.98785616000464,886.0,2440.38,0.0,47.946792000004734,14.3,-1.5,7.74,0,0.0
7013,0.0,0.0,2.8265306122448983,2.77,0.6122448979591837,0.6,8.877551020408163,8.7,0.0,0.0,0.0,47.94683999999506,46.98790319999516,885.2,2440.38,0.0,47.94683999999506,14.6,-1.5,7.74,0,0.0
7014,0.0,0.0,2.8469387755102042,2.79,0.6122448979591837,0.6,8.469387755102042,8.3,0.0,0.0,0.0,47.946887999999035,46.98795023999905,884.4000000000001,2440.38,0.0,47.946887999999035,14.2,-1.4,7.74,0,0.0
7015,0.0,0.0,2.9081632653061225,2.85,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94693600000301,46.98799728000294,883.6,2440.38,0.0,47.94693600000301,13.2,-1.6,7.74,0,0.0
7016,0.0,0.0,2.9591836734693877,2.9,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.946983999993336,46.98804431999347,882.8000000000001,2440.38,0.0,47.946983999993336,13.2,-1.0,7.74,0,0.0
7017,0.0,0.0,2.8571428571428568,2.8,0.6122448979591837,0.6,7.244897959183673,7.1,0.0,0.0,0.0,47.94703200000413,46.98809136000404,882.0,2440.38,0.0,47.94703200000413,13.2,-1.0,7.74,0,0.0
7018,0.0,0.0,1.397959183673469,1.3699999999999999,0.6122448979591837,0.6,8.775510204081634,8.6,0.0,0.0,0.0,47.94707999999446,46.98813839999457,881.2,2440.38,0.0,47.94707999999446,12.2,-0.5,7.74,0,0.0
7019,0.0,0.0,1.8775510204081631,1.8399999999999999,0.6122448979591837,0.6,9.89795918367347,9.7,0.0,0.0,0.0,47.94712799999843,46.98818543999846,880.4000000000001,2440.38,0.0,47.94712799999843,14.3,0.0,7.74,0,0.0
7020,0.0,0.0,1.6326530612244898,1.6,0.6122448979591837,0.6,8.061224489795919,7.900000000000001,0.0,0.0,0.0,47.9471760000024,46.98823248000235,879.6,2440.38,0.0,47.9471760000024,14.3,0.4,7.69,0,0.0
7021,0.0,0.0,1.5306122448979593,1.5,0.6122448979591837,0.6,6.938775510204081,6.8,0.0,0.0,0.0,47.94722399999273,46.98827951999287,878.8000000000001,2440.38,0.0,47.94722399999273,11.2,0.4,7.69,0,0.0
7022,0.0,0.0,1.469387755102041,1.44,0.6122448979591837,0.6,7.040816326530613,6.9,0.0,0.0,0.0,47.94727200000352,46.98832656000345,878.0,2440.38,0.0,47.94727200000352,11.2,0.0,7.69,0,0.0
7023,0.0,0.0,1.459183673469388,1.4300000000000002,0.6122448979591837,0.6,7.551020408163265,7.4,0.0,0.0,0.0,47.94731999999385,46.98837359999398,877.2,2440.38,0.0,47.94731999999385,12.1,-0.4,7.69,0,0.0
7024,0.0,0.0,1.5612244897959187,1.53,0.6122448979591837,0.6,8.877551020408163,8.7,0.0,0.0,0.0,47.94736799999782,46.98842063999787,876.4000000000001,2440.38,0.0,47.94736799999782,13.2,-0.8,7.69,0,0.0
7025,0.0,0.0,1.469387755102041,1.44,0.6122448979591837,0.6,8.469387755102042,8.3,0.0,0.0,0.0,47.947416000001795,46.98846768000176,875.6,2440.38,0.0,47.947416000001795,13.2,-1.1,7.69,0,0.0
7026,0.0,0.0,2.479591836734694,2.43,0.6122448979591837,0.6,6.938775510204081,6.8,0.0,0.0,0.0,47.947463999998945,46.98851471999896,874.8000000000001,2440.38,0.0,47.947463999998945,12.8,-1.0,7.69,0,0.0
7027,0.0,0.0,1.336734693877551,1.31,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,0.0,47.94751200000292,46.98856176000285,874.0,2440.38,0.0,47.94751200000292,11.1,-0.9,7.69,0,0.0
7028,0.0,0.0,1.0102040816326532,0.99,0.6122448979591837,0.6,7.346938775510205,7.2,0.0,0.0,0.0,47.947559999993246,46.98860879999338,873.2,2440.38,0.0,47.947559999993246,11.2,-1.4,7.69,0,0.0
7029,0.0,0.0,0.9183673469387756,0.9,0.6122448979591837,0.6,8.36734693877551,8.2,0.0,0.0,0.0,47.94760799999722,46.98865583999727,872.4000000000001,2440.38,0.0,47.94760799999722,12.2,-1.2,7.69,0,0.0
7030,0.0,0.0,0.9285714285714285,0.9099999999999999,0.6122448979591837,0.6,10.816326530612246,10.6,0.0,0.0,0.0,47.94765600000119,46.98870288000116,871.6,2440.38,0.0,47.94765600000119,14.2,-1.0,7.69,0,0.0
7031,0.0,0.0,0.9489795918367349,0.93,0.6122448979591837,0.6,7.959183673469388,7.800000000000001,0.0,0.0,0.0,47.94770399999834,46.98874991999838,870.8000000000001,2440.38,0.0,47.94770399999834,13.2,-1.2,7.69,0,0.0
7032,0.0,0.0,0.9489795918367349,0.93,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,47.94775200000231,46.98879696000227,870.0,2440.38,0.0,47.94775200000231,11.1,-0.9,7.69,0,0.0
7033,0.0,0.0,0.9897959183673468,0.97,0.6122448979591837,0.6,7.755102040816325,7.599999999999999,0.0,0.0,0.0,47.94779999999264,46.98884399999279,869.2,2440.38,0.0,47.94779999999264,12.2,-1.0,7.69,0,0.0
7034,0.0,0.0,0.9897959183673468,0.97,0.6122448979591837,0.6,9.081632653061224,8.9,0.0,0.0,0.0,47.94784799999661,46.98889103999668,868.4000000000001,2440.38,0.0,47.94784799999661,12.2,-1.0,7.69,0,0.0
7035,0.0,0.0,1.8877551020408163,1.85,0.6122448979591837,0.6,10.000000000000002,9.8,0.0,0.0,0.0,47.94789600000058,46.98893808000057,867.6,2440.38,0.0,47.94789600000058,15.199999999999998,-1.2,7.69,0,0.0
7036,0.0,0.0,0.9183673469387756,0.9,0.6122448979591837,0.6,8.571428571428573,8.4,0.0,0.0,0.0,47.94794399999773,46.98898511999778,866.8000000000001,2440.38,1.0,47.94794399999773,12.2,-1.2,7.69,0,0.0
7037,0.0,0.0,1.673469387755102,1.64,0.6122448979591837,0.6,6.73469387755102,6.6,0.0,0.0,0.0,47.947992000001705,46.98903216000167,866.0,2440.38,0.0,47.947992000001705,11.1,-1.0,7.69,0,0.0
