k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,"sBY,sSL",xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation,pSL,w
1279,0.0,0.0,1.4361702127659577,1.35,0.5319148936170213,0.5,7.0212765957446805,6.6,-59999991.01063829,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.2,-1.0,15.76,0.0
1280,0.0,0.0,1.457446808510638,1.3699999999999999,0.5319148936170213,0.5,7.127659574468084,6.7,-59999990.88297872,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.2,-1.0,15.76,0.0
1281,0.0,0.0,1.0106382978723403,0.9499999999999998,0.5319148936170213,0.5,7.234042553191489,6.8,-59999991.223404266,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.2,-0.9,15.76,0.0
1282,0.0,0.0,1.0531914893617023,0.99,0.5319148936170213,0.5,9.042553191489361,8.5,-59999989.37234041,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,12.1,-1.0,15.76,0.0
1283,0.0,0.0,1.0212765957446808,0.96,0.5319148936170213,0.5,10.425531914893618,9.8,-59999988.021276586,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,13.2,-0.9,15.76,0.0
1284,0.0,0.0,1.1702127659574468,1.1,0.5319148936170213,0.5,12.553191489361703,11.8,-59999985.74468085,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,16.2,-1.0,15.76,0.0
1285,0.0,0.0,1.127659574468085,1.06,0.5319148936170213,0.5,8.936170212765958,8.4,-59999989.404255316,0.0,0.0,0.0,60000000.0,0.0,1974.24,-1.0,0.0,13.2,-1.0,15.76,0.0
1286,0.0,0.0,1.0851063829787235,1.02,0.5319148936170213,0.5,7.872340425531915,7.4,-59999990.51063829,0.0,0.0,0.0,60000000.0,0.0,1974.24,-1.0,0.0,11.1,-1.0,15.76,0.0
1287,0.0,0.0,1.0744680851063828,1.01,0.5319148936170213,0.5,7.0212765957446805,6.6,-59999991.37234043,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.1,-1.1,15.76,0.0
1288,0.0,0.0,1.0957446808510638,1.03,0.5319148936170213,0.5,7.234042553191489,6.8,-59999991.138297856,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.1,-1.3,15.76,0.0
1289,0.0,0.0,1.0744680851063828,1.01,0.5319148936170213,0.5,8.617021276595743,8.1,-59999989.77659575,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.1,-1.2,15.76,0.0
1290,0.0,0.0,1.106382978723404,1.04,0.6382978723404256,0.6,10.000000000000002,9.4,-59999988.255319156,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,14.2,-1.2,14.22,0.0
1291,0.0,0.0,1.0744680851063828,1.01,0.6382978723404256,0.6,11.170212765957446,10.5,-59999987.11702128,0.0,0.0,0.0,60000000.0,0.0,1974.24,1.0,0.0,14.2,-1.1,14.22,0.0
1292,0.0,0.0,1.180851063829787,1.1099999999999999,0.5319148936170213,0.5,10.212765957446809,9.6,-59999988.07446808,0.0,0.0,0.0,60000000.0,0.0,1974.24,-1.0,0.0,14.2,-1.2,14.22,0.0
1293,0.0,0.0,1.180851063829787,1.1099999999999999,0.6382978723404256,0.6,7.0212765957446805,6.6,-59999991.15957446,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.1,-1.1,14.22,0.0
1294,0.0,0.0,1.1382978723404253,1.0699999999999998,0.6382978723404256,0.6,7.234042553191489,6.8,-59999990.989361696,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.1,-1.2,14.22,0.0
1295,0.0,0.0,1.2872340425531914,1.21,0.6382978723404256,0.6,7.234042553191489,6.8,-59999990.84042553,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,11.1,-1.2,14.22,0.0
1296,0.0,0.0,1.2340425531914894,1.16,0.6382978723404256,0.6,8.723404255319148,8.2,-59999989.404255316,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,13.1,-1.2,14.22,0.0
1297,0.0,0.0,1.8191489361702131,1.7100000000000002,0.6382978723404256,0.6,10.425531914893618,9.8,-59999987.11702128,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,14.2,-1.2,14.22,0.0
1298,0.0,0.0,1.8404255319148937,1.73,0.6382978723404256,0.6,11.914893617021276,11.2,-59999985.60638297,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,16.2,-1.1,14.22,0.0
1299,0.0,0.0,2.8191489361702127,2.65,0.6382978723404256,0.6,7.0212765957446805,6.6,-59999989.52127661,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,12.1,-0.9,14.22,0.0
1300,0.0,0.0,2.7978723404255312,2.63,0.6382978723404256,0.6,8.404255319148938,7.900000000000001,-59999988.159574464,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,14.2,-1.0,14.22,0.0
1301,0.0,0.0,1.5638297872340425,1.47,0.6382978723404256,0.6,8.51063829787234,8.0,-59999989.28723403,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,13.1,-1.0,14.22,0.0
1302,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,8.723404255319148,8.2,-59999989.14893618,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,13.1,-1.0,14.22,0.0
1303,0.0,0.0,1.4787234042553192,1.3900000000000001,0.6382978723404256,0.6,9.148936170212766,8.6,-59999988.73404256,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,13.1,-1.1,14.22,0.0
1304,0.0,0.0,1.521276595744681,1.4300000000000002,0.6382978723404256,0.6,9.46808510638298,8.9,-59999988.37234042,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,14.2,-1.0,14.22,0.0
1305,0.0,0.0,1.4893617021276595,1.4,0.7446808510638298,0.7,10.638297872340424,10.0,-59999987.12765956,0.0,0.0,0.0,60000000.0,0.0,1974.24,0.0,0.0,14.2,-1.3,14.22,0.0
1306,0.0,0.0,1.5638297872340425,1.47,0.6382978723404256,0.6,6.914893617021277,6.5,-59999990.88297872,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,14.1,-1.3,14.22,0.0
1307,0.0,0.0,1.4787234042553192,1.3900000000000001,0.7446808510638298,0.7,7.659574468085108,7.2,-59999990.11702127,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.2,14.22,0.0
1308,0.0,0.0,1.4787234042553192,1.3900000000000001,0.7446808510638298,0.7,7.872340425531915,7.4,-59999989.904255316,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.1,14.22,0.0
1309,0.0,0.0,1.6382978723404256,1.54,0.7446808510638298,0.7,7.340425531914894,6.9,-59999990.27659574,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.1,14.22,0.0
1310,0.0,0.0,1.6170212765957446,1.52,0.7446808510638298,0.7,8.51063829787234,8.0,-59999989.12765958,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.3,14.22,0.0
1311,0.0,0.0,1.6063829787234043,1.51,0.7446808510638298,0.7,11.063829787234043,10.4,-59999986.58510637,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-1.4,14.22,0.0
1312,0.0,0.0,1.6170212765957446,1.52,0.6382978723404256,0.6,12.127659574468085,11.4,-59999985.617021285,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,16.2,-1.4,14.22,0.0
1313,0.0,0.0,1.521276595744681,1.4300000000000002,0.7446808510638298,0.7,7.0212765957446805,6.6,-59999990.71276596,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.6,14.22,0.0
1314,0.0,0.0,0.9787234042553191,0.9199999999999999,0.6382978723404256,0.6,7.659574468085108,7.2,-59999990.72340424,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.5,14.22,0.0
1315,0.0,0.0,0.9680851063829786,0.9099999999999999,0.7446808510638298,0.7,7.872340425531915,7.4,-59999990.41489363,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.3,14.22,0.0
1316,0.0,0.0,0.9680851063829786,0.9099999999999999,0.7446808510638298,0.7,7.872340425531915,7.4,-59999990.41489363,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.2,14.22,0.0
1317,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,9.574468085106382,9.0,-59999988.829787225,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,13.2,-1.2,14.22,0.0
1318,0.0,0.0,0.9255319148936167,0.8699999999999999,0.7446808510638298,0.7,10.000000000000002,9.4,-59999988.329787225,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,14.1,-1.1,14.22,0.0
1319,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,11.914893617021276,11.2,-59999986.48936171,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-1.2,14.22,0.0
1320,0.0,0.0,0.9148936170212766,0.86,0.7446808510638298,0.7,8.723404255319148,8.2,-59999989.61702127,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.4,13.95,0.0
1321,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,8.723404255319148,8.2,-59999989.68085106,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.2,-1.6,13.95,0.0
1322,0.0,0.0,0.9148936170212766,0.86,0.6382978723404256,0.6,8.829787234042552,8.3,-59999989.61702127,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.6,13.95,0.0
1323,0.0,0.0,0.9042553191489361,0.85,0.6382978723404256,0.6,7.340425531914894,6.9,-59999991.11702126,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.6,13.95,0.0
1324,0.0,0.0,1.0744680851063828,1.01,0.6382978723404256,0.6,8.936170212765958,8.4,-59999989.35106382,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.2,-1.7,13.95,0.0
1325,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,11.170212765957446,10.5,-59999987.13829787,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,14.2,-1.6,13.95,0.0
1326,0.0,0.0,1.0851063829787235,1.02,0.6382978723404256,0.6,12.553191489361703,11.8,-59999985.72340426,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-1.8,13.95,0.0
1327,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,7.0212765957446805,6.6,-59999991.404255316,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.9,13.95,0.0
1328,0.0,0.0,0.9680851063829786,0.9099999999999999,0.6382978723404256,0.6,7.0212765957446805,6.6,-59999991.37234043,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.8,13.95,0.0
1329,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,7.234042553191489,6.8,-59999991.19148936,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.5,13.95,0.0
1330,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,7.340425531914894,6.9,-59999991.08510639,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.6,13.95,0.0
1331,0.0,0.0,2.0851063829787235,1.9600000000000002,0.6382978723404256,0.6,8.723404255319148,8.2,-59999988.55319149,0.0,0.0,0.0,60000000.0,0.0,1946.82,1.0,0.0,12.1,-1.8,13.95,0.0
1332,0.0,0.0,2.0425531914893615,1.92,0.6382978723404256,0.6,11.27659574468085,10.6,-59999986.04255319,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-1.6,13.95,0.0
1333,0.0,0.0,0.9787234042553191,0.9199999999999999,0.6382978723404256,0.6,11.702127659574467,11.0,-59999986.680851065,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-1.4,13.95,0.0
1334,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,7.76595744680851,7.3,-59999990.65957446,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.6,13.95,0.0
1335,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,7.872340425531915,7.4,-59999990.53191489,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.3,13.95,0.0
1336,0.0,0.0,0.9787234042553191,0.9199999999999999,0.6382978723404256,0.6,7.9787234042553195,7.5,-59999990.404255316,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.3,13.95,0.0
1337,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,7.553191489361701,7.1,-59999990.87234043,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.2,-1.4,13.95,0.0
1338,0.0,0.0,1.0638297872340425,1.0,0.6382978723404256,0.6,9.574468085106382,9.0,-59999988.72340425,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,13.1,-1.5,13.95,0.0
1339,0.0,0.0,1.0851063829787235,1.02,0.5319148936170213,0.5,12.021276595744682,11.3,-59999986.361702144,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-1.4,13.95,0.0
1340,0.0,0.0,1.0638297872340425,1.0,0.6382978723404256,0.6,12.553191489361703,11.8,-59999985.74468085,0.0,0.0,0.0,60000000.0,0.0,1946.82,-1.0,0.0,13.1,-1.1,13.95,0.0
1341,0.0,0.0,1.6595744680851066,1.56,0.6382978723404256,0.6,7.0212765957446805,6.6,-59999990.68085105,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.4,13.95,0.0
1342,0.0,0.0,1.5638297872340425,1.47,0.6382978723404256,0.6,7.0212765957446805,6.6,-59999990.77659574,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.4,13.95,0.0
1343,0.0,0.0,1.5638297872340425,1.47,0.6382978723404256,0.6,7.234042553191489,6.8,-59999990.563829795,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.5,13.95,0.0
1344,0.0,0.0,1.5638297872340425,1.47,0.6382978723404256,0.6,8.085106382978722,7.599999999999999,-59999989.71276596,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.5,13.95,0.0
1345,0.0,0.0,1.521276595744681,1.4300000000000002,0.6382978723404256,0.6,9.148936170212766,8.6,-59999988.69148937,0.0,0.0,0.0,60000000.0,0.0,1946.82,1.0,0.0,13.2,-1.6,13.95,0.0
1346,0.0,0.0,1.521276595744681,1.4300000000000002,0.6382978723404256,0.6,10.319148936170212,9.7,-59999987.521276586,0.0,0.0,0.0,60000000.0,0.0,1946.82,-1.0,0.0,15.199999999999998,-1.7,13.95,0.0
1347,0.0,0.0,1.553191489361702,1.46,0.6382978723404256,0.6,10.851063829787233,10.2,-59999986.9574468,0.0,0.0,0.0,60000000.0,0.0,1946.82,-1.0,0.0,15.199999999999998,-1.6,13.95,0.0
1348,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,7.76595744680851,7.3,-59999990.10638298,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.5,13.95,0.0
1349,0.0,0.0,1.5106382978723403,1.42,0.6382978723404256,0.6,7.76595744680851,7.3,-59999990.08510639,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.5,13.95,0.0
1350,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,7.9787234042553195,7.5,-59999989.893617034,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.7,11.5,0.0
1351,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,7.446808510638298,7.0,-59999990.42553191,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.6,11.5,0.0
1352,0.0,0.0,1.4361702127659577,1.35,0.6382978723404256,0.6,9.042553191489361,8.5,-59999988.88297872,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-1.5,11.5,0.0
1353,0.0,0.0,1.553191489361702,1.46,0.6382978723404256,0.6,13.72340425531915,12.9,-59999984.08510639,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,17.3,-1.4,11.5,0.0
1354,0.0,0.0,1.0744680851063828,1.01,0.6382978723404256,0.6,14.042553191489361,13.2,-59999984.24468086,0.0,0.0,0.0,60000000.0,0.0,1946.82,-1.0,0.0,18.3,-1.4,11.5,0.0
1355,0.0,0.0,1.0425531914893618,0.9800000000000001,0.6382978723404256,0.6,8.723404255319148,8.2,-59999989.59574468,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-1.5,11.5,0.0
1356,0.0,0.0,1.0106382978723403,0.9499999999999998,0.6382978723404256,0.6,7.0212765957446805,6.6,-59999991.32978724,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.4,11.5,0.0
1357,0.0,0.0,0.9148936170212766,0.86,0.6382978723404256,0.6,7.234042553191489,6.8,-59999991.212765954,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.1,11.5,0.0
1358,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,7.446808510638298,7.0,-59999990.97872341,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-1.1,11.5,0.0
1359,0.0,0.0,0.9468085106382977,0.89,0.6382978723404256,0.6,9.255319148936168,8.7,-59999989.159574464,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-0.5,11.5,0.0
1360,0.0,0.0,0.9468085106382977,0.89,0.6382978723404256,0.6,11.914893617021276,11.2,-59999986.49999999,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-0.2,11.5,0.0
1361,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,12.446808510638295,11.7,-59999985.957446806,0.0,0.0,0.0,60000000.0,0.0,1946.82,-1.0,0.0,16.2,-0.2,11.5,0.0
1362,0.0,0.0,0.9361702127659576,0.8800000000000001,0.5319148936170213,0.5,9.574468085106382,9.0,-59999988.9574468,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,13.1,-0.4,11.5,0.0
1363,0.0,0.0,2.0425531914893615,1.92,0.5319148936170213,0.5,9.680851063829788,9.1,-59999987.74468085,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,14.2,-0.3,11.5,0.0
1364,0.0,0.0,2.0319148936170217,1.9100000000000004,0.5319148936170213,0.5,8.085106382978722,7.599999999999999,-59999989.35106382,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,13.2,-0.2,11.5,0.0
1365,0.0,0.0,0.9468085106382977,0.89,0.5319148936170213,0.5,8.723404255319148,8.2,-59999989.79787234,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,-0.1,11.5,0.0
1366,0.0,0.0,0.9361702127659576,0.8800000000000001,0.5319148936170213,0.5,9.361702127659575,8.8,-59999989.170212775,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,13.1,0.0,11.5,0.0
1367,0.0,0.0,1.0531914893617023,0.99,0.5319148936170213,0.5,13.72340425531915,12.9,-59999984.691489354,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,17.2,-0.1,11.5,0.0
1368,0.0,0.0,1.106382978723404,1.04,0.5319148936170213,0.5,11.27659574468085,10.6,-59999987.08510637,0.0,0.0,0.0,60000000.0,0.0,1946.82,-1.0,0.0,17.3,-0.2,11.5,0.0
1369,0.0,0.0,1.0425531914893618,0.9800000000000001,0.5319148936170213,0.5,8.829787234042552,8.3,-59999989.59574468,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,12.1,0.0,11.5,0.0
1370,0.0,0.0,1.0531914893617023,0.99,0.5319148936170213,0.5,7.127659574468084,6.7,-59999991.28723405,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-0.1,11.5,0.0
1371,0.0,0.0,0.9361702127659576,0.8800000000000001,0.5319148936170213,0.5,7.340425531914894,6.9,-59999991.19148936,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,0.0,11.5,0.0
1372,0.0,0.0,0.9787234042553191,0.9199999999999999,0.5319148936170213,0.5,7.553191489361701,7.1,-59999990.93617022,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,11.1,-0.1,11.5,0.0
1373,0.0,0.0,0.9574468085106385,0.9,0.5319148936170213,0.5,9.148936170212766,8.6,-59999989.36170213,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,13.1,-0.1,11.5,0.0
1374,0.0,0.0,0.9468085106382977,0.89,0.5319148936170213,0.5,11.914893617021276,11.2,-59999986.606382966,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,15.199999999999998,-0.2,11.5,0.0
1375,0.0,0.0,1.5106382978723403,1.42,0.5319148936170213,0.5,12.76595744680851,12.0,-59999985.191489354,0.0,0.0,0.0,60000000.0,0.0,1946.82,-1.0,0.0,16.2,-0.2,11.5,0.0
1376,0.0,0.0,1.5425531914893615,1.45,0.5319148936170213,0.5,9.042553191489361,8.5,-59999988.88297872,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,13.1,-0.3,11.5,0.0
1377,0.0,0.0,1.6063829787234043,1.51,0.5319148936170213,0.5,7.340425531914894,6.9,-59999990.5212766,0.0,0.0,0.0,60000000.0,0.0,1946.82,1.0,0.0,13.1,-0.3,11.5,0.0
1378,0.0,0.0,3.9148936170212765,3.6799999999999997,0.5319148936170213,0.5,7.553191489361701,7.1,-59999987.999999985,0.0,0.0,0.0,60000000.0,0.0,1946.82,0.0,0.0,14.2,-0.5,11.5,0.0
1379,0.0,0.0,4.212765957446809,3.96,0.6382978723404256,0.6,7.659574468085108,7.2,-59999987.4893617,0.0,0.0,0.0,60000000.0,0.0,1946.82,1.0,0.0,15.199999999999998,-0.4,11.5,0.0
1380,0.0,0.0,3.8936170212765964,3.66,0.6382978723404256,0.6,10.74468085106383,10.1,-59999984.723404266,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,17.2,-0.4,13.04,0.0
1381,0.0,0.0,1.6170212765957446,1.52,0.6382978723404256,0.6,12.659574468085106,11.9,-59999985.08510638,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,16.3,-0.4,13.04,0.0
1382,0.0,0.0,2.765957446808511,2.6,0.6382978723404256,0.6,15.319148936170215,14.4,-59999981.27659575,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,16.2,-0.4,13.04,0.0
1383,0.0,0.0,2.1489361702127656,2.02,0.6382978723404256,0.6,9.680851063829788,9.1,-59999987.5319149,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,15.199999999999998,-0.5,13.04,0.0
1384,0.0,0.0,2.202127659574468,2.07,0.6382978723404256,0.6,9.787234042553191,9.2,-59999987.37234042,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,14.2,-0.8,13.04,0.0
1385,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,7.446808510638298,7.0,-59999990.95744681,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,11.1,-0.7,13.04,0.0
1386,0.0,0.0,0.9787234042553191,0.9199999999999999,0.6382978723404256,0.6,8.297872340425533,7.800000000000001,-59999990.08510639,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,11.1,-0.6,13.04,0.0
1387,0.0,0.0,0.9680851063829786,0.9099999999999999,0.6382978723404256,0.6,9.361702127659575,8.8,-59999989.03191489,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,13.1,-0.7,13.04,0.0
1388,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,10.638297872340424,10.0,-59999987.765957445,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,14.2,-0.9,13.04,0.0
1389,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,10.000000000000002,9.4,-59999988.40425532,0.0,0.0,0.0,60000000.0,0.0,1919.4,-1.0,0.0,14.2,-1.1,13.04,0.0
1390,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,9.148936170212766,8.6,-59999989.255319156,0.0,0.0,0.0,60000000.0,0.0,1919.4,-1.0,0.0,12.1,-1.3,13.04,0.0
1391,0.0,0.0,0.9468085106382977,0.89,0.5319148936170213,0.5,8.936170212765958,8.4,-59999989.58510639,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,13.1,-1.5,13.04,0.0
1392,0.0,0.0,1.0106382978723403,0.9499999999999998,0.6382978723404256,0.6,9.255319148936168,8.7,-59999989.09574468,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,13.2,-1.6,13.04,0.0
1393,0.0,0.0,1.2553191489361704,1.1800000000000002,0.6382978723404256,0.6,8.191489361702128,7.699999999999999,-59999989.91489363,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,11.1,-1.5,13.04,0.0
1394,0.0,0.0,1.5425531914893615,1.45,0.6382978723404256,0.6,9.361702127659575,8.8,-59999988.4574468,0.0,0.0,0.0,60000000.0,0.0,1919.4,1.0,0.0,14.2,-1.3,13.04,0.0
1395,0.0,0.0,1.5638297872340425,1.47,0.6382978723404256,0.6,12.76595744680851,12.0,-59999985.031914905,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,17.2,-1.1,13.04,0.0
1396,0.0,0.0,1.1170212765957448,1.05,0.6382978723404256,0.6,9.787234042553191,9.2,-59999988.4574468,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,15.199999999999998,-1.0,13.04,0.0
1397,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,7.872340425531915,7.4,-59999990.43617022,0.0,0.0,0.0,60000000.0,0.0,1919.4,-1.0,0.0,12.1,-1.1,13.04,0.0
1398,0.0,0.0,1.2340425531914894,1.16,0.6382978723404256,0.6,9.893617021276595,9.3,-59999988.23404256,0.0,0.0,0.0,60000000.0,0.0,1919.4,-1.0,0.0,13.1,-1.0,13.04,0.0
1399,0.0,0.0,1.148936170212766,1.08,0.6382978723404256,0.6,9.893617021276595,9.3,-59999988.31914894,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,13.2,-0.8,13.04,0.0
1400,0.0,0.0,1.106382978723404,1.04,0.5319148936170213,0.5,10.425531914893618,9.8,-59999987.936170205,0.0,0.0,0.0,60000000.0,0.0,1919.4,0.0,0.0,14.2,-0.8,13.04,0.0
1401,0.0,0.0,1.148936170212766,1.08,0.6382978723404256,0.6,9.680851063829788,9.1,-59999988.53191489,0.0,0.0,0.0,60000000.0,0.0,1919.4,1.0,0.0,13.1,-1.1,13.04,0.0
