k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,"sBY,sSL",xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation,pSL,w
5624,0.0,0.0,1.6170212765957446,1.52,0.4255319148936171,0.4,7.9787234042553195,7.5,-59999989.978723414,0.0,0.0,0.0,60000000.0,933.5953295889501,2495.2200000000003,0.0,0.0,12.2,-1.2,13.08,0.0
5625,0.0,0.0,1.6489361702127658,1.55,0.4255319148936171,0.4,7.553191489361701,7.1,-59999990.37234044,0.0,0.0,0.0,60000000.0,933.5859936356543,2495.2200000000003,1.0,0.0,11.2,-1.2,13.08,0.0
5626,0.0,0.0,1.5957446808510638,1.5,0.4255319148936171,0.4,9.361702127659575,8.8,-59999988.61702128,0.0,0.0,0.0,60000000.0,933.576657775718,2495.2200000000003,0.0,0.0,13.2,-1.0,13.08,0.0
5627,0.0,0.0,1.5957446808510638,1.5,0.4255319148936171,0.4,11.382978723404253,10.7,-59999986.595744684,0.0,0.0,0.0,60000000.0,933.5673220091403,2495.2200000000003,0.0,0.0,15.199999999999998,-1.1,13.08,0.0
5628,0.0,0.0,1.5851063829787233,1.49,0.4255319148936171,0.4,12.340425531914892,11.6,-59999985.64893617,0.0,0.0,0.0,60000000.0,933.5579863359203,2495.2200000000003,0.0,0.0,16.3,-1.2,13.08,0.0
5629,0.0,0.0,1.6063829787234043,1.51,0.5319148936170213,0.5,7.0212765957446805,6.6,-59999990.84042553,0.0,0.0,0.0,60000000.0,933.548650756057,2495.2200000000003,0.0,0.0,11.2,-1.2,13.08,0.0
5630,0.0,0.0,1.5425531914893615,1.45,0.4255319148936171,0.4,7.0212765957446805,6.6,-59999991.01063829,0.0,0.0,0.0,60000000.0,933.5393152695494,2495.2200000000003,0.0,0.0,11.2,-1.1,13.08,0.0
5631,0.0,0.0,0.8936170212765959,0.8400000000000001,0.5319148936170213,0.5,7.234042553191489,6.8,-59999991.34042553,0.0,0.0,0.0,60000000.0,933.5299798763967,2495.2200000000003,0.0,0.0,10.2,-1.1,13.08,0.0
5632,0.0,0.0,0.9148936170212766,0.86,0.4255319148936171,0.4,8.936170212765958,8.4,-59999989.72340424,0.0,0.0,0.0,60000000.0,933.520644576598,2495.2200000000003,0.0,0.0,11.3,-1.2,13.08,0.0
5633,0.0,0.0,0.9255319148936167,0.8699999999999999,0.5319148936170213,0.5,10.851063829787233,10.2,-59999987.691489376,0.0,0.0,0.0,60000000.0,933.5113093701523,2495.2200000000003,0.0,0.0,14.2,-1.2,13.08,0.0
5634,0.0,0.0,0.9468085106382977,0.89,0.5319148936170213,0.5,12.978723404255318,12.2,-59999985.54255319,0.0,0.0,0.0,60000000.0,933.5019742570586,2495.2200000000003,0.0,0.0,16.3,-1.2,13.08,0.0
5635,0.0,0.0,0.9787234042553191,0.9199999999999999,0.4255319148936171,0.4,10.106382978723405,9.5,-59999988.4893617,0.0,0.0,0.0,60000000.0,933.4926392373161,2495.2200000000003,0.0,0.0,15.3,-1.1,13.08,0.0
5636,0.0,0.0,0.9148936170212766,0.86,0.5319148936170213,0.5,7.659574468085108,7.2,-59999990.893617034,0.0,0.0,0.0,60000000.0,933.4833043109238,2495.2200000000003,0.0,0.0,11.2,-1.1,13.08,0.0
5637,0.0,0.0,0.9042553191489361,0.85,0.4255319148936171,0.4,7.872340425531915,7.4,-59999990.797872335,0.0,0.0,0.0,60000000.0,933.4739694778807,2495.2200000000003,-1.0,0.0,11.2,-1.0,13.08,0.0
5638,0.0,0.0,0.9361702127659576,0.8800000000000001,0.4255319148936171,0.4,7.446808510638298,7.0,-59999991.19148936,0.0,0.0,0.0,60000000.0,933.464634738186,2495.2200000000003,0.0,0.0,11.2,-1.2,13.08,0.0
5639,0.0,0.0,0.9255319148936167,0.8699999999999999,0.4255319148936171,0.4,8.51063829787234,8.0,-59999990.13829786,0.0,0.0,0.0,60000000.0,933.4553000918386,2495.2200000000003,0.0,0.0,11.1,-1.3,13.08,0.0
5640,0.0,0.0,1.0319148936170213,0.97,0.4255319148936171,0.4,9.361702127659575,8.8,-59999989.18085106,0.0,0.0,0.0,60000000.0,933.4459655388378,2495.2200000000003,0.0,0.0,14.2,-1.1,11.79,0.0
5641,0.0,0.0,1.0638297872340425,1.0,0.5319148936170213,0.5,12.127659574468085,11.4,-59999986.276595734,0.0,0.0,0.0,60000000.0,933.4366310791825,2495.2200000000003,1.0,0.0,15.3,-1.0,11.79,0.0
5642,0.0,0.0,1.0000000000000002,0.9400000000000002,0.5319148936170213,0.5,7.127659574468084,6.7,-59999991.34042553,0.0,0.0,0.0,60000000.0,933.4272967128717,2495.2200000000003,0.0,0.0,13.2,-1.2,11.79,0.0
5643,0.0,0.0,1.0319148936170213,0.97,0.5319148936170213,0.5,7.0212765957446805,6.6,-59999991.41489363,0.0,0.0,0.0,60000000.0,933.4179624399046,2495.2200000000003,0.0,0.0,11.1,-1.0,11.79,0.0
5644,0.0,0.0,0.9787234042553191,0.9199999999999999,0.5319148936170213,0.5,7.234042553191489,6.8,-59999991.25531915,0.0,0.0,0.0,60000000.0,933.4086282602802,2495.2200000000003,0.0,0.0,11.1,-1.1,11.79,0.0
5645,0.0,0.0,1.1702127659574468,1.1,0.5319148936170213,0.5,7.446808510638298,7.0,-59999990.85106384,0.0,0.0,0.0,60000000.0,933.3992941739976,2495.2200000000003,0.0,0.0,11.1,-0.9,11.79,0.0
5646,0.0,0.0,0.9361702127659576,0.8800000000000001,0.5319148936170213,0.5,9.787234042553191,9.2,-59999988.744680844,0.0,0.0,0.0,60000000.0,933.3899601810559,2495.2200000000003,0.0,0.0,13.2,-1.0,11.79,0.0
5647,0.0,0.0,0.9361702127659576,0.8800000000000001,0.5319148936170213,0.5,12.127659574468085,11.4,-59999986.40425533,0.0,0.0,0.0,60000000.0,933.3806262814542,2495.2200000000003,0.0,0.0,16.2,-1.1,11.79,0.0
5648,0.0,0.0,0.9361702127659576,0.8800000000000001,0.5319148936170213,0.5,13.191489361702127,12.4,-59999985.34042552,0.0,0.0,0.0,60000000.0,933.3712924751914,2495.2200000000003,0.0,0.0,16.2,-1.2,11.79,0.0
5649,0.0,0.0,0.9255319148936167,0.8699999999999999,0.5319148936170213,0.5,7.872340425531915,7.4,-59999990.67021277,0.0,0.0,0.0,60000000.0,933.3619587622667,2495.2200000000003,0.0,0.0,11.1,-1.3,11.79,0.0
5650,0.0,0.0,2.0425531914893615,1.92,0.5319148936170213,0.5,7.872340425531915,7.4,-59999989.55319148,0.0,0.0,0.0,60000000.0,933.3526251426791,2495.2200000000003,0.0,0.0,12.2,-1.2,11.79,0.0
5651,0.0,0.0,2.0000000000000004,1.8800000000000003,0.5319148936170213,0.5,7.340425531914894,6.9,-59999990.12765958,0.0,0.0,0.0,60000000.0,933.3432916164278,2495.2200000000003,0.0,0.0,12.1,-1.2,11.79,0.0
5652,0.0,0.0,0.9468085106382977,0.89,0.5319148936170213,0.5,7.553191489361701,7.1,-59999990.968085095,0.0,0.0,0.0,60000000.0,933.3339581835116,2467.8,0.0,0.0,11.1,-1.5,11.79,0.0
5653,0.0,0.0,0.9574468085106385,0.9,0.5319148936170213,0.5,9.255319148936168,8.7,-59999989.255319156,0.0,0.0,0.0,60000000.0,933.3246248439299,2467.8,0.0,0.0,13.2,-1.5,11.79,0.0
5654,0.0,0.0,1.6489361702127658,1.55,0.5319148936170213,0.5,11.595744680851064,10.9,-59999986.22340426,0.0,0.0,0.0,60000000.0,933.3152915976815,2467.8,1.0,0.0,15.199999999999998,-1.4,11.79,0.0
5655,0.0,0.0,1.574468085106383,1.48,0.5319148936170213,0.5,12.446808510638295,11.7,-59999985.446808524,0.0,0.0,0.0,60000000.0,933.3059584447656,2467.8,-1.0,0.0,16.2,-1.4,11.79,0.0
5656,0.0,0.0,1.5957446808510638,1.5,0.6382978723404256,0.6,7.127659574468084,6.7,-59999990.63829786,0.0,0.0,0.0,60000000.0,933.2966253851812,2467.8,0.0,0.0,11.1,-1.1,11.79,0.0
5657,0.0,0.0,1.574468085106383,1.48,0.6382978723404256,0.6,7.127659574468084,6.7,-59999990.65957446,0.0,0.0,0.0,60000000.0,933.2872924189273,2467.8,0.0,0.0,11.1,-1.2,11.79,0.0
5658,0.0,0.0,1.4999999999999998,1.41,0.6382978723404256,0.6,7.340425531914894,6.9,-59999990.5212766,0.0,0.0,0.0,60000000.0,933.2779595460032,2467.8,0.0,0.0,12.1,-1.5,11.79,0.0
5659,0.0,0.0,1.4468085106382977,1.3599999999999999,0.6382978723404256,0.6,8.936170212765958,8.4,-59999988.97872342,0.0,0.0,0.0,60000000.0,933.2686267664078,2467.8,0.0,0.0,12.1,-1.4,11.79,0.0
5660,0.0,0.0,1.4999999999999998,1.41,0.6382978723404256,0.6,10.212765957446809,9.6,-59999987.64893618,0.0,0.0,0.0,60000000.0,933.2592940801402,2467.8,0.0,0.0,14.2,-1.3,11.79,0.0
5661,0.0,0.0,1.521276595744681,1.4300000000000002,0.6382978723404256,0.6,11.808510638297873,11.1,-59999986.031914905,0.0,0.0,0.0,60000000.0,933.2499614871995,2467.8,0.0,0.0,16.2,-1.3,11.79,0.0
5662,0.0,0.0,1.457446808510638,1.3699999999999999,0.6382978723404256,0.6,10.425531914893618,9.8,-59999987.47872339,0.0,0.0,0.0,60000000.0,933.2406289875846,2467.8,0.0,0.0,16.3,-1.2,11.79,0.0
5663,0.0,0.0,1.5106382978723403,1.42,0.6382978723404256,0.6,7.127659574468084,6.7,-59999990.72340424,0.0,0.0,0.0,60000000.0,933.2312965812948,2467.8,0.0,0.0,11.1,-1.2,11.79,0.0
5664,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,7.127659574468084,6.7,-59999990.74468087,0.0,0.0,0.0,60000000.0,933.2219642683291,2467.8,0.0,0.0,11.1,-1.2,11.79,0.0
5665,0.0,0.0,1.468085106382979,1.3800000000000001,0.6382978723404256,0.6,7.446808510638298,7.0,-59999990.4468085,0.0,0.0,0.0,60000000.0,933.2126320486865,2467.8,0.0,0.0,12.1,-1.3,11.79,0.0
5666,0.0,0.0,1.6382978723404256,1.54,0.6382978723404256,0.6,8.404255319148938,7.900000000000001,-59999989.31914894,0.0,0.0,0.0,60000000.0,933.203299922366,2467.8,0.0,0.0,12.1,-1.4,11.79,0.0
5667,0.0,0.0,1.5957446808510638,1.5,0.6382978723404256,0.6,9.574468085106382,9.0,-59999988.19148937,0.0,0.0,0.0,60000000.0,933.1939678893668,2467.8,1.0,0.0,14.2,-1.3,11.79,0.0
5668,0.0,0.0,1.6702127659574466,1.5699999999999998,0.6382978723404256,0.6,12.978723404255318,12.2,-59999984.712765954,0.0,0.0,0.0,60000000.0,933.184635949688,2467.8,0.0,0.0,17.2,-1.3,11.79,0.0
5669,0.0,0.0,1.0106382978723403,0.9499999999999998,0.6382978723404256,0.6,8.936170212765958,8.4,-59999989.41489363,0.0,0.0,0.0,60000000.0,933.1753041033285,2467.8,-1.0,0.0,14.2,-1.4,11.79,0.0
5670,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,7.872340425531915,7.4,-59999990.45744681,0.0,0.0,0.0,60000000.0,933.1659723502875,2467.8,0.0,0.0,11.1,-1.2,10.81,0.0
5671,0.0,0.0,1.0425531914893618,0.9800000000000001,0.6382978723404256,0.6,8.191489361702128,7.699999999999999,-59999990.12765958,0.0,0.0,0.0,60000000.0,933.156640690564,2467.8,0.0,0.0,12.1,-1.0,10.81,0.0
5672,0.0,0.0,0.9148936170212766,0.86,0.6382978723404256,0.6,9.787234042553191,9.2,-59999988.659574464,0.0,0.0,0.0,60000000.0,933.1473091241571,2467.8,0.0,0.0,12.1,-0.9,10.81,0.0
5673,0.0,0.0,0.9148936170212766,0.86,0.6382978723404256,0.6,10.957446808510639,10.3,-59999987.4893617,0.0,0.0,0.0,60000000.0,933.137977651066,2467.8,0.0,0.0,14.2,-0.6,10.81,0.0
5674,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,13.72340425531915,12.9,-59999984.68085107,0.0,0.0,0.0,60000000.0,933.1286462712895,2467.8,0.0,0.0,16.2,-0.5,10.81,0.0
5675,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,14.893617021276595,14.0,-59999983.51063829,0.0,0.0,0.0,60000000.0,933.1193149848268,2467.8,0.0,0.0,18.2,-0.5,10.81,0.0
5676,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,7.340425531914894,6.9,-59999991.08510639,0.0,0.0,0.0,60000000.0,933.109983791677,2467.8,0.0,0.0,11.1,-0.3,10.81,0.0
5677,0.0,0.0,0.9042553191489361,0.85,0.6382978723404256,0.6,7.340425531914894,6.9,-59999991.11702126,0.0,0.0,0.0,60000000.0,933.1006526918392,2467.8,0.0,0.0,11.1,-0.3,10.81,0.0
5678,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,7.446808510638298,7.0,-59999990.97872341,0.0,0.0,0.0,60000000.0,933.0913216853123,2467.8,1.0,0.0,11.1,-0.1,10.81,0.0
5679,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,9.680851063829788,9.1,-59999988.72340425,0.0,0.0,0.0,60000000.0,933.0819907720955,2467.8,0.0,0.0,13.1,-0.4,10.81,0.0
5680,0.0,0.0,0.9148936170212766,0.86,0.6382978723404256,0.6,11.27659574468085,10.6,-59999987.17021275,0.0,0.0,0.0,60000000.0,933.0726599521879,2467.8,0.0,0.0,15.199999999999998,-0.6,10.81,0.0
5681,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,13.404255319148936,12.6,-59999985.02127659,0.0,0.0,0.0,60000000.0,933.0633292255884,2467.8,0.0,0.0,16.2,-0.7,10.81,0.0
5682,0.0,0.0,1.319148936170213,1.24,0.6382978723404256,0.6,12.127659574468085,11.4,-59999985.91489361,0.0,0.0,0.0,60000000.0,933.0539985922962,2467.8,-1.0,0.0,16.2,-0.6,10.81,0.0
5683,0.0,0.0,1.0212765957446808,0.96,0.6382978723404256,0.6,7.340425531914894,6.9,-59999991.00000001,0.0,0.0,0.0,60000000.0,933.0446680523104,2467.8,0.0,0.0,11.0,-0.5,10.81,0.0
5684,0.0,0.0,2.1170212765957444,1.9899999999999998,0.6382978723404256,0.6,8.191489361702128,7.699999999999999,-59999989.05319148,0.0,0.0,0.0,60000000.0,933.0353376056299,2467.8,-3.0,0.0,12.0,-0.7,10.81,0.0
5685,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,10.212765957446809,9.6,-59999988.095744684,0.0,0.0,0.0,60000000.0,933.026007252254,2467.8,0.0,0.0,14.1,-0.6,10.81,0.0
5686,0.0,0.0,0.9255319148936167,0.8699999999999999,0.6382978723404256,0.6,10.74468085106383,10.1,-59999987.691489376,0.0,0.0,0.0,60000000.0,933.0166769921815,2467.8,1.0,0.0,14.1,-0.5,10.81,0.0
5687,0.0,0.0,0.9042553191489361,0.85,0.6382978723404256,0.6,12.127659574468085,11.4,-59999986.32978723,0.0,0.0,0.0,60000000.0,933.0073468254116,2467.8,0.0,0.0,15.1,-0.6,10.81,0.0
5688,0.0,0.0,0.9255319148936167,0.8699999999999999,0.6382978723404256,0.6,12.76595744680851,12.0,-59999985.67021276,0.0,0.0,0.0,60000000.0,932.9980167519434,2467.8,0.0,0.0,16.2,-0.5,10.81,0.0
5689,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,11.063829787234043,10.4,-59999987.36170214,0.0,0.0,0.0,60000000.0,932.988686771776,2467.8,-1.0,0.0,16.1,-0.6,10.81,0.0
5690,0.0,0.0,0.9680851063829786,0.9099999999999999,0.6382978723404256,0.6,7.340425531914894,6.9,-59999991.05319148,0.0,0.0,0.0,60000000.0,932.9793568849083,2467.8,-1.0,0.0,11.1,-0.5,10.81,0.0
5691,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,9.361702127659575,8.8,-59999989.0425532,0.0,0.0,0.0,60000000.0,932.9700270913395,2467.8,0.0,0.0,13.1,-0.8,10.81,0.0
5692,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,9.574468085106382,9.0,-59999988.829787225,0.0,0.0,0.0,60000000.0,932.9606973910686,2467.8,0.0,0.0,13.1,-0.5,10.81,0.0
5693,0.0,0.0,1.468085106382979,1.3800000000000001,0.6382978723404256,0.6,9.787234042553191,9.2,-59999988.106382996,0.0,0.0,0.0,60000000.0,932.9513677840947,2467.8,0.0,0.0,13.1,-0.7,10.81,0.0
5694,0.0,0.0,1.521276595744681,1.4300000000000002,0.6382978723404256,0.6,10.53191489361702,9.9,-59999987.30851063,0.0,0.0,0.0,60000000.0,932.9420382704169,2467.8,1.0,0.0,14.2,-0.7,10.81,0.0
5695,0.0,0.0,1.5106382978723403,1.42,0.6382978723404256,0.6,12.340425531914892,11.6,-59999985.51063831,0.0,0.0,0.0,60000000.0,932.9327088500343,2467.8,0.0,0.0,16.2,-0.8,10.81,0.0
5696,0.0,0.0,1.5851063829787233,1.49,0.6382978723404256,0.6,10.53191489361702,9.9,-59999987.24468085,0.0,0.0,0.0,60000000.0,932.9233795229458,2467.8,0.0,0.0,17.2,-0.7,10.81,0.0
5697,0.0,0.0,1.5851063829787233,1.49,0.6382978723404256,0.6,9.255319148936168,8.7,-59999988.52127658,0.0,0.0,0.0,60000000.0,932.9140502891506,2467.8,0.0,0.0,13.1,-0.8,10.81,0.0
5698,0.0,0.0,1.5851063829787233,1.49,0.6382978723404256,0.6,10.106382978723405,9.5,-59999987.670212775,0.0,0.0,0.0,60000000.0,932.9047211486478,2467.8,0.0,0.0,14.1,-0.9,10.81,0.0
5699,0.0,0.0,1.5851063829787233,1.49,0.6382978723404256,0.6,10.319148936170212,9.7,-59999987.4574468,0.0,0.0,0.0,60000000.0,932.8953921014364,2467.8,0.0,0.0,14.1,-0.8,10.81,0.0
5700,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,9.787234042553191,9.2,-59999988.08510637,0.0,0.0,0.0,60000000.0,932.8860631475154,2467.8,0.0,0.0,14.2,-1.1,10.19,0.0
5701,0.0,0.0,1.457446808510638,1.3699999999999999,0.6382978723404256,0.6,11.808510638297873,11.1,-59999986.095744684,0.0,0.0,0.0,60000000.0,932.876734286884,2467.8,0.0,0.0,15.199999999999998,-1.1,10.19,0.0
5702,0.0,0.0,2.5851063829787235,2.43,0.6382978723404256,0.6,13.085106382978724,12.3,-59999983.69148936,0.0,0.0,0.0,60000000.0,932.8674055195412,2467.8,0.0,0.0,17.3,-1.5,10.19,0.0
5703,0.0,0.0,2.6276595744680846,2.4699999999999998,0.6382978723404256,0.6,9.255319148936168,8.7,-59999987.47872339,0.0,0.0,0.0,60000000.0,932.858076845486,2467.8,0.0,0.0,14.2,-1.6,10.19,0.0
5704,0.0,0.0,2.765957446808511,2.6,0.6382978723404256,0.6,9.255319148936168,8.7,-59999987.34042554,0.0,0.0,0.0,60000000.0,932.8487482647176,2467.8,1.0,0.0,14.2,-1.7,10.19,0.0
5705,0.0,0.0,1.7234042553191489,1.6199999999999999,0.6382978723404256,0.6,9.361702127659575,8.8,-59999988.27659576,0.0,0.0,0.0,60000000.0,932.8394197772351,2467.8,0.0,0.0,14.1,-1.6,10.19,0.0
5706,0.0,0.0,1.7553191489361701,1.65,0.6382978723404256,0.6,8.51063829787234,8.0,-59999989.09574468,0.0,0.0,0.0,60000000.0,932.8300913830374,2467.8,0.0,0.0,13.1,-1.9,10.19,0.0
5707,0.0,0.0,1.776595744680851,1.67,0.6382978723404256,0.6,10.106382978723405,9.5,-59999987.47872339,0.0,0.0,0.0,60000000.0,932.8207630821236,2467.8,0.0,0.0,14.1,-1.8,10.19,0.0
5708,0.0,0.0,1.7553191489361701,1.65,0.6382978723404256,0.6,11.27659574468085,10.6,-59999986.32978723,0.0,0.0,0.0,60000000.0,932.8114348744928,2467.8,-2.0,0.0,15.199999999999998,-1.8,10.19,0.0
5709,0.0,0.0,1.127659574468085,1.06,0.6382978723404256,0.6,14.680851063829788,13.8,-59999983.55319148,0.0,0.0,0.0,60000000.0,932.802106760144,2467.8,0.0,0.0,18.3,-1.9,10.19,0.0
5710,0.0,0.0,1.180851063829787,1.1099999999999999,0.6382978723404256,0.6,9.148936170212766,8.6,-59999989.03191489,0.0,0.0,0.0,60000000.0,932.7927787390765,2467.8,0.0,0.0,13.1,-2.0,10.19,0.0
5711,0.0,0.0,1.180851063829787,1.1099999999999999,0.6382978723404256,0.6,10.000000000000002,9.4,-59999988.18085106,0.0,0.0,0.0,60000000.0,932.7834508112892,2467.8,0.0,0.0,14.2,-1.9,10.19,0.0
5712,0.0,0.0,1.202127659574468,1.1300000000000001,0.6382978723404256,0.6,8.404255319148938,7.900000000000001,-59999989.75531915,0.0,0.0,0.0,60000000.0,932.7741229767811,2467.8,0.0,0.0,12.1,-1.6,10.19,0.0
5713,0.0,0.0,1.180851063829787,1.1099999999999999,0.6382978723404256,0.6,8.617021276595743,8.1,-59999989.563829795,0.0,0.0,0.0,60000000.0,932.7647952355513,2467.8,0.0,0.0,12.1,-1.3,10.19,0.0
5714,0.0,0.0,1.106382978723404,1.04,0.6382978723404256,0.6,10.000000000000002,9.4,-59999988.255319156,0.0,0.0,0.0,60000000.0,932.755467587599,2467.8,1.0,0.0,14.1,-1.2,10.19,0.0
5715,0.0,0.0,1.0957446808510638,1.03,0.6382978723404256,0.6,13.510638297872338,12.7,-59999984.75531914,0.0,0.0,0.0,60000000.0,932.7461400329232,2467.8,0.0,0.0,17.2,-1.1,10.19,0.0
5716,0.0,0.0,1.148936170212766,1.08,0.6382978723404256,0.6,14.148936170212766,13.3,-59999984.06382979,0.0,0.0,0.0,60000000.0,932.7368125715229,2467.8,-1.0,0.0,18.2,-1.4,10.19,0.0
5717,0.0,0.0,1.6170212765957446,1.52,0.6382978723404256,0.6,9.148936170212766,8.6,-59999988.59574468,0.0,0.0,0.0,60000000.0,932.7274852033972,2467.8,0.0,0.0,13.1,-1.6,10.19,0.0
5718,0.0,0.0,1.6914893617021278,1.59,0.6382978723404256,0.6,7.446808510638298,7.0,-59999990.22340424,0.0,0.0,0.0,60000000.0,932.7181579285452,2467.8,0.0,0.0,12.1,-1.6,10.19,0.0
5719,0.0,0.0,1.680851063829787,1.58,0.6382978723404256,0.6,7.659574468085108,7.2,-59999990.02127661,0.0,0.0,0.0,60000000.0,932.708830746966,2467.8,0.0,0.0,12.1,-1.5,10.19,0.0
5720,0.0,0.0,1.627659574468085,1.53,0.6382978723404256,0.6,8.085106382978722,7.599999999999999,-59999989.648936175,0.0,0.0,0.0,60000000.0,932.6995036586586,2467.8,2.0,0.0,12.1,-1.8,10.19,0.0
5721,0.0,0.0,1.468085106382979,1.3800000000000001,0.6382978723404256,0.6,12.127659574468085,11.4,-59999985.76595745,0.0,0.0,0.0,60000000.0,932.6901766636221,2467.8,0.0,0.0,16.2,-1.9,10.19,0.0
5722,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,13.936170212765957,13.1,-59999983.93617022,0.0,0.0,0.0,60000000.0,932.6808497618555,2467.8,0.0,0.0,18.2,-1.8,10.19,0.0
5723,0.0,0.0,1.468085106382979,1.3800000000000001,0.6382978723404256,0.6,12.446808510638295,11.7,-59999985.446808524,0.0,0.0,0.0,60000000.0,932.6715229533579,2467.8,-2.0,0.0,18.3,-1.8,10.19,0.0
5724,0.0,0.0,1.0638297872340425,1.0,0.6382978723404256,0.6,8.085106382978722,7.599999999999999,-59999990.21276596,0.0,0.0,0.0,60000000.0,932.6621962381284,2467.8,0.0,0.0,12.1,-1.6,10.19,0.0
5725,0.0,0.0,1.0425531914893618,0.9800000000000001,0.5319148936170213,0.5,8.191489361702128,7.699999999999999,-59999990.234042555,0.0,0.0,0.0,60000000.0,932.6528696161661,2467.8,0.0,0.0,12.1,-1.5,10.19,0.0
5726,0.0,0.0,1.0531914893617023,0.99,0.5319148936170213,0.5,8.404255319148938,7.900000000000001,-59999990.0106383,0.0,0.0,0.0,60000000.0,932.64354308747,2467.8,1.0,0.0,12.1,-1.5,10.19,0.0
5727,0.0,0.0,1.0319148936170213,0.97,0.5319148936170213,0.5,11.595744680851064,10.9,-59999986.84042554,0.0,0.0,0.0,60000000.0,932.6342166520392,2467.8,0.0,0.0,15.199999999999998,-1.5,10.19,0.0
5728,0.0,0.0,0.9574468085106385,0.9,0.5319148936170213,0.5,13.510638297872338,12.7,-59999985.0,0.0,0.0,0.0,60000000.0,932.6248903098727,2440.38,0.0,0.0,16.2,-1.5,10.19,0.0
5729,0.0,0.0,0.9787234042553191,0.9199999999999999,0.5319148936170213,0.5,13.936170212765957,13.1,-59999984.553191476,0.0,0.0,0.0,60000000.0,932.6155640609696,2440.38,-1.0,0.0,17.2,-1.4,10.19,0.0
5730,0.0,0.0,0.9680851063829786,0.9099999999999999,0.5319148936170213,0.5,7.340425531914894,6.9,-59999991.15957446,0.0,0.0,0.0,60000000.0,932.6062379053291,2440.38,0.0,0.0,11.1,-1.6,9.0,0.0
5731,0.0,0.0,0.9255319148936167,0.8699999999999999,0.5319148936170213,0.5,7.340425531914894,6.9,-59999991.20212767,0.0,0.0,0.0,60000000.0,932.59691184295,2440.38,0.0,0.0,11.1,-1.5,9.0,0.0
5732,0.0,0.0,0.9468085106382977,0.89,0.5319148936170213,0.5,7.446808510638298,7.0,-59999991.074468076,0.0,0.0,0.0,60000000.0,932.5875858738316,2440.38,2.0,0.0,11.1,-1.4,9.0,0.0
5733,0.0,0.0,1.553191489361702,1.46,0.5319148936170213,0.5,9.574468085106382,9.0,-59999988.340425536,0.0,0.0,0.0,60000000.0,932.5782599979729,2440.38,0.0,0.0,14.2,-1.4,9.0,0.0
5734,0.0,0.0,1.4787234042553192,1.3900000000000001,0.5319148936170213,0.5,10.957446808510639,10.3,-59999987.0319149,0.0,0.0,0.0,60000000.0,932.5689342153729,2440.38,0.0,0.0,14.2,-1.0,9.0,0.0
5735,0.0,0.0,1.4787234042553192,1.3900000000000001,0.5319148936170213,0.5,13.085106382978724,12.3,-59999984.90425531,0.0,0.0,0.0,60000000.0,932.5596085260308,2440.38,-2.0,0.0,16.2,-0.8,9.0,0.0
5736,0.0,0.0,1.457446808510638,1.3699999999999999,0.5319148936170213,0.5,12.659574468085106,11.9,-59999985.35106383,0.0,0.0,0.0,60000000.0,932.5502829299456,2440.38,0.0,0.0,16.2,-0.9,9.0,0.0
5737,0.0,0.0,1.4468085106382977,1.3599999999999999,0.5319148936170213,0.5,8.085106382978722,7.599999999999999,-59999989.93617022,0.0,0.0,0.0,60000000.0,932.5409574271164,2440.38,0.0,0.0,11.1,-1.0,9.0,0.0
5738,0.0,0.0,1.4042553191489362,1.3199999999999998,0.5319148936170213,0.5,8.085106382978722,7.599999999999999,-59999989.978723414,0.0,0.0,0.0,60000000.0,932.5316320175422,2440.38,1.0,0.0,12.2,-1.2,9.0,0.0
5739,0.0,0.0,1.5425531914893615,1.45,0.5319148936170213,0.5,10.106382978723405,9.5,-59999987.81914894,0.0,0.0,0.0,60000000.0,932.5223067012221,2440.38,0.0,0.0,14.2,-1.2,9.0,0.0
5740,0.0,0.0,1.6063829787234043,1.51,0.0,0.0,10.425531914893618,9.8,-59999987.96808511,0.0,0.0,0.0,60000000.0,932.5129814781551,2440.38,0.0,0.0,14.2,-1.1,9.0,0.0
5741,0.0,0.0,1.574468085106383,1.48,0.0,0.0,11.914893617021276,11.2,-59999986.510638304,0.0,0.0,0.0,60000000.0,932.5036563483403,2440.38,0.0,0.0,15.199999999999998,-1.1,9.0,0.0
