Seed,CPU_Time
0,12.697473831
1,13.337008334999997
2,12.174676304000002
3,13.62509032700001
4,14.599668382000004
5,14.908073185999996
6,12.342563506999994
7,13.813928039999993
8,14.985477746
9,9.146937926000021
10,14.185161121000021
11,12.947854562000003
12,11.667527428999989
13,10.345307054000017
14,12.448404175000007
15,15.448016475000003
16,10.985129076000021
17,11.265238761999996
18,14.886773015999978
19,8.578234134999946
