LP,DP
1675.235922,1780.2
1675.219169,1780.6
1675.202417,1781
1675.185665,1781.4
1675.168913,1781.8
1675.152161,1782.2
1675.13541,1782.6
1675.118659,1783
1675.101907,1783.4
1675.085156,1783.8
1675.068405,1784.2
1675.051655,1784.6
1675.034904,1785
1675.018154,1785.4
1675.001404,1785.8
1674.984654,1786.2
1674.967904,1786.6
1674.951154,1787
1674.934405,1787.4
1674.917655,1787.8
1674.900906,1788.2
1680.764121,1788.8
1688.247314,1792.2
1695.730431,1795.4
1698.292212,1798.6
1700.883043,1801.8
1703.583908,1805.2
1706.269432,1808.6
1708.94679,1812
1709.874353,1813.6
1709.857254,1814
1709.840155,1814.4
1709.823057,1814.8
1709.805959,1815.2
1709.788861,1815.6
1709.771763,1816
1709.754665,1816.4
1709.737567,1816.8
1709.72047,1817.2
1709.703373,1817.6
1709.686276,1818
1709.669179,1818.4
1709.652082,1818.8
1709.634986,1819.2
1709.617889,1819.6
1709.600793,1820
1709.583697,1820.4
1709.566601,1820.8
1709.549506,1821.2
1709.53241,1821.6
1709.515315,1822
1710.833886,1822.4
1718.316778,1822.8
1725.799595,1823.2
1725.782337,1823.6
1725.765079,1824
1725.747821,1824.4
1725.730564,1824.8
1725.713307,1825.2
1725.69605,1825.6
1725.678793,1826
1725.661536,1826.4
1725.644279,1826.8
1725.627023,1827.2
1725.609766,1827.6
1725.59251,1828
1725.575254,1828.4
1725.557999,1828.8
1725.540743,1829.2
1725.523488,1829.6
1725.506232,1830
1725.488977,1830.4
1725.471723,1830.8
1725.454468,1831.2
1725.437213,1831.6
1725.419959,1832
1725.402705,1832.4
1725.385451,1832.8
1725.368197,1833.2
1727.123597,1835.6
1730.503617,1838.6
1737.986312,1841.8
1745.468932,1844.8
1752.951477,1847.8
1755.204471,1850.8
1757.37145,1853.6
1759.783545,1856.8
1760.964524,1858.6
1760.946914,1859
1760.929305,1859.4
1760.911695,1859.6
1760.894086,1860
1760.876477,1860.4
1760.858869,1860.8
1760.84126,1861.2
1760.823652,1861.6
1760.806043,1862
1760.788435,1862.4
1760.770827,1862.8
1760.75322,1863.2
1760.735612,1863.6
1760.718005,1864
1760.700398,1864.4
1760.682791,1864.8
1760.665184,1865.2
1760.647577,1865.6
1760.629971,1866
1760.612364,1866.4
1760.594758,1866.8
1760.577152,1867.2
1760.559547,1867.6
1761.472774,1868
1768.95516,1868.4
1776.43747,1868.8
1776.419706,1869.2
1776.401941,1869.6
1776.384177,1870
1776.366414,1870.4
1776.34865,1870.8
1776.330886,1871.2
1776.313123,1871.6
1776.29536,1872
1776.277597,1872.4
1776.259834,1872.8
1776.242072,1873.2
1776.224309,1873.6
1776.206547,1874
1776.188785,1874.4
1776.171023,1874.8
1776.153261,1875.2
1776.1355,1875.6
1776.117738,1876
1776.099977,1876.4
1776.082216,1876.8
1776.064455,1877.2
1776.046695,1877.6
1776.028934,1878
1778.285002,1881
1780.383384,1883.8
1782.524887,1886.6
1785.188811,1889.4
1792.67096,1892.2
1800.153033,1895
1807.635031,1897.6
1809.538514,1900.2
1811.67272,1903
1811.654604,1903.4
1811.636487,1903.8
1811.618371,1904.2
1811.600254,1904.6
1811.582138,1905
1811.564023,1905.4
1811.545907,1905.8
1811.527792,1906.2
1811.509676,1906.6
1811.491561,1907
1811.473446,1907.4
1811.455332,1907.8
1811.437217,1908.2
1811.419103,1908.6
1811.400988,1909
1811.382874,1909.4
1811.364761,1909.8
1811.346647,1910.2
1811.328533,1910.6
1811.31042,1911
1811.292307,1911.4
1811.274194,1911.8
1811.256081,1912.2
1811.237969,1912.6
1811.219856,1913
1811.595244,1913.4
1819.077128,1913.8
1826.558938,1914.2
1826.540672,1914.6
1826.522407,1915
1826.504141,1915.4
1826.485876,1915.8
1826.467611,1916.2
1826.449347,1916.6
1826.431082,1917
1826.412818,1917.4
1826.394554,1917.8
1826.37629,1918.2
1826.358026,1918.6
1826.339763,1919
1826.321499,1919.4
1826.303236,1919.8
1826.284973,1920.2
1826.26671,1920.6
1826.248447,1921
1826.230185,1921.4
1826.211923,1921.8
1826.19366,1922.2
1826.175398,1922.6
1826.456764,1923.6
1828.415246,1926.2
1830.372507,1928.8
1832.208458,1931.4
1834.08019,1934
1836.439304,1936.6
1843.92094,1939
1851.4025,1941.4
1858.883986,1943.6
1860.323532,1945.8
1861.930786,1948.2
1861.912166,1948.6
1861.893547,1949
1861.874928,1949.4
1861.85631,1949.8
1861.837691,1950.2
1861.819073,1950.6
1861.800454,1951
1861.781836,1951.4
1861.763219,1951.8
1861.744601,1952.2
1861.725984,1952.6
1861.707366,1953
1861.688749,1953.4
1861.670132,1953.8
1861.651516,1954.2
1861.632899,1954.6
1861.614283,1955
1861.595667,1955.4
1861.577051,1955.8
1861.558435,1956.2
1861.539819,1956.6
1861.521204,1957
1861.502589,1957.4
1861.483974,1957.8
1861.465359,1958.2
1862.672078,1958.6
1870.153451,1959
1877.634749,1959.4
1877.615973,1959.8
1877.597197,1960.2
1877.578421,1960.6
1877.559645,1961
1877.540869,1961.4
1877.522094,1961.8
1877.503319,1962.2
1877.484544,1962.6
1877.465769,1963
1877.446994,1963.4
1877.42822,1963.8
1877.409446,1964.2
1877.390671,1964.6
1877.371898,1965
1877.353124,1965.4
1877.33435,1965.8
1877.315577,1966.2
1877.296804,1966.6
1877.278031,1967
1877.259258,1967.4
1877.240485,1967.8
1877.221713,1968.2
1877.202941,1968.6
1878.527162,1970.6
1880.053833,1972.8
1881.539738,1975
1883.10883,1977.2
1890.197179,1979.4
1897.678277,1981.6
1905.1593,1983.8
1906.623801,1986
1908.194699,1988.2
1909.741853,1990.4
1911.251671,1992.6
1912.664486,1994.8
1913.235273,1996
1913.216141,1996.4
1913.197009,1996.8
1913.177877,1997.2
1913.158745,1997.6
1913.139614,1998
1913.120482,1998.4
1913.101351,1998.8
1913.08222,1999.2
1913.063089,1999.6
1913.043958,2000
1913.024828,2000.4
1913.005698,2000.8
1912.986568,2001.2
1912.967438,2001.6
1912.948308,2002
1912.929179,2002.4
1912.910049,2002.8
1912.89092,2003.2
1912.871791,2003.6
1912.852663,2004
1912.833534,2004.4
1914.926739,2004.8
1922.40759,2005.2
1929.888366,2005.6
1929.869067,2005.6
1929.849768,2005.6
1929.83047,2005.6
1929.811171,2005.6
1929.791873,2005.6
1929.772575,2005.6
1929.753278,2005.6
1929.73398,2005.6
1929.714683,2005.6
1929.695386,2005.6
1929.676089,2005.6
1929.656792,2005.6
1929.637495,2005.6
1929.618199,2005.6
1929.598903,2005.6
1929.579607,2005.6
1929.560311,2005.6
1929.541015,2005.6
1929.52172,2005.6
1929.502425,2005.6
1929.48313,2005.6
1929.463835,2005.6
1929.44454,2005.6
1929.425246,2005.6
1929.405952,2005.6
1929.386658,2005.6
1929.367364,2005.6
1929.34807,2005.6
1929.328777,2005.6
1929.309483,2005.6
1929.29019,2005.6
1929.270897,2005.6
1929.251605,2005.6
1929.232312,2005.6
1929.21302,2005.6
1929.193728,2005.6
1929.174436,2005.6
1929.155144,2005.6
1929.135852,2005.6
1929.116561,2005.6
1929.09727,2005.6
1929.077979,2005.6
1929.058688,2005.6
1929.039397,2005.6
1929.020107,2005.6
1929.000817,2005.6
1928.981527,2005.6
1928.962237,2005.6
1928.942947,2005.6
1928.923658,2005.6
1928.904369,2005.6
1928.88508,2005.6
1928.865791,2005.6
1928.846502,2005.6
1928.827214,2005.6
1928.807925,2005.6
1928.788637,2005.6
1928.769349,2005.6
1928.750062,2005.6
1928.730774,2005.6
1928.711487,2005.6
1928.6922,2005.6
1928.672913,2005.6
1928.653626,2005.6
1928.63434,2005.6
1928.615053,2005.6
1928.595767,2005.6
1928.576481,2005.6
1928.557195,2005.6
1928.53791,2005.6
1928.518625,2005.6
1928.499339,2005.6
1928.480054,2005.6
1928.46077,2005.6
1928.441485,2005.6
1928.422201,2005.6
1928.402916,2005.6
1928.383632,2005.6
1928.364348,2005.6
1928.345065,2005.6
1928.325781,2005.6
1928.306498,2005.6
1928.287215,2005.6
1928.267932,2005.6
1928.248649,2005.6
1928.229367,2005.6
1928.210085,2005.6
1928.190803,2005.6
1928.171521,2005.6
1928.152239,2005.6
1928.132957,2005.6
1928.113676,2005.6
1928.094395,2005.6
1928.075114,2005.6
1928.055833,2005.6
1928.036553,2005.6
1928.017272,2005.6
1927.997992,2005.6
1927.978712,2005.6
1927.959432,2005.6
1927.940153,2005.6
1927.920873,2005.6
1927.901594,2005.6
1927.882315,2005.6
1927.863036,2005.6
1927.843758,2005.6
1927.824479,2005.6
1927.805201,2005.6
1927.785923,2005.6
1927.766645,2005.6
1927.747367,2005.6
1927.72809,2005.6
1927.708813,2005.6
1927.689536,2005.6
1927.670259,2005.6
1927.650982,2005.6
1927.631706,2005.6
1927.612429,2005.6
1927.593153,2005.6
1927.573877,2005.6
1927.554601,2005.6
1927.535326,2005.6
1927.516051,2005.6
1927.496775,2005.6
1927.4775,2005.6
1927.458226,2005.6
1927.438951,2005.6
1927.419677,2005.6
1927.400402,2005.6
1927.381128,2005.6
1927.361855,2005.6
1927.342581,2005.6
1927.323308,2005.6
1927.304034,2005.6
1927.284761,2005.6
1927.265488,2005.6
1927.246216,2005.6
1927.226943,2005.6
1927.207671,2005.6
1927.188399,2005.6
1927.169127,2005.6
1927.149855,2005.6
1927.130584,2005.6
1927.111313,2005.6
1927.092041,2005.6
1927.072771,2005.6
1927.0535,2005.6
1927.034229,2005.6
1927.014959,2005.6
1926.995689,2005.6
1926.976419,2005.6
1926.957149,2005.6
1926.93788,2005.6
1926.91861,2005.6
1926.899341,2005.6
1926.880072,2005.6
1926.860803,2005.6
1926.841535,2005.6
1926.822266,2005.6
1926.802998,2005.6
1926.78373,2005.6
1926.764462,2005.6
1926.745194,2005.6
1926.725927,2005.6
1926.70666,2005.6
1926.687393,2005.6
1926.668126,2005.6
1926.648859,2005.6
1926.629593,2005.6
1926.610326,2005.6
1926.59106,2005.6
1926.571794,2005.6
1926.552529,2005.6
1926.533263,2005.6
1926.513998,2005.6
1926.494733,2005.6
1926.475468,2005.6
1926.456203,2005.6
1926.436938,2005.6
1926.417674,2005.6
1926.39841,2005.6
1926.379146,2005.6
1926.359882,2005.6
1926.340618,2005.6
1926.321355,2005.6
1926.302092,2005.6
1926.282829,2005.6
1926.263566,2005.6
1926.244303,2005.6
1926.225041,2005.6
1926.205779,2005.6
1926.186517,2005.6
1926.167255,2005.6
1926.147993,2005.6
1926.128732,2005.6
1926.10947,2005.6
1926.090209,2005.6
1926.070948,2005.6
1926.051688,2005.6
1926.032427,2005.6
1926.013167,2005.6
1925.993907,2005.6
1925.974647,2005.6
1925.955387,2005.6
1925.936127,2005.6
1925.916868,2005.6
1925.897609,2005.6
1925.87835,2005.6
1925.859091,2005.6
1925.839832,2005.6
1925.820574,2006
1925.801316,2006.4
1925.782058,2006.8
1925.7628,2007.4
1925.743542,2007.8
1925.724285,2008.2
1925.705028,2008.6
1925.685771,2009
1925.666514,2009.6
1925.647257,2010.2
1925.628001,2010.8
1925.608744,2011.4
1925.589488,2011.8
1925.570232,2012.2
1925.550977,2012.6
1925.531721,2013
1925.512466,2013.4
1925.493211,2014
1925.473956,2014.4
1925.454701,2014.8
1925.435446,2015.2
1925.416192,2015.6
1925.396938,2016.2
1925.377684,2016.6
1925.35843,2017
1925.339177,2017.4
1925.319923,2017.8
1927.51217,2018.2
1934.992895,2018.6
1942.473545,2019.2
1942.45412,2019.6
1942.434696,2020.2
1942.415271,2020.6
1942.395847,2021
1942.376423,2021.4
1942.357,2022
1942.337576,2022.6
1942.318153,2023.2
1942.298729,2023.6
1942.279306,2024
1942.259884,2024.4
1942.240461,2024.8
1942.221039,2025.4
1942.201616,2026
1942.182194,2026.6
1942.162773,2027
1942.143351,2027.4
1942.123929,2027.8
1942.104508,2028.4
1942.085087,2029
1942.065666,2029.6
1942.046246,2030
1942.026825,2030.4
1942.007405,2030.8
1941.987985,2031.2
1941.968565,2031.8
1941.949145,2032.4
1944.471393,2033
1951.951948,2033.6
1959.432428,2034.2
1959.412834,2034.6
1959.39324,2035
1959.373646,2035.6
1959.354052,2036.2
1959.334459,2036.8
1959.314865,2037.4
1959.295272,2037.8
1959.275679,2038.2
1959.256086,2038.8
1959.236494,2039.4
1959.216901,2040
1959.197309,2040.6
1959.177717,2041.2
1959.158126,2041.6
1959.138534,2042
1959.118943,2042.6
1959.099351,2043.2
1959.07976,2043.8
1959.06017,2044.4
1959.040579,2044.8
1959.020989,2045.2
1959.001398,2045.6
1958.981808,2046.2
1958.962219,2046.8
1958.942629,2047.4
1958.92304,2048
1958.90345,2048.6
1962.108195,2049
1969.588574,2049.6
1977.068878,2050.2
1977.049107,2050.8
1977.029336,2051.4
1977.009566,2052
1976.989796,2052.4
1976.970026,2052.8
1976.950256,2053.4
1976.930487,2054
1976.910718,2054.6
1976.890949,2055.2
1976.87118,2055.8
1976.851411,2056.2
1976.831642,2056.6
1976.811874,2057.2
1976.792106,2057.8
1976.772338,2058.4
1976.75257,2059
1976.732803,2059.6
1976.713035,2060
1976.693268,2060.4
1976.673501,2061
1976.653735,2061.6
1976.633968,2062.2
1976.614202,2062.8
1976.594436,2063.2
1976.57467,2063.6
1976.554904,2064.2
1976.535138,2064.8
1979.848373,2065.4
1987.328575,2066
1994.808701,2066.6
1994.788753,2067.2
1994.768805,2067.6
1994.748858,2068.2
1994.72891,2068.8
1994.708963,2069.4
1994.689016,2070
1994.669069,2070.6
1994.649122,2071
1994.629176,2071.4
1994.609229,2072
1994.589283,2072.6
1994.569337,2073.2
1994.549392,2073.8
1994.529446,2074.4
1994.509501,2074.8
1994.489556,2075.2
1994.469611,2075.8
1994.449666,2076.4
1994.429722,2077
1994.409777,2077.6
1994.389833,2078
1994.369889,2078.4
1994.349946,2078.8
1994.330002,2079.4
1994.310059,2080
1994.290116,2080.6
1994.270173,2081.2
1997.55773,2081.6
2005.037755,2082
2012.517704,2082.6
2012.497579,2083.2
2012.477454,2083.8
2012.457329,2084.4
2012.437205,2084.8
2012.41708,2085.2
2012.396956,2085.6
2012.376832,2086.2
2012.356709,2086.8
2012.336585,2087.4
2012.316462,2088
2012.296338,2088.4
2012.276215,2088.8
2012.256093,2089.2
2012.23597,2089.8
2012.215848,2090.4
2012.195726,2090.8
2012.175604,2091.2
2012.155482,2091.6
2012.13536,2092
2012.115239,2092.4
2012.095118,2093
2012.074997,2093.6
2012.054876,2094.2
2012.034756,2094.6
2012.014635,2095
2011.994515,2095.4
2011.974395,2095.8
2014.828109,2096.4
2022.30796,2096.8
2029.787737,2097.2
2029.767439,2097.6
2029.747142,2098
2029.726844,2098.4
2029.706547,2098.8
2029.68625,2099.2
2029.665953,2099.6
2029.645656,2100.2
2029.62536,2100.6
2029.605064,2101
2029.584768,2101.4
2029.564472,2102
2029.544176,2102.4
2029.523881,2103
2029.503586,2103.6
2029.483291,2104
2029.462996,2104.4
2029.442701,2104.8
2029.422407,2105.4
2029.402112,2106
2029.381818,2106.6
2029.361525,2107.2
2029.341231,2107.6
2029.320938,2108
2029.300644,2108.4
2029.280351,2109
2029.260059,2109.6
2029.239766,2110.2
2031.789974,2110.6
2039.269656,2111
2046.749263,2111.4
2046.728795,2112
2046.708328,2112.6
2046.687861,2113.2
2046.667394,2113.8
2046.646928,2114.2
2046.626461,2114.6
2046.605995,2115
2046.585529,2115.6
2046.565063,2116.2
2046.544597,2116.6
2046.524132,2117
2046.503667,2117.4
2046.483201,2117.8
2046.462737,2118.2
2046.442272,2118.8
2046.421808,2119.4
2046.401343,2120
2046.380879,2120.4
2046.360416,2120.8
2046.339952,2121.2
2046.319489,2121.6
2046.299025,2122.2
2046.278562,2122.8
2046.2581,2123.4
2046.237637,2124
2046.217175,2124.4
2046.196712,2124.8
2049.107584,2125.4
2056.587093,2126
2064.066527,2126.6
2064.045886,2127.2
2064.025246,2127.8
2064.004606,2128.2
2063.983965,2128.6
2063.963326,2129.2
2063.942686,2129.8
2063.922047,2130.4
2063.901407,2131
2063.880768,2131.6
2063.86013,2132
2063.839491,2132.4
2063.818853,2133
2063.798214,2133.6
2063.777576,2134.2
2063.756939,2134.8
2063.736301,2135.2
2063.715664,2135.6
2063.695026,2136
2063.67439,2136.6
2063.653753,2137.2
2063.633116,2137.8
2063.61248,2138.2
2063.591844,2138.6
2063.571208,2139
2063.550572,2139.6
2063.529937,2140.2
2063.509301,2140.8
2066.3535,2141.2
2073.832836,2141.6
2081.312098,2142
2081.291285,2142.4
2081.270472,2143
2081.249659,2143.6
2081.228847,2144.2
2081.208034,2144.6
2081.187222,2145
2081.16641,2145.4
2081.145599,2146
2081.124787,2146.6
2081.103976,2147.2
2081.083165,2147.8
2081.062354,2148.2
2081.041543,2148.6
2081.020733,2149
2080.999923,2149.6
2080.979113,2150.2
2080.958303,2150.8
2080.937493,2151.4
2080.916684,2152
2080.895875,2152.4
2080.875066,2152.8
2080.854257,2153.2
2080.833449,2153.6
2080.81264,2154
2080.791832,2154.6
2080.771024,2155
2080.750217,2155.4
2083.576576,2155.8
2091.05574,2156.4
2098.534829,2157
2098.513844,2157.6
2098.492859,2158.2
2098.471874,2158.6
2098.450889,2159
2098.429905,2159.4
2098.40892,2159.8
2098.387936,2160.4
2098.366952,2161
2098.345969,2161.6
2098.324985,2162
2098.304002,2162.4
2098.283019,2163
2098.262036,2163.6
2098.241054,2164.2
2098.220071,2164.8
2098.199089,2165.2
2098.178107,2165.6
2098.157125,2166
2098.136144,2166.6
2098.115162,2167.2
2098.094181,2167.8
2098.0732,2168.2
2098.052219,2168.6
2098.031239,2169
2098.010259,2169.4
2097.989279,2170
2097.968299,2170.6
2100.751152,2171
2108.230145,2171.4
2115.709062,2171.8
2115.687905,2172.2
2115.666748,2172.8
2115.645592,2173.4
2115.624435,2174
2115.603279,2174.4
2115.582123,2174.8
2115.560967,2175.2
2115.539812,2175.6
2115.518656,2176.2
2115.497501,2176.8
2115.476346,2177.4
2115.455191,2177.8
2115.434037,2178.4
2115.412882,2178.8
2115.391728,2179.2
2115.370574,2179.8
2115.349421,2180.4
2115.328267,2181
2115.307114,2181.6
2115.285961,2182.2
2115.264808,2182.6
2115.243655,2183
2115.222503,2183.6
2115.201351,2184.2
2115.180199,2184.8
2115.159047,2185.4
2115.137895,2185.8
2118.117411,2186.2
2125.596229,2186.8
2133.074973,2187.4
2133.053643,2188
2133.032312,2188.6
2133.010982,2189.2
2132.989652,2189.6
2132.968322,2190
2132.946992,2190.6
2132.925663,2191.2
2132.904333,2191.8
2132.883004,2192.4
2132.861676,2192.8
2132.840347,2193.2
2132.819018,2193.6
2132.79769,2194.2
2132.776362,2194.8
2132.755035,2195.4
2132.733707,2196
2132.71238,2196.6
2132.691053,2197
2132.669726,2197.4
2132.648399,2198
2132.627072,2198.6
2132.605746,2199.2
2132.58442,2199.8
2132.563094,2200.2
2132.541769,2200.6
2132.520443,2201.2
2132.499118,2201.8
2135.664293,2202.2
2143.142936,2202.6
2150.621505,2203.2
2150.599999,2203.6
2150.578493,2204
2150.556987,2204.6
2150.535481,2205.2
2150.513976,2205.8
2150.492471,2206.4
2150.470966,2207
2150.449461,2207.4
2150.427957,2207.8
2150.406452,2208.4
2150.384948,2209
2150.363445,2209.6
2150.341941,2210
2150.320438,2210.6
2150.298934,2211
2150.277431,2211.6
2150.255929,2212.2
2150.234426,2212.8
2150.212924,2213.4
2150.191422,2214
2150.16992,2214.4
2150.148418,2214.8
2150.126916,2215.4
2150.105415,2216
2150.083914,2216.6
2150.062413,2217.2
2150.040913,2217.8
2153.077079,2218.2
2160.555548,2218.6
2168.033943,2219.2
2168.012262,2219.8
2167.990582,2220.4
2167.968902,2221
2167.947223,2221.4
2167.925543,2221.8
2167.903864,2222.4
2167.882185,2222.8
2167.860506,2223.2
2167.838827,2223.6
2167.817149,2224
2167.795471,2224.4
2167.773793,2224.8
2167.752115,2225.2
2167.730438,2225.6
2167.70876,2226
2167.687083,2226.4
2167.665406,2226.8
2167.64373,2227.2
2167.622053,2227.6
2167.600377,2228.2
2167.578701,2228.8
2167.557025,2229.4
2167.53535,2229.8
2167.513674,2230.2
2167.491999,2230.6
2167.470324,2231.2
2167.44865,2231.8
2169.994975,2232.4
2177.473275,2233
2184.9515,2233.4
2184.929651,2233.8
2184.907802,2234.2
2184.885952,2234.6
2184.864104,2235.2
2184.842255,2235.8
2184.820407,2236.2
2184.798558,2236.6
2184.77671,2237
2184.754863,2237.4
2184.733015,2238
2184.711168,2238.6
2184.689321,2239.2
2184.667474,2239.8
2184.645627,2240.2
2184.623781,2240.6
2184.601934,2241
2184.580088,2241.4
2184.558242,2242
2184.536397,2242.6
2184.514552,2243
2184.492706,2243.4
2184.470861,2243.8
2184.449017,2244.4
2184.427172,2245
2184.405328,2245.6
2184.383484,2246
2184.36164,2246.4
2187.063296,2246.8
2194.541426,2247.4
2202.01948,2248
2201.99746,2248.6
2201.97544,2249.2
2201.953421,2249.6
2201.931401,2250
2201.909382,2250.4
2201.887363,2251
2201.865344,2251.6
2201.843325,2252.2
2201.821307,2252.8
2201.799288,2253.2
2201.77727,2253.6
2201.755253,2254
2201.733235,2254.4
2201.711218,2254.8
2201.689201,2255.2
2201.667184,2255.6
2201.645167,2256
2201.623151,2256.4
2201.601134,2257
2201.579118,2257.6
2201.557103,2258.2
2201.535087,2258.8
2201.513072,2259.2
2201.491057,2259.6
2201.469042,2260
2201.447027,2260.6
2201.425012,2261.2
2204.079998,2261.8
2211.557957,2262.2
2219.035842,2262.6
2219.013651,2263
2218.991461,2263.6
2218.969271,2264.2
2218.947082,2264.8
2218.924892,2265.4
2218.902703,2265.8
2218.880514,2266.2
2218.858325,2266.6
2218.836137,2267
2218.813948,2267.6
2218.79176,2268.2
2218.769572,2268.6
2218.747384,2269
2218.725197,2269.4
2218.70301,2270
2218.680823,2270.6
2218.658636,2271.2
2218.636449,2271.8
2218.614263,2272.2
2218.592077,2272.6
2218.569891,2273
2218.547705,2273.4
2218.52552,2274
2218.503334,2274.6
2218.481149,2275.2
2218.458965,2275.6
2218.43678,2276
2220.889929,2276.4
2228.36772,2277
2235.845436,2277.6
2235.823078,2278.2
2235.80072,2278.6
2235.778362,2279
2235.756004,2279.4
2235.733646,2280
2235.711289,2280.6
2235.688932,2281.2
2235.666575,2281.6
2235.644218,2282
2235.621862,2282.4
2235.599506,2282.8
2235.57715,2283.4
2235.554794,2284
2235.532438,2284.6
2235.510083,2285.2
2235.487728,2285.6
2235.465373,2286
2235.443018,2286.6
2235.420664,2287.2
2235.39831,2287.8
2235.375956,2288.4
2235.353602,2288.8
2235.331249,2289.2
2235.308895,2289.6
2235.286542,2290.2
2235.264189,2290.8
2235.241837,2291.4
2238.327712,2292
2245.805328,2292.6
2253.28287,2293.2
2253.260337,2293.8
2253.237805,2294.4
2253.215272,2295
2253.19274,2295.6
2253.170208,2296.2
2253.147677,2296.8
2253.125145,2297.4
2253.102614,2298
2253.080083,2298.6
2253.057552,2299.2
2253.035022,2299.8
2253.012491,2300.4
2252.989961,2301
2252.967431,2301.6
2252.944901,2302.2
2252.922372,2302.8
2252.899843,2303.4
2252.877314,2304
2252.854785,2304.6
2252.832256,2305.2
2252.809728,2305.8
2252.7872,2306.4
2252.764672,2307
2252.742145,2307.6
2252.719617,2308.2
2252.69709,2308.8
2252.674563,2309.4
2259.21253,2310.2
2266.689938,2311
2274.167271,2311.8
2274.152921,2312.4
2274.132908,2313
2274.110167,2313.6
2274.087426,2314.2
2274.064685,2314.8
2274.04818,2315.4
2274.041621,2316
2274.039149,2316.8
2274.060068,2317.6
2274.057768,2318.4
2274.139526,2319.2
2274.219809,2320
2274.312347,2320.8
2274.405634,2321.6
2274.477254,2322.4
2274.525901,2323.2
2274.558298,2324
2274.646894,2324.8
2274.765717,2325.6
2274.858013,2326.4
2274.95859,2327.2
2275.027223,2328
2275.097555,2328.8
2275.189809,2329.6
2275.354896,2330.4
2275.514369,2331.2
2277.238864,2332
2284.716092,2332.8
2292.193245,2333.6
2299.670323,2334.4
2299.881574,2335.4
2300.151547,2336.4
2300.439969,2337.4
2300.740613,2338.4
2301.058542,2339.4
2301.366005,2340.4
2301.663774,2341.4
2302.035966,2342.4
2302.444851,2343.6
2302.84762,2344.8
2303.260331,2346
2303.653927,2347
2304.027159,2348
2304.373888,2349
2304.816479,2350.2
2305.263983,2351.4
2305.706516,2352.6
2306.141599,2353.8
2306.548147,2355
2306.932971,2356
2307.349738,2357.2
2307.807643,2358.4
2308.27238,2359.6
2308.772398,2360.8
2309.268778,2362
2309.751986,2363.2
2313.046909,2364.4
2320.523779,2365.6
2328.000573,2366.8
2335.477293,2368
2336.099935,2369.4
2336.747729,2370.8
2337.387218,2372.2
2338.011119,2373.6
2338.758136,2375
2339.501173,2376.4
2340.262487,2377.8
2340.9964,2379.2
2341.734206,2380.6
2342.486126,2382
2343.294513,2383.6
2344.151703,2385.2
2345.048398,2386.8
2345.943617,2388.4
2346.798379,2390
2347.612712,2391.6
2348.435544,2393.2
2349.308642,2394.8
2350.200039,2396.4
2351.141048,2398
2352.047627,2399.6
2352.954928,2401.2
2353.773896,2402.8
2354.767828,2404.6
2355.737714,2406.2
2356.719099,2407.8
2361.626539,2409.4
2369.102923,2411
2376.579232,2412.6
2384.055466,2414.2
2385.098865,2416
2386.218245,2417.8
2387.345201,2419.6
2388.505273,2421.4
2389.629225,2423.2
2390.751496,2425
2391.91928,2426.8
2393.113452,2428.8
2394.302114,2430.6
2395.461095,2432.4
2396.5966,2434.2
2397.743404,2436
2399.008569,2438
2400.274079,2440
2401.531797,2442
2402.817741,2444
2404.047453,2446
2405.238529,2447.8
2406.516906,2449.8
2407.803299,2451.8
2409.12277,2453.8
2410.426339,2455.8
2411.682423,2457.8
2412.95792,2459.8
2414.337082,2461.8
2415.751041,2464
2422.35483,2466.2
2429.830606,2468.4
2437.306308,2470.4
2444.781935,2472.4
2446.204546,2474.6
2447.687451,2476.8
2449.143251,2479
2450.602819,2481.2
2452.007153,2483.4
2453.397503,2485.4
2454.82306,2487.6
2456.308912,2489.8
2457.787164,2492
2459.289439,2494.2
2460.786765,2496.4
2462.246961,2498.6
2463.784544,2500.8
2465.380784,2503.2
2466.96545,2505.4
2468.556327,2507.6
2470.084103,2509.8
2471.594312,2512
2473.1247,2514.2
2474.722882,2516.6
2476.320823,2519
2477.918585,2521.4
2479.482811,2523.6
2481.04033,2525.8
2482.700558,2528.2
2484.414637,2530.6
2491.889793,2532.8
2499.364874,2535.2
2506.83988,2537.6
2514.314812,2540
2516.052168,2542.4
2517.515739,2544.6
2518.962153,2546.8
2520.409257,2549
2521.74876,2551
2522.964306,2553
2524.096264,2554.8
2525.135462,2556.6
2526.097952,2558.2
2526.912414,2559.8
2527.575614,2561.2
2528.16212,2562.4
2528.649405,2563.6
2529.021601,2564.6
2529.227514,2565.6
2529.3574,2566.4
2529.47143,2567.2
2529.574724,2568
2529.80737,2569
2530.152417,2570
2530.51672,2571
2530.812132,2572
2531.061406,2573
2531.329935,2574
2531.666352,2575
2531.996462,2576
2534.102796,2577
2541.577455,2578
2549.052039,2578.8
2556.526548,2579.8
2556.95598,2581
2557.358408,2582.2
2557.780477,2583.4
2558.134871,2584.4
2558.438932,2585.4
2558.762995,2586.4
2558.811055,2587.2
2558.828174,2588
2559.103875,2589
2559.424464,2590
2559.669276,2591
2559.922171,2592
2560.372536,2593.2
2560.842732,2594.4
2561.351044,2595.6
2561.858853,2596.8
2562.300102,2598
2562.793022,2599.2
2563.362715,2600.4
2563.939988,2601.6
2564.514036,2602.8
2564.991633,2604
2565.413088,2605.2
2565.858457,2606.4
2566.410568,2607.6
2567.04079,2609
2570.537489,2610.4
2578.011783,2611.8
2585.486003,2613
2592.960148,2614.4
2593.690755,2615.8
