k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,sBY,sSL,xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation,pSL
1563,0.0,0.0,3.351063829787234,3.15,0.7446808510638298,0.7,8.404255319148938,7.900000000000001,0.0,0.0,0.0,0.0,13.297872340425533,12.5,2392.112578408538,2412.96,0.0,13.297872340425533,12.3,-0.1,7.62
1564,0.0,0.0,3.7765957446808507,3.55,0.7446808510638298,0.7,9.46808510638298,8.9,0.0,0.0,0.0,0.0,14.882299683114532,13.98936170212766,2391.8621479679077,2412.96,0.0,14.882299683114532,15.399999999999999,0.1,7.62
1565,0.0,0.0,3.851063829787234,3.62,0.6382978723404256,0.6,6.382978723404255,6.0,0.0,0.0,0.0,0.0,11.566319601629697,10.872340425531915,2391.666984112399,2412.96,0.0,11.566319601629697,13.4,0.0,7.62
1566,0.0,0.0,3.9468085106382977,3.71,0.7446808510638298,0.7,6.595744680851063,6.2,0.0,0.0,0.0,0.0,12.007695789950203,11.287234042553191,2391.464464182249,2412.96,0.0,12.007695789950203,13.3,0.0,7.62
1567,0.0,0.0,1.6595744680851066,1.56,0.7446808510638298,0.7,6.914893617021277,6.5,0.0,0.0,0.0,0.0,9.91398822996831,9.319148936170214,2391.2968395806183,2412.96,-1.0,9.91398822996831,11.3,0.2,7.62
1568,0.0,0.0,1.5319148936170213,1.44,0.7446808510638298,0.7,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,11.249434133091897,10.574468085106384,2391.106957714894,2412.96,0.0,11.249434133091897,12.4,0.2,7.62
1569,0.0,0.0,1.6063829787234043,1.51,0.7446808510638298,0.7,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,11.328655500226349,10.648936170212767,2390.9157556829323,2412.96,0.0,11.328655500226349,12.3,0.2,7.62
1570,0.0,0.0,1.680851063829787,1.58,0.6382978723404256,0.6,6.595744680851063,6.2,0.0,0.0,0.0,0.0,9.483929379809867,8.914893617021276,2390.755299277513,2412.96,0.0,9.483929379809867,12.3,0.2,7.62
1571,0.0,0.0,1.6489361702127658,1.55,0.7446808510638298,0.7,6.595744680851063,6.2,0.0,0.0,0.0,0.0,9.563150746944316,8.989361702127658,2390.5935226764313,2412.96,0.0,9.563150746944316,11.3,0.1,7.62
1572,0.0,0.0,2.2765957446808507,2.1399999999999997,0.7446808510638298,0.7,6.808510638297873,6.4,0.0,0.0,0.0,0.0,10.457220461747399,9.829787234042554,2390.4168450752127,2412.96,0.0,10.457220461747399,12.3,0.4,7.62
1573,0.0,0.0,2.2659574468085104,2.13,0.7446808510638298,0.7,7.76595744680851,7.3,0.0,0.0,0.0,0.0,11.464463558171117,10.77659574468085,2390.2233802657315,2412.96,1.0,11.464463558171117,12.4,0.4,7.62
1574,0.0,0.0,4.638297872340425,4.36,0.7446808510638298,0.7,8.51063829787234,8.0,0.0,0.0,0.0,0.0,14.780443639655951,13.893617021276594,2389.9746493150237,2412.96,0.0,14.780443639655951,15.399999999999999,0.5,7.62
1575,0.0,0.0,3.840425531914894,3.6100000000000003,0.6382978723404256,0.6,8.51063829787234,8.0,0.0,0.0,0.0,0.0,13.818469895880488,12.98936170212766,2389.7419515087763,2412.96,0.0,13.818469895880488,15.399999999999999,0.7,7.62
1576,0.0,0.0,3.829787234042554,3.6,0.7446808510638298,0.7,6.595744680851063,6.2,0.0,0.0,0.0,0.0,11.883205070167497,11.170212765957448,2389.541508348989,2412.96,0.0,11.883205070167497,13.4,0.8,7.62
1577,0.0,0.0,1.5851063829787233,1.49,0.7446808510638298,0.7,6.595744680851063,6.2,0.0,0.0,0.0,0.0,9.495246717971932,8.925531914893618,2389.3808646955144,2412.96,0.0,9.495246717971932,11.4,1.0,7.62
1578,0.0,0.0,1.5851063829787233,1.49,0.6382978723404256,0.6,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.608420099592575,9.031914893617023,2389.2183349796564,2412.96,0.0,9.608420099592575,11.3,0.8,7.62
1579,0.0,0.0,1.127659574468085,1.06,0.6382978723404256,0.6,8.085106382978722,7.599999999999999,0.0,0.0,0.0,0.0,10.479855138071525,9.851063829787233,2389.0412815090203,2412.96,0.0,10.479855138071525,12.3,0.9,7.62
1580,0.0,0.0,1.106382978723404,1.04,0.7446808510638298,0.7,8.51063829787234,8.0,0.0,0.0,0.0,0.0,11.023087369850609,10.361702127659573,2388.855174344908,2412.96,0.0,11.023087369850609,12.4,0.9,7.62
1581,0.0,0.0,1.0957446808510638,1.03,0.6382978723404256,0.6,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,10.672249886826618,10.03191489361702,2388.674914658286,2412.96,0.0,10.672249886826618,12.4,0.7,7.62
1582,0.0,0.0,1.0851063829787235,1.02,0.6382978723404256,0.6,6.489361702127659,6.1,0.0,0.0,0.0,0.0,8.736985061113623,8.212765957446807,2388.5269095656863,2412.96,0.0,8.736985061113623,10.3,0.4,7.62
1583,0.0,0.0,1.148936170212766,1.08,0.7446808510638298,0.7,6.702127659574468,6.3,0.0,0.0,0.0,0.0,9.14440923494794,8.595744680851062,2388.372114218194,2412.96,0.0,9.14440923494794,10.3,0.2,7.62
1584,0.0,0.0,2.170212765957447,2.04,0.7446808510638298,0.7,7.872340425531915,7.4,0.0,0.0,0.0,0.0,11.475780896333184,10.787234042553193,2388.1784628311407,2412.96,0.0,11.475780896333184,12.4,0.0,7.62
1585,0.0,0.0,2.0744680851063833,1.9500000000000002,0.6382978723404256,0.6,8.936170212765958,8.4,0.0,0.0,0.0,0.0,12.39248528746039,11.648936170212767,2387.9695332312203,2412.96,0.0,12.39248528746039,13.4,0.0,7.62
1586,0.0,0.0,1.0425531914893618,0.9800000000000001,0.6382978723404256,0.6,8.936170212765958,8.4,0.0,0.0,0.0,0.0,11.294703485740154,10.617021276595745,2387.7789002035915,2412.96,1.0,11.294703485740154,12.4,-0.2,7.62
1587,0.0,0.0,1.0319148936170213,0.97,0.7446808510638298,0.7,6.382978723404255,6.0,0.0,0.0,0.0,0.0,8.680398370303303,8.159574468085106,2387.6318391185196,2412.96,0.0,8.680398370303303,11.4,-0.4,7.62
1588,0.0,0.0,1.0106382978723403,0.9499999999999998,0.7446808510638298,0.7,7.234042553191489,6.8,0.0,0.0,0.0,0.0,9.563150746944316,8.989361702127658,2387.470065640898,2412.96,0.0,9.563150746944316,11.4,-0.6,7.62
1589,0.0,0.0,1.0000000000000002,0.9400000000000002,0.7446808510638298,0.7,7.340425531914894,6.9,0.0,0.0,0.0,0.0,9.665006790402899,9.085106382978726,2387.306594724326,2412.96,0.0,9.665006790402899,11.4,-0.8,7.62
1590,0.0,0.0,0.9893617021276597,0.93,0.7446808510638298,0.7,8.404255319148938,7.900000000000001,0.0,0.0,0.0,0.0,10.78542326844726,10.138297872340425,2387.124450363257,2412.96,0.0,10.78542326844726,11.4,-0.8,7.9
1591,0.0,0.0,1.0744680851063828,1.01,0.7446808510638298,0.7,8.51063829787234,8.0,0.0,0.0,0.0,0.0,10.989135355364418,10.329787234042552,2386.938910982884,2412.96,0.0,10.989135355364418,12.4,-1.1,7.9
1592,0.0,0.0,1.0000000000000002,0.9400000000000002,0.6382978723404256,0.6,8.085106382978722,7.599999999999999,0.0,0.0,0.0,0.0,10.344047080126753,9.723404255319148,2386.764123259304,2412.96,0.0,10.344047080126753,12.4,-1.2,7.9
1593,0.0,0.0,1.0106382978723403,0.9499999999999998,0.6382978723404256,0.6,6.489361702127659,6.1,0.0,0.0,0.0,0.0,8.657763693979174,8.138297872340425,2386.6174404336143,2412.96,0.0,8.657763693979174,10.4,-1.4,7.9
1594,0.0,0.0,1.0106382978723403,0.9499999999999998,0.7446808510638298,0.7,6.595744680851063,6.2,0.0,0.0,0.0,0.0,8.88411045722046,8.351063829787234,2386.4669853085534,2412.96,1.0,8.88411045722046,10.4,-1.3,7.9
1595,0.0,0.0,1.7553191489361701,1.65,0.6382978723404256,0.6,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.789497510185605,9.202127659574469,2386.301440549732,2412.96,0.0,9.789497510185605,11.4,-1.3,7.9
1596,0.0,0.0,1.7446808510638296,1.64,0.7446808510638298,0.7,8.191489361702128,7.699999999999999,0.0,0.0,0.0,0.0,11.36260751471254,10.680851063829788,2386.1096774563794,2412.96,0.0,11.36260751471254,12.4,-1.2,7.9
1597,0.0,0.0,1.0957446808510638,1.03,0.7446808510638298,0.7,9.255319148936168,8.7,0.0,0.0,0.0,0.0,11.803983703033044,11.095744680851062,2385.9105582849847,2412.96,0.0,11.803983703033044,13.4,-0.9,7.9
1598,0.0,0.0,1.0319148936170213,0.97,0.7446808510638298,0.7,8.936170212765958,8.4,0.0,0.0,0.0,0.0,11.396559529198734,10.712765957446809,2385.7182297156064,2412.96,0.0,11.396559529198734,12.4,-0.8,7.9
1599,0.0,0.0,1.0212765957446808,0.96,0.7446808510638298,0.7,7.127659574468084,6.7,0.0,0.0,0.0,0.0,9.461294703485738,8.893617021276595,2385.5581557523187,2412.96,-1.0,9.461294703485738,11.4,-0.8,7.9
1600,0.0,0.0,1.0638297872340425,1.0,0.7446808510638298,0.7,6.702127659574468,6.3,0.0,0.0,0.0,0.0,9.053870529651425,8.51063829787234,2385.4048723520023,2412.96,0.0,9.053870529651425,10.3,-0.7,7.9
1601,0.0,0.0,1.0000000000000002,0.9400000000000002,0.6382978723404256,0.6,6.808510638297873,6.4,0.0,0.0,0.0,0.0,8.98596650067904,8.446808510638299,2385.2527208387855,2412.96,1.0,8.98596650067904,10.4,-0.6,7.9
1602,0.0,0.0,1.680851063829787,1.58,0.7446808510638298,0.7,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,11.407876867360798,10.72340425531915,2385.0602043049416,2412.96,0.0,11.407876867360798,12.4,-0.5,7.9
1603,0.0,0.0,1.0744680851063828,1.01,0.6382978723404256,0.6,8.936170212765958,8.4,0.0,0.0,0.0,0.0,11.328655500226349,10.648936170212767,2384.8690083197334,2412.96,0.0,11.328655500226349,12.4,-0.3,7.9
1604,0.0,0.0,0.9893617021276597,0.93,0.6382978723404256,0.6,8.723404255319148,8.2,0.0,0.0,0.0,0.0,11.011770031688545,10.351063829787233,2384.683093950197,2412.96,0.0,11.011770031688545,13.4,-0.1,7.9
1605,0.0,0.0,1.0319148936170213,0.97,0.7446808510638298,0.7,6.489361702127659,6.1,0.0,0.0,0.0,0.0,8.793571751923947,8.26595744680851,2384.534149737904,2412.96,0.0,8.793571751923947,10.3,-0.1,7.9
1606,0.0,0.0,1.1382978723404253,1.0699999999999998,0.7446808510638298,0.7,6.702127659574468,6.3,0.0,0.0,0.0,0.0,9.133091896785876,8.585106382978724,2384.3795470054747,2412.96,0.0,9.133091896785876,10.4,0.0,7.9
1607,0.0,0.0,1.1170212765957448,1.05,0.7446808510638298,0.7,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.223630602082391,8.670212765957446,2384.223435449226,2412.96,0.0,9.223630602082391,10.4,-0.1,7.9
1608,0.0,0.0,1.1170212765957448,1.05,0.7446808510638298,0.7,8.51063829787234,8.0,0.0,0.0,0.0,0.0,11.034404708012675,10.372340425531913,2384.037144480657,2412.96,0.0,11.034404708012675,12.4,0.0,7.9
1609,0.0,0.0,1.1595744680851063,1.09,0.7446808510638298,0.7,8.191489361702128,7.699999999999999,0.0,0.0,0.0,0.0,10.740153915799004,10.095744680851064,2383.8557578782493,2412.96,0.0,10.740153915799004,12.4,0.0,7.9
1610,0.0,0.0,1.7021276595744683,1.6,0.7446808510638298,0.7,6.489361702127659,6.1,0.0,0.0,0.0,0.0,9.506564056133996,8.936170212765957,2383.694931288222,2412.96,0.0,9.506564056133996,11.4,0.0,7.9
1611,0.0,0.0,2.8085106382978724,2.6399999999999997,0.7446808510638298,0.7,6.702127659574468,6.3,0.0,0.0,0.0,0.0,10.909913988229968,10.25531914893617,2383.510715693487,2412.96,0.0,10.909913988229968,12.4,0.0,7.9
1612,0.0,0.0,2.851063829787234,2.68,0.7446808510638298,0.7,6.914893617021277,6.5,0.0,0.0,0.0,0.0,11.181530104119512,10.51063829787234,2383.321973347702,2412.96,0.0,11.181530104119512,12.4,0.0,7.9
1613,0.0,0.0,2.638297872340426,2.48,0.7446808510638298,0.7,9.361702127659575,8.8,0.0,0.0,0.0,0.0,13.558171118153009,12.74468085106383,2383.093620507093,2412.96,0.0,13.558171118153009,14.5,0.0,7.9
1614,0.0,0.0,1.8085106382978722,1.7,0.7446808510638298,0.7,9.680851063829788,9.1,0.0,0.0,0.0,0.0,13.014938886373926,12.23404255319149,2382.874321765366,2412.96,0.0,13.014938886373926,13.5,0.0,7.9
1615,0.0,0.0,1.6170212765957446,1.52,0.7446808510638298,0.7,9.148936170212766,8.6,0.0,0.0,0.0,0.0,12.245359891353553,11.51063829787234,2382.6678495595215,2412.96,0.0,12.245359891353553,14.5,-0.1,7.9
1616,0.0,0.0,1.5851063829787233,1.49,0.7446808510638298,0.7,6.595744680851063,6.2,0.0,0.0,0.0,0.0,9.495246717971932,8.925531914893618,2382.5072127797057,2412.96,0.0,9.495246717971932,11.4,-0.2,7.9
1617,0.0,0.0,1.0851063829787235,1.02,0.7446808510638298,0.7,6.702127659574468,6.3,0.0,0.0,0.0,0.0,9.076505205975556,8.531914893617023,2382.3535551857262,2412.96,0.0,9.076505205975556,10.4,-0.3,7.9
1618,0.0,0.0,0.9680851063829786,0.9099999999999999,0.7446808510638298,0.7,6.914893617021277,6.5,0.0,0.0,0.0,0.0,9.178361249434133,8.627659574468085,2382.1982001446804,2412.96,0.0,9.178361249434133,10.4,-0.5,7.9
1619,0.0,0.0,1.0957446808510638,1.03,0.7446808510638298,0.7,8.404255319148938,7.900000000000001,0.0,0.0,0.0,0.0,10.898596650067905,10.24468085106383,2382.0141746689787,2412.96,0.0,10.898596650067905,12.4,-0.7,7.9
1620,0.0,0.0,1.0744680851063828,1.01,0.7446808510638298,0.7,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,10.762788592123133,10.117021276595745,2381.8324128449353,2412.96,0.0,10.762788592123133,12.4,-1.0,7.76
1621,0.0,0.0,1.0106382978723403,0.9499999999999998,0.7446808510638298,0.7,7.234042553191489,6.8,0.0,0.0,0.0,0.0,9.563150746944316,8.989361702127658,2381.67064516674,2412.96,0.0,9.563150746944316,11.4,-1.1,7.76
1622,0.0,0.0,1.0106382978723403,0.9499999999999998,0.7446808510638298,0.7,6.489361702127659,6.1,0.0,0.0,0.0,0.0,8.770937075599818,8.24468085106383,2381.5220812115017,2412.96,0.0,8.770937075599818,10.4,-1.2,7.76
1623,0.0,0.0,1.3085106382978724,1.23,0.7446808510638298,0.7,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.427342688999548,8.861702127659575,2381.362577311271,2412.96,-1.0,9.427342688999548,11.4,-1.3,7.76
1624,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,7.553191489361701,7.1,0.0,0.0,0.0,0.0,9.812132186509732,9.223404255319148,2381.1966604122513,2412.96,1.0,9.812132186509732,11.4,-1.4,7.76
1625,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,8.404255319148938,7.900000000000001,0.0,0.0,0.0,0.0,10.740153915799004,10.095744680851064,2381.015276650328,2412.96,0.0,10.740153915799004,12.4,-1.4,7.76
1626,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,8.191489361702128,7.699999999999999,0.0,0.0,0.0,0.0,10.513807152557717,9.882978723404255,2380.837665515842,2412.96,0.0,10.513807152557717,12.4,-1.3,7.76
1627,0.0,0.0,1.0000000000000002,0.9400000000000002,0.6382978723404256,0.6,6.382978723404255,6.0,0.0,0.0,0.0,0.0,8.533272974196468,8.02127659574468,2380.6930634619403,2412.96,0.0,8.533272974196468,10.4,-1.4,7.76
1628,0.0,0.0,1.0957446808510638,1.03,0.6382978723404256,0.6,6.489361702127659,6.1,0.0,0.0,0.0,0.0,8.748302399275689,8.223404255319148,2380.544877728889,2412.96,0.0,8.748302399275689,10.4,-1.4,7.76
1629,0.0,0.0,1.2340425531914894,1.16,0.6382978723404256,0.6,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.234947940244457,8.680851063829788,2380.388581385007,2412.96,0.0,9.234947940244457,10.4,-1.4,7.76
1630,0.0,0.0,1.202127659574468,1.1300000000000001,0.7446808510638298,0.7,7.9787234042553195,7.5,0.0,0.0,0.0,0.0,10.559076505205974,9.925531914893618,2380.2102163880054,2412.96,0.0,10.559076505205974,11.4,-1.4,7.76
1631,0.0,0.0,1.180851063829787,1.1099999999999999,0.6382978723404256,0.6,8.404255319148938,7.900000000000001,0.0,0.0,0.0,0.0,10.875961973743776,10.22340425531915,2380.0265701448934,2412.96,0.0,10.875961973743776,12.4,-1.5,7.76
1632,0.0,0.0,1.1914893617021276,1.1199999999999999,0.7446808510638298,0.7,8.723404255319148,8.2,0.0,0.0,0.0,0.0,11.33997283838841,10.659574468085106,2379.8351905710165,2412.96,0.0,11.33997283838841,13.5,-1.5,7.76
1633,0.0,0.0,1.1382978723404253,1.0699999999999998,0.6382978723404256,0.6,6.382978723404255,6.0,0.0,0.0,0.0,0.0,8.680398370303303,8.159574468085106,2379.688137429654,2412.96,0.0,8.680398370303303,10.4,-1.7,7.76
1634,0.0,0.0,1.202127659574468,1.1300000000000001,0.7446808510638298,0.7,6.595744680851063,6.2,0.0,0.0,0.0,0.0,9.08782254413762,8.542553191489361,2379.5342940324476,2412.96,0.0,9.08782254413762,10.4,-1.8,7.76
1635,0.0,0.0,1.2553191489361704,1.1800000000000002,0.7446808510638298,0.7,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.370755998189228,8.808510638297873,2379.375735231517,2412.96,0.0,9.370755998189228,10.4,-1.7,7.76
1636,0.0,0.0,1.1702127659574468,1.1,0.6382978723404256,0.6,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,10.751471253961068,10.106382978723405,2379.1941646682153,2412.96,0.0,10.751471253961068,12.5,-1.6,7.76
1637,0.0,0.0,1.2234042553191489,1.15,0.7446808510638298,0.7,8.191489361702128,7.699999999999999,0.0,0.0,0.0,0.0,10.80805794477139,10.159574468085108,2379.011651174971,2412.96,0.0,10.80805794477139,12.5,-1.6,7.76
1638,0.0,0.0,2.7872340425531914,2.62,0.7446808510638298,0.7,6.382978723404255,6.0,0.0,0.0,0.0,0.0,10.54775916704391,9.914893617021276,2378.8334761772026,2412.96,-1.0,10.54775916704391,12.5,-1.6,7.76
1639,0.0,0.0,2.829787234042553,2.66,0.7446808510638298,0.7,6.489361702127659,6.1,0.0,0.0,0.0,0.0,10.70620190131281,10.063829787234042,2378.6526606453713,2412.96,0.0,10.70620190131281,12.5,-1.6,7.76
1640,0.0,0.0,1.7553191489361701,1.65,0.6382978723404256,0.6,6.702127659574468,6.3,0.0,0.0,0.0,0.0,9.67632412856496,9.095744680851064,2378.489009923901,2412.96,0.0,9.67632412856496,11.4,-1.7,7.76
1641,0.0,0.0,1.797872340425532,1.69,0.6382978723404256,0.6,9.148936170212766,8.6,0.0,0.0,0.0,0.0,12.324581258488003,11.585106382978722,2378.2812217472497,2412.96,0.0,12.324581258488003,13.5,-1.7,7.76
1642,0.0,0.0,1.6489361702127658,1.55,0.6382978723404256,0.6,10.000000000000002,9.4,0.0,0.0,0.0,0.0,13.071525577184248,12.287234042553193,2378.060984706408,2412.96,1.0,13.071525577184248,14.5,-1.7,7.76
1643,0.0,0.0,1.7340425531914894,1.6300000000000001,0.6382978723404256,0.6,10.106382978723405,9.5,0.0,0.0,0.0,0.0,13.275237664101404,12.47872340425532,2377.8373526843548,2412.96,0.0,13.275237664101404,14.5,-1.6,7.76
1644,0.0,0.0,1.7659574468085106,1.6600000000000001,0.6382978723404256,0.6,6.489361702127659,6.1,0.0,0.0,0.0,0.0,9.461294703485738,8.893617021276595,2377.6772866019437,2412.96,0.0,9.461294703485738,11.4,-1.6,7.76
1645,0.0,0.0,1.6914893617021278,1.59,0.6382978723404256,0.6,6.595744680851063,6.2,0.0,0.0,0.0,0.0,9.495246717971932,8.925531914893618,2377.516654812691,2412.96,0.0,9.495246717971932,11.4,-1.6,7.76
1646,0.0,0.0,1.3617021276595744,1.28,0.6382978723404256,0.6,6.595744680851063,6.2,0.0,0.0,0.0,0.0,9.14440923494794,8.595744680851062,2377.361870475453,2412.96,0.0,9.14440923494794,10.4,-1.4,7.76
1647,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,7.872340425531915,7.4,0.0,0.0,0.0,0.0,10.17428700769579,9.563829787234042,2377.1899216634542,2412.96,0.0,10.17428700769579,11.5,-1.3,7.76
1648,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,10.626980534178362,9.98936170212766,2377.010428131296,2412.96,0.0,10.626980534178362,12.5,-1.2,7.76
1649,0.0,0.0,1.0957446808510638,1.03,0.6382978723404256,0.6,8.085106382978722,7.599999999999999,0.0,0.0,0.0,0.0,10.44590312358533,9.819148936170212,2376.833952735475,2412.96,1.0,10.44590312358533,11.5,-1.2,7.76
1650,0.0,0.0,1.127659574468085,1.06,0.6382978723404256,0.6,6.489361702127659,6.1,0.0,0.0,0.0,0.0,8.782254413761882,8.255319148936168,2376.685204994626,2412.96,0.0,8.782254413761882,10.4,-0.9,7.73
1651,0.0,0.0,1.7553191489361701,1.65,0.6382978723404256,0.6,6.702127659574468,6.3,0.0,0.0,0.0,0.0,9.67632412856496,9.095744680851064,2376.5215562406115,2412.96,0.0,9.67632412856496,11.5,-0.9,7.73
1652,0.0,0.0,1.7340425531914894,1.6300000000000001,0.6382978723404256,0.6,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.766862833861476,9.180851063829788,2376.356398671824,2412.96,0.0,9.766862833861476,11.5,-0.9,7.73
1653,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,10.604345857854232,9.96808510638298,2376.1772832177944,2412.96,0.0,10.604345857854232,11.5,-0.8,7.73
1654,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,10.604345857854232,9.96808510638298,2375.99816794288,2412.96,0.0,10.604345857854232,12.5,-0.6,7.73
1655,0.0,0.0,1.0851063829787235,1.02,0.6382978723404256,0.6,8.191489361702128,7.699999999999999,0.0,0.0,0.0,0.0,10.547759167043912,9.914893617021278,2375.8199959585945,2412.96,0.0,10.547759167043912,11.5,-0.4,7.73
1656,0.0,0.0,1.0851063829787235,1.02,0.6382978723404256,0.6,6.489361702127659,6.1,0.0,0.0,0.0,0.0,8.736985061113623,8.212765957446807,2375.6720037209134,2412.96,0.0,8.736985061113623,10.4,0.0,7.73
1657,0.0,0.0,1.0851063829787235,1.02,0.6382978723404256,0.6,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.076505205975556,8.531914893617023,2375.518352962143,2412.96,0.0,9.076505205975556,10.4,0.0,7.73
1658,0.0,0.0,3.3936170212765955,3.19,0.6382978723404256,0.6,6.914893617021277,6.5,0.0,0.0,0.0,0.0,11.645540968764147,10.946808510638299,2375.321885094311,2385.54,0.0,11.645540968764147,13.5,0.0,7.73
1659,0.0,0.0,4.095744680851064,3.8499999999999996,0.6382978723404256,0.6,8.404255319148938,7.900000000000001,0.0,0.0,0.0,0.0,13.97691263014939,13.138297872340425,2375.0865612285897,2385.54,0.0,13.97691263014939,15.500000000000002,-0.1,7.73
1660,0.0,0.0,4.1063829787234045,3.8600000000000003,0.6382978723404256,0.6,8.51063829787234,8.0,0.0,0.0,0.0,0.0,14.101403349932095,13.25531914893617,2374.849162752863,2385.54,0.0,14.101403349932095,15.600000000000001,-0.1,7.73
1661,0.0,0.0,1.1595744680851063,1.09,0.6382978723404256,0.6,7.340425531914894,6.9,0.0,0.0,0.0,0.0,9.721593481213219,9.138297872340427,2374.68476134568,2385.54,-1.0,9.721593481213219,11.5,-0.3,7.73
1662,0.0,0.0,1.0851063829787235,1.02,0.6382978723404256,0.6,6.702127659574468,6.3,0.0,0.0,0.0,0.0,8.96333182435491,8.425531914893616,2374.532997797179,2385.54,0.0,8.96333182435491,10.5,-0.3,7.73
1663,0.0,0.0,1.1595744680851063,1.09,0.6382978723404256,0.6,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.155726573110007,8.606382978723406,2374.378027821296,2385.54,0.0,9.155726573110007,10.4,-0.3,7.73
1664,0.0,0.0,1.0744680851063828,1.01,0.6382978723404256,0.6,7.659574468085108,7.2,0.0,0.0,0.0,0.0,9.970574920778633,9.372340425531917,2374.2094771945885,2385.54,0.0,9.970574920778633,11.5,-0.5,7.73
1665,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,8.51063829787234,8.0,0.0,0.0,0.0,0.0,10.830692621095517,10.180851063829786,2374.0265914414263,2385.54,0.0,10.830692621095517,12.5,-0.3,7.73
1666,0.0,0.0,2.159574468085107,2.0300000000000002,0.6382978723404256,0.6,8.191489361702128,7.699999999999999,0.0,0.0,0.0,0.0,11.690810321412403,10.98936170212766,2373.8293705761444,2385.54,0.0,11.690810321412403,13.5,-0.3,7.73
1667,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,6.595744680851063,6.2,0.0,0.0,0.0,0.0,8.816206428248075,8.287234042553191,2373.6800599729695,2385.54,0.0,8.816206428248075,10.4,-0.4,7.73
1668,0.0,0.0,1.0425531914893618,0.9800000000000001,0.6382978723404256,0.6,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.031235853327297,8.48936170212766,2373.527165695354,2385.54,0.0,9.031235853327297,10.4,-0.4,7.73
1669,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,6.914893617021277,6.5,0.0,0.0,0.0,0.0,9.155726573110005,8.606382978723405,2373.372196725303,2385.54,0.0,9.155726573110005,10.4,-0.6,7.73
1670,0.0,0.0,1.0106382978723403,0.9499999999999998,0.7446808510638298,0.7,8.085106382978722,7.599999999999999,0.0,0.0,0.0,0.0,10.468537799909459,9.840425531914892,2373.1953477231077,2385.54,0.0,10.468537799909459,12.5,-0.4,7.73
1671,0.0,0.0,1.0425531914893618,0.9800000000000001,0.7446808510638298,0.7,8.297872340425533,7.800000000000001,0.0,0.0,0.0,0.0,10.72883657763694,10.085106382978724,2373.0141605847994,2385.54,0.0,10.72883657763694,12.5,-0.6,7.73
1672,0.0,0.0,1.0531914893617023,0.99,0.7446808510638298,0.7,9.46808510638298,8.9,0.0,0.0,0.0,0.0,11.985061113626076,11.26595744680851,2372.812036552078,2385.54,1.0,11.985061113626076,13.5,-0.7,7.73
1673,0.0,0.0,1.0212765957446808,0.96,0.7446808510638298,0.7,6.489361702127659,6.1,0.0,0.0,0.0,0.0,8.782254413761882,8.255319148936168,2372.663292833145,2385.54,0.0,8.782254413761882,10.4,-0.8,7.73
1674,0.0,0.0,1.0638297872340425,1.0,0.6382978723404256,0.6,6.702127659574468,6.3,0.0,0.0,0.0,0.0,8.940697148030784,8.404255319148938,2372.511908550718,2385.54,0.0,8.940697148030784,10.5,-0.3,7.73
1675,0.0,0.0,1.0957446808510638,1.03,0.7446808510638298,0.7,6.808510638297873,6.4,0.0,0.0,0.0,0.0,9.200995925758262,8.648936170212766,2372.3561861067137,2385.54,0.0,9.200995925758262,10.4,-0.4,7.73
1676,0.0,0.0,2.1489361702127656,2.02,0.6382978723404256,0.6,7.872340425531915,7.4,0.0,0.0,0.0,0.0,11.339972838388412,10.659574468085108,2372.164814203221,2385.54,1.0,11.339972838388412,12.5,-0.4,7.73
