k,gP1,dA2,sBY,bF,xFD1_xFC2,pBY,v,dD,dD2
3115,0,6,0,813.6956492,6.247396918,26.99,0,12,0
3116,0,5,0,811.0917535,5.206164098,26.99,0,10,0
3117,0,5,0,808.4878603,5.206164098,26.99,0,10,0
3118,0,6,0,805.3633534,6.247396918,26.99,0,12,0
3119,0,6,0,802.2388495,6.247396918,26.99,0,12,0
3120,0,5,0,799.6349653,5.206164098,26.99,0,10,0
3121,0,6,0,796.5104672,6.247396918,26.99,0,12,0
3122,0,6,0,793.3859722,6.247396918,26.99,0,12,0
3123,0,6,0,790.2614803,6.247396918,26.99,0,12,0
3124,0,6,0,787.1369916,6.247396918,26.99,0,12,0
3125,0,7,0,783.4918896,7.288629738,26.99,0,14,0
3126,0,6,0,780.3674077,6.247396918,26.99,0,12,0
3127,0,6,0,777.2429288,6.247396918,26.99,0,12,0
3128,0,6,0,774.1184531,6.247396918,26.99,0,12,0
3129,0,7,0,770.4733642,7.288629738,26.99,0,14,0
3130,2,6,0,768.3488952,4.247396918,26.99,0,12,0
3131,10,7,0,768.3481269,0,26.99,0,14,2.604
3132,20,6,0,768.9513585,-1.208,26.99,0,12,12
3133,33,7,0,774.2971896,-10.6932,26.99,0,14,14
3134,42,6,0,785.4648153,-22.3368,26.99,0,12,12
3135,35,7,0,791.7710298,-12.614,26.99,0,14,14
3136,68,7,0,813.923838,-44.3072,26.99,0,14,14
3137,75,7,0,839.4380241,-51.03,26.99,0,14,14
3138,89,8,0,870.1749847,-61.4756,26.99,0,16,16
3139,93,8,0,902.8327145,-65.3172,26.99,0,16,16
3140,103,8,0,940.2924117,-74.9212,26.99,0,16,16
3141,96,8,0,974.3906714,-68.1984,26.99,0,16,16
3142,96,8,0,1008.488897,-68.1984,26.99,0,16,16
3143,105,8,0,1046.908888,-76.842,26.99,0,16,16
3144,105,8,0,1085.328842,-76.842,26.99,0,16,16
3145,105,8,0,1123.748756,-76.842,26.99,0,16,16
3146,103,8,0,1161.208233,-74.9212,26.99,0,16,16
3147,94,8,0,1194.345871,-66.2776,26.99,0,16,16
3148,90,8,0,1225.562677,-62.436,26.99,0,16,16
3149,77,8,0,1250.536851,-49.9508,26.99,0,16,16
3150,71,8,0,1272.629801,-44.1884,26.99,0,16,16
3151,54,8,0,1286.559328,-27.8616,26.99,0,16,16
3152,49,8,0,1298.087842,-23.0596,26.99,0,16,16
3153,32,8,0,1301.452944,-6.7328,26.99,0,16,16
3154,26,8,0,1301.936842,-0.9704,26.99,0,16,16
3155,7,8,0,1301.270609,1.329862557,26.99,0,16,0
3156,2,8,0,1298.104376,6.329862557,26.99,0,16,0
3157,0,8,0,1293.938147,8.329862557,26.99,0,16,0
3158,0,7,0,1290.292538,7.288629738,26.99,0,14,0
3159,0,7,0,1286.646933,7.288629738,26.99,0,14,0
3160,0,6,0,1283.521948,6.247396918,26.99,0,12,0
3161,0,6,0,1280.396966,6.247396918,26.99,0,12,0
3162,0,5,0,1277.792603,5.206164098,26.99,0,10,0
3163,0,6,0,1274.667627,6.247396918,26.99,0,12,0
3164,0,5,0,1272.063271,5.206164098,26.99,0,10,0
3165,0,6,0,1268.9383,6.247396918,26.99,0,12,0
3166,0,6,0,1265.813333,6.247396918,26.99,0,12,0
3167,0,6,0,1262.688368,6.247396918,26.99,0,12,0
3168,0,7,0,1259.042791,7.288629738,26.99,0,14,0
3169,0,6,0,1255.917833,6.247396918,26.99,0,12,0
3170,0,7,0,1252.272262,7.288629738,26.99,0,14,0
3171,0,6,0,1249.147312,6.247396918,26.99,0,12,0
3172,0,6,0,1246.022364,6.247396918,26.99,0,12,0
3173,0,7,0,1242.376803,7.288629738,26.99,0,14,0
3174,0,5,0,1239.772479,5.206164098,26.99,0,10,0
3175,0,6,0,1236.647541,6.247396918,26.99,0,12,0
3176,0,5,0,1234.043222,5.206164098,26.99,0,10,0
3177,0,6,0,1230.918289,6.247396918,26.99,0,12,0
3178,4,5,0,1230.313976,1.206164098,26.99,0,10,0
3179,12,6,0,1230.312746,0,26.99,0,12,5.5248
3180,21,6,0,1231.395716,-2.1684,26.99,0,12,12
3181,34,7,0,1237.221284,-11.6536,26.99,0,14,14
3182,51,6,0,1252.710247,-30.9804,26.99,0,12,12
3183,58,8,0,1268.560594,-31.7032,26.99,0,16,16
3184,68,8,0,1289.212926,-41.3072,26.99,0,16,16
3185,84,8,0,1317.548437,-56.6736,26.99,0,16,16
3186,86,8,0,1346.844319,-58.5944,26.99,0,16,16
3187,91,8,0,1378.541172,-63.3964,26.99,0,16,16
3188,87,7,0,1409.817194,-62.5548,26.99,0,14,14
3189,105,9,0,1446.736784,-73.842,26.99,0,18,18
3190,105,9,0,1483.656337,-73.842,26.99,0,18,18
3191,105,9,0,1520.575854,-73.842,26.99,0,18,18
3192,105,9,0,1557.495333,-73.842,26.99,0,18,18
3193,101,9,0,1592.493975,-70.0004,26.99,0,18,18
3194,94,9,0,1624.131183,-63.2776,26.99,0,18,18
3195,85,9,0,1651.446559,-54.634,26.99,0,18,18
3196,83,9,0,1677.801507,-52.7132,26.99,0,18,18
3197,70,8,0,1699.41383,-43.228,26.99,0,16,16
3198,70,8,0,1721.02613,-43.228,26.99,0,16,16
3199,58,8,0,1736.876009,-31.7032,26.99,0,16,16
3200,53,9,0,1748.824872,-23.9012,26.99,0,18,18
3201,34,8,0,1753.149923,-8.6536,26.99,0,16,16
3202,27,8,0,1754.11357,-1.9308,26.99,0,16,16
3203,11,8,0,1754.111816,0,26.99,0,16,2.5644
3204,8,8,0,1753.945131,0.329862557,26.99,0,16,0
3205,0,7,0,1750.299062,7.288629738,26.99,0,14,0
3206,0,7,0,1746.652997,7.288629738,26.99,0,14,0
3207,0,7,0,1743.006935,7.288629738,26.99,0,14,0
3208,0,6,0,1739.881494,6.247396918,26.99,0,12,0
3209,0,6,0,1736.756055,6.247396918,26.99,0,12,0
3210,0,5,0,1734.151237,5.206164098,26.99,0,10,0
3211,0,6,0,1731.025804,6.247396918,26.99,0,12,0
3212,0,6,0,1727.900375,6.247396918,26.99,0,12,0
3213,0,6,0,1724.774948,6.247396918,26.99,0,12,0
3214,0,6,0,1721.649525,6.247396918,26.99,0,12,0
3215,0,6,0,1718.524105,6.247396918,26.99,0,12,0
3216,0,6,0,1715.398688,6.247396918,26.99,0,12,0
3217,0,7,0,1711.752658,7.288629738,26.99,0,14,0
3218,0,5,0,1709.147864,5.206164098,26.99,0,10,0
3219,0,6,0,1706.022456,6.247396918,26.99,0,12,0
3220,0,6,0,1702.897052,6.247396918,26.99,0,12,0
3221,0,6,0,1699.77165,6.247396918,26.99,0,12,0
3222,0,7,0,1696.125636,7.288629738,26.99,0,14,0
3223,0,6,0,1693.000241,6.247396918,26.99,0,12,0
3224,0,6,0,1689.87485,6.247396918,26.99,0,12,0
3225,0,6,0,1686.749461,6.247396918,26.99,0,12,0
3226,5,6,0,1686.124076,1.247396918,26.99,0,12,0
3227,10,7,0,1686.12239,0,26.99,0,14,2.604
3228,21,7,0,1686.120704,0,26.99,0,14,13.1684
3229,37,6,0,1694.886418,-17.5348,26.99,0,12,12
3230,51,7,0,1708.874923,-27.9804,26.99,0,14,14
3231,61,7,0,1727.665414,-37.5844,26.99,0,14,14
3232,69,44,0,1727.663686,0,26.99,0,88,22.2676
3233,79,55,0,1727.661959,0,26.99,0,110,20.8716
3234,89,51,0,1727.660231,0,26.99,0,102,34.4756
3235,89,86,0,1727.385492,0.546022491,26.99,0,172,0
3236,96,95,0,1725.925206,2.917117868,26.99,0,190,0
3237,105,79,0,1725.92348,0,26.99,0,158,21.842
3238,105,90,0,1725.921754,0,26.99,0,180,10.842
3239,105,44,0,1725.920028,0,26.99,0,88,56.842
3240,105,100,0,1725.918302,0,26.99,0,200,0.842
3241,96,86,0,1725.916576,0,26.99,0,172,6.1984
3242,93,82,0,1725.91485,0,26.99,0,164,7.3172
3243,97,69,0,1725.913124,0,26.99,0,138,24.1588
3244,93,68,0,1725.911398,0,26.99,0,136,21.3172
3245,75,69,0,1725.909673,0,26.99,0,138,3.03
3246,65,67,0,1723.526647,4.762598917,26.99,0,134,0
3247,53,80,0,1708.375611,30.29862557,26.99,0,160,0
3248,52,63,0,1701.575069,13.59766764,26.99,0,126,0
3249,35,62,0,1686.79515,29.55643482,26.99,0,124,0
3250,26,59,0,1669.077095,35.43273636,26.99,0,118,0
3251,12,54,0,1646.96214,44.22657226,26.99,0,108,0
3252,2,48,0,1622.970905,47.97917534,26.99,0,96,0
3253,0,47,0,1598.500311,48.93794252,26.99,0,94,0
3254,0,41,0,1577.153439,42.69054561,26.99,0,82,0
3255,0,8,0,1572.986931,8.329862557,26.99,0,16,0
3256,0,8,0,1568.820427,8.329862557,26.99,0,16,0
3257,0,6,0,1565.695159,6.247396918,26.99,0,12,0
3258,0,5,0,1563.090512,5.206164098,26.99,0,10,0
3259,0,6,0,1559.96525,6.247396918,26.99,0,12,0
3260,0,5,0,1557.360608,5.206164098,26.99,0,10,0
3261,0,6,0,1554.235352,6.247396918,26.99,0,12,0
3262,0,5,0,1551.630716,5.206164098,26.99,0,10,0
3263,0,6,0,1548.505466,6.247396918,26.99,0,12,0
3264,0,5,0,1545.900835,5.206164098,26.99,0,10,0
3265,0,6,0,1542.775591,6.247396918,26.99,0,12,0
3266,0,6,0,1539.65035,6.247396918,26.99,0,12,0
3267,0,5,0,1537.045728,5.206164098,26.99,0,10,0
3268,0,6,0,1533.920493,6.247396918,26.99,0,12,0
3269,0,5,0,1531.315877,5.206164098,26.99,0,10,0
3270,0,7,0,1527.67003,7.288629738,26.99,0,14,0
3271,0,6,0,1524.544804,6.247396918,26.99,0,12,0
3272,0,6,0,1521.419581,6.247396918,26.99,0,12,0
3273,0,7,0,1517.773745,7.288629738,26.99,0,14,0
3274,2,6,0,1515.648529,4.247396918,26.99,0,12,0
3275,8,7,0,1515.647013,0,26.99,0,14,0.6832
3276,12,6,0,1515.645497,0,26.99,0,12,5.5248
3277,12,6,0,1515.643982,0,26.99,0,12,5.5248
3278,20,7,0,1515.642466,0,26.99,0,14,12.208
3279,54,13,0,1522.07175,-12.8616,26.99,0,26,26
3280,58,18,0,1522.921828,-1.7032,26.99,0,36,36
3281,66,34,0,1522.920305,0,26.99,0,68,29.3864
3282,66,34,0,1522.918783,0,26.99,0,68,29.3864
3283,85,61,0,1522.91726,0,26.99,0,122,20.634
3284,88,37,0,1522.915737,0,26.99,0,74,47.5152
3285,100,55,0,1522.914214,0,26.99,0,110,41.04
3286,91,45,0,1522.912691,0,26.99,0,90,42.3964
3287,87,34,0,1522.911168,0,26.99,0,68,49.5548
3288,102,82,0,1522.909645,0,26.99,0,164,15.9608
3289,102,69,0,1522.908122,0,26.99,0,138,28.9608
3290,103,69,0,1522.906599,0,26.99,0,138,29.9212
3291,99,68,0,1522.905076,0,26.99,0,136,27.0796
3292,93,47,0,1522.903553,0,26.99,0,94,42.3172
3293,77,30,0,1522.902031,0,26.99,0,60,43.9508
3294,72,39,0,1522.900508,0,26.99,0,78,30.1488
3295,60,79,0,1511.770288,22.25739275,26.99,0,158,0
3296,50,59,0,1506.052408,11.43273636,26.99,0,118,0
3297,17,89,0,1468.216042,75.66972095,26.99,0,178,0
3298,13,62,0,1442.436356,51.55643482,26.99,0,124,0
3299,4,53,0,1416.842244,51.18533944,26.99,0,106,0
3300,2,48,0,1392.85124,47.97917534,26.99,0,96,0
3301,0,46,0,1368.901492,47.8967097,26.99,0,92,0
3302,0,38,0,1349.116699,39.56684715,26.99,0,76,0
3303,0,7,0,1345.471035,7.288629738,26.99,0,14,0
3304,0,6,0,1342.345991,6.247396918,26.99,0,12,0
3305,0,6,0,1339.220951,6.247396918,26.99,0,12,0
3306,0,6,0,1336.095913,6.247396918,26.99,0,12,0
3307,0,5,0,1333.491495,5.206164098,26.99,0,10,0
3308,0,6,0,1330.366463,6.247396918,26.99,0,12,0
3309,0,6,0,1327.241434,6.247396918,26.99,0,12,0
3310,0,6,0,1324.116408,6.247396918,26.99,0,12,0
3311,0,6,0,1320.991386,6.247396918,26.99,0,12,0
3312,0,6,0,1317.866366,6.247396918,26.99,0,12,0
3313,0,6,0,1314.74135,6.247396918,26.99,0,12,0
3314,0,7,0,1311.09572,7.288629738,26.99,0,14,0
3315,0,6,0,1307.970711,6.247396918,26.99,0,12,0
3316,0,6,0,1304.845704,6.247396918,26.99,0,12,0
3317,0,6,0,1301.720701,6.247396918,26.99,0,12,0
3318,0,6,0,1298.595701,6.247396918,26.99,0,12,0
3319,0,5,0,1295.99132,5.206164098,26.99,0,10,0
3320,0,5,0,1293.386942,5.206164098,26.99,0,10,0
3321,0,6,0,1290.26195,6.247396918,26.99,0,12,0
3322,3,5,0,1289.157578,2.206164098,26.99,0,10,0
3323,12,6,0,1289.156289,0,26.99,0,12,5.5248
3324,22,6,0,1290.7194,-3.1288,26.99,0,12,12
3325,33,6,0,1297.564709,-13.6932,26.99,0,12,12
3326,42,7,0,1307.231812,-19.3368,26.99,0,14,14
3327,55,11,0,1317.141504,-19.822,26.99,0,22,22
3328,55,28,0,1317.140187,0,26.99,0,56,24.822
3329,46,28,0,1317.13887,0,26.99,0,56,16.1784
3330,51,28,0,1317.137553,0,26.99,0,56,20.9804
3331,83,33,0,1317.136236,0,26.99,0,66,46.7132
3332,87,45,0,1317.134919,0,26.99,0,90,38.5548
3333,87,78,0,1317.133601,0,26.99,0,156,5.5548
3334,103,80,0,1317.132284,0,26.99,0,160,18.9212
3335,105,22,0,1334.551967,-34.842,26.99,0,44,44
3336,105,51,0,1334.550633,0,26.99,0,102,49.842
3337,96,64,0,1334.549298,0,26.99,0,128,28.1984
3338,90,62,0,1334.547964,0,26.99,0,124,24.436
3339,86,58,0,1334.546629,0,26.99,0,116,24.5944
3340,80,57,0,1334.545294,0,26.99,0,114,19.832
3341,72,56,0,1334.54396,0,26.99,0,112,13.1488
3342,63,59,0,1334.542625,0,26.99,0,118,1.5052
3343,50,59,0,1328.824923,11.43273636,26.99,0,118,0
3344,48,69,0,1316.901062,23.84506456,26.99,0,138,0
3345,28,52,0,1303.827691,26.14410662,26.99,0,104,0
3346,18,49,0,1287.316183,33.02040816,26.99,0,98,0
3347,6,44,0,1267.407774,39.81424406,26.99,0,88,0
3348,0,45,0,1243.978768,46.85547688,26.99,0,90,0
3349,0,44,0,1221.070402,45.81424406,26.99,0,88,0
3350,0,38,0,1201.285758,39.56684715,26.99,0,76,0
3351,0,19,0,1191.392844,19.78342357,26.99,0,38,0
3352,0,7,0,1187.747338,7.288629738,26.99,0,14,0
3353,0,6,0,1184.622452,6.247396918,26.99,0,12,0
3354,0,7,0,1180.976953,7.288629738,26.99,0,14,0
3355,0,6,0,1177.852073,6.247396918,26.99,0,12,0
3356,0,7,0,1174.20658,7.288629738,26.99,0,14,0
3357,0,6,0,1171.081708,6.247396918,26.99,0,12,0
3358,0,7,0,1167.436222,7.288629738,26.99,0,14,0
3359,0,7,0,1163.790739,7.288629738,26.99,0,14,0
3360,0,7,0,1160.145261,7.288629738,26.99,0,14,0
3361,0,7,0,1156.499786,7.288629738,26.99,0,14,0
3362,0,6,0,1153.374931,6.247396918,26.99,0,12,0
3363,0,6,0,1150.250079,6.247396918,26.99,0,12,0
3364,0,6,0,1147.12523,6.247396918,26.99,0,12,0
3365,0,6,0,1144.000385,6.247396918,26.99,0,12,0
3366,0,5,0,1141.396159,5.206164098,26.99,0,10,0
3367,0,6,0,1138.271319,6.247396918,26.99,0,12,0
3368,0,5,0,1135.667098,5.206164098,26.99,0,10,0
3369,0,5,0,1133.062881,5.206164098,26.99,0,10,0
3370,5,5,0,1132.958666,0.206164098,26.99,0,10,0
3371,11,6,0,1132.957533,0,26.99,0,12,4.5644
3372,22,6,0,1134.5208,-3.1288,26.99,0,12,12
3373,34,6,0,1141.846465,-14.6536,26.99,0,12,12
3374,47,7,0,1153.914723,-24.1388,26.99,0,14,14
3375,60,11,0,1166.225569,-24.624,26.99,0,22,22
3376,69,29,0,1166.224403,0,26.99,0,58,37.2676
3377,81,38,0,1166.223237,0,26.99,0,76,39.7924
3378,91,43,0,1166.222071,0,26.99,0,86,44.3964
3379,83,29,0,1166.220905,0,26.99,0,58,50.7132
3380,73,53,0,1166.219738,0,26.99,0,106,17.1092
3381,105,54,0,1166.218572,0,26.99,0,108,46.842
3382,105,52,0,1166.217406,0,26.99,0,104,48.842
3383,105,17,0,1191.13724,-49.842,26.99,0,34,34
3384,105,74,0,1191.136049,0,26.99,0,148,26.842
3385,105,69,0,1191.134857,0,26.99,0,138,31.842
3386,105,84,0,1191.133666,0,26.99,0,168,16.842
3387,89,57,0,1191.132475,0,26.99,0,114,28.4756
3388,83,57,0,1191.131284,0,26.99,0,114,22.7132
3389,76,58,0,1191.130093,0,26.99,0,116,14.9904
3390,59,56,0,1191.128902,0,26.99,0,112,0.6636
3391,52,72,0,1179.643329,22.96876302,26.99,0,144,0
3392,40,74,0,1161.116535,37.05122865,26.99,0,148,0
3393,8,52,0,1138.043321,46.14410662,26.99,0,104,0
3394,14,38,0,1125.258759,25.56684715,26.99,0,76,0
3395,10,40,0,1109.432977,31.64931279,26.99,0,80,0
3396,3,40,0,1090.107212,38.64931279,26.99,0,80,0
3397,0,38,0,1070.322698,39.56684715,26.99,0,76,0
3398,0,31,0,1054.182519,32.27821741,26.99,0,62,0
3399,0,31,0,1038.042356,32.27821741,26.99,0,62,0
3400,0,10,0,1032.835154,10.4123282,26.99,0,20,0
3401,0,5,0,1030.231039,5.206164098,26.99,0,10,0
3402,0,6,0,1027.10631,6.247396918,26.99,0,12,0
3403,0,5,0,1024.502201,5.206164098,26.99,0,10,0
3404,0,6,0,1021.377478,6.247396918,26.99,0,12,0
3405,0,5,0,1018.773375,5.206164098,26.99,0,10,0
3406,0,6,0,1015.648658,6.247396918,26.99,0,12,0
3407,0,6,0,1012.523943,6.247396918,26.99,0,12,0
3408,0,5,0,1009.919849,5.206164098,26.99,0,10,0
3409,0,6,0,1006.79514,6.247396918,26.99,0,12,0
3410,0,6,0,1003.670435,6.247396918,26.99,0,12,0
3411,0,7,0,1000.025117,7.288629738,26.99,0,14,0
3412,0,6,0,996.9004182,6.247396918,26.99,0,12,0
3413,0,6,0,993.7757228,6.247396918,26.99,0,12,0
3414,0,6,0,990.6510306,6.247396918,26.99,0,12,0
3415,0,6,0,987.5263415,6.247396918,26.99,0,12,0
3416,0,6,0,984.4016555,6.247396918,26.99,0,12,0
3417,0,6,0,981.2769726,6.247396918,26.99,0,12,0
3418,3,6,0,979.6522929,3.247396918,26.99,0,12,0
3419,10,5,0,979.6513132,0,26.99,0,10,4.604
3420,19,6,0,979.7741336,-0.2476,26.99,0,12,12
3421,38,5,0,990.5207538,-21.4952,26.99,0,10,10
3422,35,7,0,996.8267633,-12.614,26.99,0,14,14
3423,32,10,0,997.1921665,-0.7328,26.99,0,20,20
3424,49,29,0,997.1911693,0,26.99,0,58,18.0596
3425,61,30,0,997.1901721,0,26.99,0,60,28.5844
3426,64,31,0,997.1891749,0,26.99,0,62,30.4656
3427,55,35,0,997.1881777,0,26.99,0,70,17.822
3428,91,54,0,997.1871805,0,26.99,0,108,33.3964
3429,71,56,0,997.1861833,0,26.99,0,112,12.1884
3430,70,51,0,997.1851861,0,26.99,0,102,16.228
3431,55,20,0,997.184189,0,26.99,0,40,32.822
3432,51,49,0,997.1729877,0.020408163,26.99,0,98,0
3433,44,66,0,984.8113075,24.7213661,26.99,0,132,0
3434,36,75,0,963.7640919,42.09246147,26.99,0,150,0
3435,61,50,0,963.7631282,0,26.99,0,100,8.5844
3436,48,52,0,960.6901111,6.144106622,26.99,0,104,0
3437,27,47,0,949.7201791,21.93794252,26.99,0,94,0
3438,19,44,0,936.3121074,26.81424406,26.99,0,88,0
3439,18,46,0,921.3628162,29.8967097,26.99,0,92,0
3440,34,44,0,915.4547728,11.81424406,26.99,0,88,0
3441,20,26,0,911.9178307,7.072053311,26.99,0,52,0
3442,11,27,0,903.3602757,17.11328613,26.99,0,54,0
3443,5,22,0,894.4058113,17.90712203,26.99,0,44,0
3444,0,19,0,884.5132052,19.78342357,26.99,0,38,0
3445,0,21,0,873.579376,21.86588921,26.99,0,42,0
3446,0,19,0,863.6867907,19.78342357,26.99,0,38,0
3447,0,17,0,854.835448,17.70095793,26.99,0,34,0
3448,0,6,0,851.7108947,6.247396918,26.99,0,12,0
3449,0,5,0,849.106961,5.206164098,26.99,0,10,0
3450,0,6,0,845.9824134,6.247396918,26.99,0,12,0
3451,0,6,0,842.857869,6.247396918,26.99,0,12,0
3452,0,5,0,840.253944,5.206164098,26.99,0,10,0
3453,0,6,0,837.1294053,6.247396918,26.99,0,12,0
3454,0,6,0,834.0048697,6.247396918,26.99,0,12,0
3455,0,7,0,830.3597209,7.288629738,26.99,0,14,0
3456,0,6,0,827.2351921,6.247396918,26.99,0,12,0
3457,0,6,0,824.1106664,6.247396918,26.99,0,12,0
3458,0,6,0,820.9861438,6.247396918,26.99,0,12,0
3459,0,7,0,817.3410079,7.288629738,26.99,0,14,0
3460,0,6,0,814.2164921,6.247396918,26.99,0,12,0
3461,0,6,0,811.0919795,6.247396918,26.99,0,12,0
3462,0,5,0,808.4880863,5.206164098,26.99,0,10,0
3463,0,6,0,805.3635794,6.247396918,26.99,0,12,0
3464,0,5,0,802.759692,5.206164098,26.99,0,10,0
3465,0,5,0,800.1558071,5.206164098,26.99,0,10,0
3466,1,6,0,797.5313085,5.247396918,26.99,0,12,0
3467,4,5,0,796.927429,1.206164098,26.99,0,10,0
3468,15,6,0,796.926632,0,26.99,0,12,8.406
3469,35,7,0,803.2328351,-12.614,26.99,0,14,14
3470,31,6,0,809.1182319,-11.7724,26.99,0,12,12
3471,33,7,0,814.4640227,-10.6932,26.99,0,14,14
3472,42,8,0,822.6316083,-16.3368,26.99,0,16,16
3473,54,7,0,838.0615857,-30.8616,26.99,0,14,14
3474,72,8,0,860.6351476,-45.1488,26.99,0,16,16
3475,51,7,0,874.624487,-27.9804,26.99,0,14,14
3476,79,8,0,900.5594123,-51.8716,26.99,0,16,16
3477,63,8,0,918.8111118,-36.5052,26.99,0,16,16
3478,70,7,0,941.924193,-46.228,26.99,0,14,14
3479,90,8,0,973.141251,-62.436,26.99,0,16,16
3480,105,8,0,1011.561278,-76.842,26.99,0,16,16
3481,103,8,0,1049.020866,-74.9212,26.99,0,16,16
3482,103,8,0,1086.480417,-74.9212,26.99,0,16,16
3483,98,8,0,1121.538931,-70.1192,26.99,0,16,16
3484,95,8,0,1155.156809,-67.238,26.99,0,16,16
3485,77,7,0,1181.631054,-52.9508,26.99,0,14,14
3486,76,8,0,1206.125073,-48.9904,26.99,0,16,16
3487,59,8,0,1222.455666,-32.6636,26.99,0,16,16
3488,53,7,0,1237.405044,-29.9012,26.99,0,14,14
3489,36,8,0,1242.691007,-10.5744,26.99,0,16,16
3490,30,7,0,1246.595764,-7.812,26.99,0,14,14
3491,8,8,0,1246.429586,0.329862557,26.99,0,16,0
3492,1,8,0,1242.763408,7.329862557,26.99,0,16,0
3493,0,7,0,1239.117851,7.288629738,26.99,0,14,0
3494,0,8,0,1234.95168,8.329862557,26.99,0,16,0
3495,0,6,0,1231.826747,6.247396918,26.99,0,12,0
3496,0,6,0,1228.701817,6.247396918,26.99,0,12,0
3497,0,6,0,1225.576889,6.247396918,26.99,0,12,0
3498,0,5,0,1222.972582,5.206164098,26.99,0,10,0
3499,0,6,0,1219.84766,6.247396918,26.99,0,12,0
3500,0,5,0,1217.243358,5.206164098,26.99,0,10,0
3501,0,5,0,1214.639059,5.206164098,26.99,0,10,0
3502,0,7,0,1210.99353,7.288629738,26.99,0,14,0
3503,0,6,0,1207.86862,6.247396918,26.99,0,12,0
3504,0,6,0,1204.743714,6.247396918,26.99,0,12,0
3505,0,6,0,1201.618811,6.247396918,26.99,0,12,0
3506,0,7,0,1197.973294,7.288629738,26.99,0,14,0
3507,0,6,0,1194.848398,6.247396918,26.99,0,12,0
3508,0,6,0,1191.723504,6.247396918,26.99,0,12,0
3509,0,6,0,1188.598614,6.247396918,26.99,0,12,0
3510,0,6,0,1185.473727,6.247396918,26.99,0,12,0
3511,0,5,0,1182.86946,5.206164098,26.99,0,10,0
3512,0,5,0,1180.265195,5.206164098,26.99,0,10,0
3513,0,5,0,1177.660932,5.206164098,26.99,0,10,0
3514,4,6,0,1176.536056,2.247396918,26.99,0,12,0
3515,13,5,0,1176.53488,0,26.99,0,10,7.4852
3516,22,6,0,1178.098103,-3.1288,26.99,0,12,12
3517,36,7,0,1184.884125,-13.5744,26.99,0,14,14
3518,54,6,0,1201.81374,-33.8616,26.99,0,12,12
3519,62,8,0,1219.584938,-35.5448,26.99,0,16,16
3520,67,7,0,1241.257119,-43.3468,26.99,0,14,14
3521,84,8,0,1269.592678,-56.6736,26.99,0,16,16
3522,87,8,0,1299.368808,-59.5548,26.99,0,16,16
3523,101,7,0,1337.367709,-76.0004,26.99,0,14,14
3524,104,8,0,1375.307171,-75.8816,26.99,0,16,16
3525,105,7,0,1415.226796,-79.842,26.99,0,14,14
3526,105,8,0,1453.646381,-76.842,26.99,0,16,16
3527,105,8,0,1492.065927,-76.842,26.99,0,16,16
3528,105,7,0,1531.985435,-79.842,26.99,0,14,14
3529,105,8,0,1570.404903,-76.842,26.99,0,16,16
3530,105,8,0,1608.824333,-76.842,26.99,0,16,16
3531,98,7,0,1645.382324,-73.1192,26.99,0,14,14
3532,95,8,0,1678.999678,-67.238,26.99,0,16,16
3533,82,7,0,1707.874399,-57.7528,26.99,0,14,14
3534,77,8,0,1732.848092,-49.9508,26.99,0,16,16
3535,61,7,0,1751.638559,-37.5844,26.99,0,14,14
3536,55,8,0,1766.047807,-28.822,26.99,0,16,16
3537,35,7,0,1772.353041,-12.614,26.99,0,14,14
3538,27,7,0,1774.816669,-4.9308,26.99,0,14,14
3539,9,8,0,1774.814894,0,26.99,0,16,0.6436
3540,1,8,0,1771.148188,7.329862557,26.99,0,16,0
3541,0,6,0,1768.022718,6.247396918,26.99,0,12,0
3542,0,8,0,1763.856019,8.329862557,26.99,0,16,0
3543,0,7,0,1760.20994,7.288629738,26.99,0,14,0
3544,0,7,0,1756.563865,7.288629738,26.99,0,14,0
3545,0,5,0,1753.959026,5.206164098,26.99,0,10,0
3546,0,5,0,1751.35419,5.206164098,26.99,0,10,0
3547,0,5,0,1748.749357,5.206164098,26.99,0,10,0
3548,0,6,0,1745.62391,6.247396918,26.99,0,12,0
3549,0,5,0,1743.019082,5.206164098,26.99,0,10,0
3550,0,5,0,1740.414257,5.206164098,26.99,0,10,0
3551,0,6,0,1737.288818,6.247396918,26.99,0,12,0
3552,0,5,0,1734.683999,5.206164098,26.99,0,10,0
3553,0,5,0,1732.079182,5.206164098,26.99,0,10,0
3554,0,6,0,1728.953752,6.247396918,26.99,0,12,0
3555,0,5,0,1726.348941,5.206164098,26.99,0,10,0
3556,0,5,0,1723.744132,5.206164098,26.99,0,10,0
3557,0,6,0,1720.61871,6.247396918,26.99,0,12,0
3558,0,6,0,1717.493291,6.247396918,26.99,0,12,0
3559,0,6,0,1714.367875,6.247396918,26.99,0,12,0
3560,0,6,0,1711.242462,6.247396918,26.99,0,12,0
3561,0,7,0,1707.596436,7.288629738,26.99,0,14,0
3562,16,6,0,1707.594728,0,26.99,0,12,9.3664
3563,16,6,0,1707.593021,0,26.99,0,12,9.3664
3564,34,6,0,1714.918113,-14.6536,26.99,0,12,12
3565,49,7,0,1727.946198,-26.0596,26.99,0,14,14
3566,12,6,0,1727.94447,0,26.99,0,12,5.5248
3567,11,7,0,1727.942742,0,26.99,0,14,3.5644
3568,5,49,0,1704.93081,46.02040816,26.99,0,98,0
3569,1,42,0,1683.563216,42.73177843,26.99,0,84,0
