k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,sBY,xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation,pSL,dD1,dD
93,0.0,0.0,1.7244897959183674,1.69,0.6122448979591837,0.6,6.428571428571428,6.3,0.0,0.0,0.0,23.85415199999443,23.37706895999454,2430.4,2440.38,0.0,23.85415199999443,11.3,0.0,5.01,0.0,0.0
94,0.0,0.0,1.1224489795918366,1.1,0.6122448979591837,0.6,7.448979591836735,7.3,0.0,0.0,0.0,23.854176000013467,23.377092480013197,2430.0,2440.38,0.0,23.854176000013467,12.3,-0.1,5.01,0.0,0.0
95,0.0,0.0,1.183673469387755,1.16,0.6122448979591837,0.6,7.857142857142858,7.699999999999999,0.0,0.0,0.0,23.85420000000522,23.377116000005113,2429.6,2440.38,0.0,23.85420000000522,12.3,-0.2,5.01,0.0,0.0
96,0.0,0.0,1.153061224489796,1.1300000000000001,0.6122448979591837,0.6,7.755102040816325,7.599999999999999,0.0,0.0,0.0,23.85422399996969,23.377139519970296,2429.2000000000003,2440.38,0.0,23.85422399996969,12.4,-0.2,5.01,0.0,0.0
97,0.0,0.0,1.1224489795918366,1.1,0.6122448979591837,0.6,6.836734693877551,6.7,0.0,0.0,0.0,23.85424799998873,23.377163039988954,2428.8,2440.38,0.0,23.85424799998873,11.3,-0.2,5.01,0.0,0.0
98,0.0,0.0,1.1428571428571428,1.1199999999999999,0.6122448979591837,0.6,7.142857142857143,7.0,0.0,0.0,0.0,23.854272000007768,23.377186560007612,2428.4,2440.38,0.0,23.854272000007768,11.3,-0.3,5.01,0.0,0.0
99,0.0,0.0,1.1632653061224492,1.1400000000000001,0.6122448979591837,0.6,6.530612244897959,6.4,0.0,0.0,0.0,23.854295999999522,23.37721007999953,2428.0,2440.38,0.0,23.854295999999522,11.3,-0.6,5.01,0.0,0.0
100,0.0,0.0,3.36734693877551,3.3,0.6122448979591837,0.6,8.36734693877551,8.2,0.0,0.0,0.0,23.854319999991276,23.37723359999145,2427.6,2440.38,0.0,23.854319999991276,13.4,-0.5,5.01,0.0,0.0
101,0.0,0.0,3.3163265306122454,3.25,0.6122448979591837,0.6,8.571428571428573,8.4,0.0,0.0,0.0,23.85434399998303,23.37725711998337,2427.2000000000003,2440.38,0.0,23.85434399998303,14.4,-0.6,5.01,0.0,0.0
102,0.0,0.0,3.2857142857142856,3.22,0.6122448979591837,0.6,6.122448979591837,6.0,0.0,0.0,0.0,23.85436800000207,23.377280640002027,2426.8,2412.96,0.0,23.85436800000207,13.4,-0.7,5.01,0.0,0.0
103,0.0,0.0,3.938775510204082,3.8600000000000003,0.6122448979591837,0.6,6.224489795918367,6.1,0.0,0.0,0.0,23.854391999993823,23.377304159993944,2426.4,2412.96,0.0,23.854391999993823,13.4,-0.7,5.01,0.0,0.0
104,0.0,0.0,1.7755102040816322,1.7399999999999998,0.6122448979591837,0.6,6.428571428571428,6.3,0.0,0.0,0.0,23.85441600001286,23.377327680012606,2426.0,2412.96,0.0,23.85441600001286,11.3,-0.7,5.01,0.0,0.0
105,0.0,0.0,1.7244897959183674,1.69,0.6122448979591837,0.6,7.346938775510205,7.2,0.0,0.0,0.0,23.854440000004615,23.377351200004522,2425.6,2412.96,0.0,23.854440000004615,12.3,-0.7,5.01,0.0,0.0
106,0.0,0.0,3.3265306122448983,3.2600000000000002,0.6122448979591837,0.6,8.16326530612245,8.0,0.0,0.0,0.0,23.854463999969084,23.377374719969705,2425.2000000000003,2412.96,0.0,23.854463999969084,14.4,-0.7,5.01,0.0,0.0
107,0.0,0.0,3.8469387755102047,3.7700000000000005,0.6122448979591837,0.6,7.959183673469388,7.800000000000001,0.0,0.0,0.0,23.854487999988123,23.37739823998836,2424.8,2412.96,0.0,23.854487999988123,14.4,-0.6,5.01,0.0,0.0
108,0.0,0.0,3.8367346938775517,3.7600000000000007,0.6122448979591837,0.6,6.122448979591837,6.0,0.0,0.0,0.0,23.854512000007162,23.377421760007017,2424.4,2412.96,0.0,23.854512000007162,13.4,-0.5,5.01,0.0,0.0
109,0.0,0.0,6.051020408163265,5.93,0.6122448979591837,0.6,6.326530612244898,6.2,0.0,0.0,0.0,23.854535999998916,23.377445279998938,2424.0,2412.96,0.0,23.854535999998916,15.399999999999999,-0.5,5.01,0.0,0.0
