k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,sBY,xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation,pBY
3094,0.0,0.0,1.2234042553191489,1.15,0.6382978723404256,0.6,10.851063829787233,10.2,47.81914893616913,35.10638297872232,32.99999999999898,0.0,0.0,245.25,2083.92,-1.0,-32.99999999999898,14.3,-0.6,10.19
3095,0.0,0.0,1.2234042553191489,1.15,0.6382978723404256,0.6,12.127659574468087,11.4,49.095744680851794,35.10638297872413,33.00000000000068,0.0,0.0,245.8,2083.92,0.0,-33.00000000000068,15.3,-0.7,10.19
3096,0.0,0.0,1.1276595744680853,1.06,0.6382978723404256,0.6,12.446808510638297,11.7,49.31914893617094,35.10638297872413,33.00000000000068,0.0,0.0,246.35000000000002,2083.92,0.0,-33.00000000000068,16.3,-0.6,10.19
3097,0.0,0.0,1.2127659574468088,1.1400000000000001,0.6382978723404256,0.6,8.829787234042554,8.3,48.978723404254964,38.29787234042517,35.99999999999966,0.0,0.0,246.95000000000002,2083.92,0.0,-35.99999999999966,12.2,-0.7,10.19
3098,0.0,0.0,1.2234042553191489,1.15,0.6382978723404256,0.6,8.936170212765958,8.4,49.09574468085071,38.29787234042517,35.99999999999966,0.0,0.0,247.55,2083.92,1.0,-35.99999999999966,12.3,-0.7,10.19
3099,0.0,0.0,1.1914893617021276,1.1199999999999999,0.6382978723404256,0.6,9.148936170212767,8.6,49.2765957446805,38.29787234042517,35.99999999999966,0.0,0.0,248.15,2083.92,0.0,-35.99999999999966,12.4,-0.8,10.19
3100,0.0,0.0,1.7659574468085109,1.6600000000000001,0.6382978723404256,0.6,9.361702127659575,8.8,46.87234042553264,35.10638297872413,33.00000000000068,0.0,0.0,248.70000000000002,2083.92,0.0,-33.00000000000068,14.3,-0.7,10.19
3101,0.0,0.0,1.7978723404255321,1.69,0.6382978723404256,0.6,11.808510638297873,11.1,49.35106382978615,35.10638297872232,32.99999999999898,0.0,0.0,249.25,2083.92,0.0,-32.99999999999898,16.3,-0.7,10.19
3102,0.0,0.0,1.7446808510638299,1.64,0.6382978723404256,0.6,14.042553191489361,13.2,48.340425531914896,31.914893617021278,30.0,0.0,0.0,249.75,2083.92,0.0,-30.0,17.4,-0.7,10.19
3103,0.0,0.0,1.7340425531914896,1.6300000000000001,0.6382978723404256,0.6,14.893617021276597,14.0,49.18085106382979,31.914893617021278,30.0,0.0,0.0,250.25,2083.92,0.0,-30.0,16.4,-0.7,10.19
3104,0.0,0.0,1.7127659574468086,1.61,0.6382978723404256,0.6,9.574468085106384,9.0,47.031914893617746,35.10638297872413,33.00000000000068,0.0,0.0,250.8,2083.92,1.0,-33.00000000000068,14.3,-0.8,10.19
3105,0.0,0.0,1.6808510638297873,1.58,0.6382978723404256,0.6,8.936170212765958,8.4,49.553191489361346,38.29787234042517,35.99999999999966,0.0,0.0,251.4,2083.92,0.0,-35.99999999999966,14.3,-0.8,10.19
3106,0.0,0.0,1.7021276595744683,1.6,0.6382978723404256,0.6,9.042553191489361,8.5,49.68085106382943,38.29787234042517,35.99999999999966,0.0,0.0,252.0,2083.92,0.0,-35.99999999999966,13.3,-0.7,10.19
3107,0.0,0.0,1.106382978723404,1.04,0.6382978723404256,0.6,9.361702127659575,8.8,49.40425531915039,38.297872340426984,36.000000000001364,0.0,0.0,252.60000000000002,2083.92,0.0,-36.000000000001364,13.3,-0.6,10.19
3108,0.0,0.0,1.1702127659574468,1.1,0.6382978723404256,0.6,10.851063829787233,10.2,47.76595744680743,35.10638297872232,32.99999999999898,0.0,0.0,253.15,2083.92,0.0,-32.99999999999898,14.3,-0.8,10.19
3109,0.0,0.0,1.0638297872340425,1.0,0.6382978723404256,0.6,11.914893617021276,11.2,48.72340425531988,35.10638297872413,33.00000000000068,0.0,0.0,253.70000000000002,2083.92,-1.0,-33.00000000000068,15.399999999999999,-1.0,10.19
3110,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,12.553191489361703,11.8,49.32978723404147,35.10638297872232,32.99999999999898,0.0,0.0,254.25,2083.92,0.0,-32.99999999999898,16.4,-1.1,10.19
3111,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,8.829787234042554,8.3,48.79787234042699,38.297872340426984,36.000000000001364,0.0,0.0,254.85000000000002,2083.92,0.0,-36.000000000001364,12.3,-0.9,10.19
3112,0.0,0.0,0.9893617021276597,0.93,0.6382978723404256,0.6,8.936170212765958,8.4,48.86170212765922,38.29787234042517,35.99999999999966,0.0,0.0,255.45000000000002,2083.92,0.0,-35.99999999999966,12.3,-0.8,10.19
3113,0.0,0.0,0.9787234042553191,0.9199999999999999,0.6382978723404256,0.6,9.148936170212767,8.6,49.063829787233686,38.29787234042517,35.99999999999966,0.0,0.0,256.05,2083.92,0.0,-35.99999999999966,12.3,-0.9,10.19
3114,0.0,0.0,0.946808510638298,0.89,0.6382978723404256,0.6,9.361702127659575,8.8,49.24468085106528,38.297872340426984,36.000000000001364,0.0,0.0,256.65000000000003,2083.92,0.0,-36.000000000001364,13.3,-0.9,10.19
3115,0.0,0.0,1.0000000000000002,0.9400000000000002,0.6382978723404256,0.6,10.851063829787233,10.2,47.595744680848156,35.106382978720504,32.99999999999727,0.0,0.0,257.2,2083.92,0.0,-32.99999999999727,14.3,-0.9,10.19
3116,0.0,0.0,1.0212765957446808,0.96,0.6382978723404256,0.6,13.404255319148938,12.6,46.97872340425532,31.914893617021278,30.0,0.0,0.0,257.7,2083.92,1.0,-30.0,16.4,-1.2,10.19
3117,0.0,0.0,0.9787234042553191,0.9199999999999999,0.6382978723404256,0.6,14.361702127659575,13.5,47.8936170212766,31.914893617021278,30.0,0.0,0.0,258.2,2083.92,0.0,-30.0,17.4,-1.2,10.19
3118,0.0,0.0,0.946808510638298,0.89,0.6382978723404256,0.6,9.574468085106384,9.0,49.45744680851209,38.297872340426984,36.000000000001364,0.0,0.0,258.8,2083.92,0.0,-36.000000000001364,13.3,-1.2,10.19
3119,0.0,0.0,2.0531914893617027,1.9300000000000002,0.6382978723404256,0.6,9.574468085106384,9.0,47.37234042553264,35.10638297872413,33.00000000000068,0.0,0.0,259.35,2083.92,0.0,-33.00000000000068,14.3,-1.0,10.19
3120,0.0,0.0,2.0638297872340425,1.94,0.6382978723404256,0.6,9.680851063829788,9.1,47.489361702128384,35.10638297872413,33.00000000000068,0.0,0.0,259.90000000000003,2083.92,0.0,-33.00000000000068,14.3,-1.0,9.81
3121,0.0,0.0,1.2765957446808511,1.2,0.6382978723404256,0.6,10.000000000000002,9.4,47.021276595741774,35.106382978720504,32.99999999999727,0.0,0.0,260.45,2083.92,0.0,-32.99999999999727,13.3,-0.7,9.81
3122,0.0,0.0,0.9893617021276597,0.93,0.6382978723404256,0.6,11.063829787234043,10.4,47.79787234042626,35.10638297872413,33.00000000000068,0.0,0.0,261.0,2083.92,0.0,-33.00000000000068,14.3,-0.8,9.81
3123,0.0,0.0,1.0851063829787235,1.02,0.6382978723404256,0.6,12.127659574468087,11.4,48.957446808511364,35.10638297872413,33.00000000000068,0.0,0.0,261.55,2083.92,0.0,-33.00000000000068,15.3,-0.7,9.81
3124,0.0,0.0,1.6063829787234043,1.51,0.6382978723404256,0.6,12.659574468085106,11.9,46.819148936170215,31.914893617021278,30.0,0.0,0.0,262.05,2083.92,0.0,-30.0,16.4,-1.1,9.81
3125,0.0,0.0,1.6595744680851068,1.56,0.6382978723404256,0.6,8.936170212765958,8.4,49.53191489361848,38.297872340426984,36.000000000001364,0.0,0.0,262.65000000000003,2083.92,0.0,-36.000000000001364,13.3,-1.0,9.81
3126,0.0,0.0,1.6276595744680853,1.53,0.6382978723404256,0.6,8.936170212765958,8.4,49.499999999997826,38.29787234042335,35.999999999997954,0.0,0.0,263.25,2083.92,0.0,-35.999999999997954,13.3,-1.0,9.81
3127,0.0,0.0,1.5,1.41,0.6382978723404256,0.6,9.148936170212767,8.6,49.58510638298018,38.297872340426984,36.000000000001364,0.0,0.0,263.85,2083.92,0.0,-36.000000000001364,13.3,-1.2,9.81
3128,0.0,0.0,1.4787234042553195,1.3900000000000001,0.6382978723404256,0.6,10.000000000000002,9.4,47.22340425531988,35.10638297872413,33.00000000000068,0.0,0.0,264.40000000000003,2083.92,0.0,-33.00000000000068,13.3,-0.9,9.81
3129,0.0,0.0,1.5,1.41,0.6382978723404256,0.6,11.170212765957446,10.5,48.41489361701837,35.106382978720504,32.99999999999727,0.0,0.0,264.95,2083.92,0.0,-32.99999999999727,14.3,-0.8,9.81
3130,0.0,0.0,1.468085106382979,1.3800000000000001,0.6382978723404256,0.6,13.297872340425533,12.5,47.319148936170215,31.914893617021278,30.0,0.0,0.0,265.45,2083.92,0.0,-30.0,17.4,-0.7,9.81
3131,0.0,0.0,1.521276595744681,1.4300000000000002,0.6382978723404256,0.6,10.74468085106383,10.1,48.010638297873065,35.10638297872413,33.00000000000068,0.0,0.0,266.0,2083.92,-1.0,-33.00000000000068,17.4,-0.6,9.81
3132,0.0,0.0,1.574468085106383,1.48,0.6382978723404256,0.6,8.723404255319148,8.2,49.23404255319294,38.297872340426984,36.000000000001364,0.0,0.0,266.6,2083.92,0.0,-36.000000000001364,12.3,-0.6,9.81
3133,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,8.723404255319148,8.2,49.14893617021059,38.29787234042335,35.999999999997954,0.0,0.0,267.2,2083.92,1.0,-35.999999999997954,13.3,-0.5,9.81
3134,0.0,0.0,1.5319148936170215,1.44,0.6382978723404256,0.6,9.042553191489361,8.5,49.51063829787379,38.297872340426984,36.000000000001364,0.0,0.0,267.8,2083.92,0.0,-36.000000000001364,13.3,-0.4,9.81
3135,0.0,0.0,1.521276595744681,1.4300000000000002,0.6382978723404256,0.6,9.148936170212767,8.6,49.60638297872486,38.297872340426984,36.000000000001364,0.0,0.0,268.40000000000003,2083.92,0.0,-36.000000000001364,13.3,-0.4,9.81
3136,0.0,0.0,1.5106382978723405,1.42,0.6382978723404256,0.6,10.638297872340425,10.0,47.8936170212737,35.106382978720504,32.99999999999727,0.0,0.0,268.95,2083.92,0.0,-32.99999999999727,15.399999999999999,-0.7,9.81
3137,0.0,0.0,1.468085106382979,1.3800000000000001,0.6382978723404256,0.6,11.914893617021276,11.2,49.12765957446881,35.10638297872413,33.00000000000068,0.0,0.0,269.5,2083.92,0.0,-33.00000000000068,15.399999999999999,-0.5,9.81
3138,0.0,0.0,1.553191489361702,1.46,0.6382978723404256,0.6,12.553191489361703,11.8,49.85106382978796,35.10638297872413,33.00000000000068,0.0,0.0,270.05,2083.92,2.0,-33.00000000000068,16.4,-0.3,9.81
3139,0.0,0.0,1.6276595744680853,1.53,0.5319148936170213,0.5,9.361702127659575,8.8,49.81914893617167,38.297872340426984,36.000000000001364,0.0,0.0,270.65000000000003,2083.92,0.0,-36.000000000001364,13.3,0.0,9.81
3140,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,9.574468085106384,9.0,49.54255319148719,38.29787234042335,35.999999999997954,0.0,0.0,271.25,2083.92,0.0,-35.999999999997954,13.3,0.0,9.81
3141,0.0,0.0,1.0531914893617023,0.99,0.6382978723404256,0.6,10.319148936170212,9.7,47.117021276596475,35.10638297872413,33.00000000000068,0.0,0.0,271.8,2083.92,-1.0,-33.00000000000068,14.4,-0.1,9.81
3142,0.0,0.0,0.946808510638298,0.89,0.6382978723404256,0.6,10.531914893617023,9.9,47.22340425531988,35.10638297872413,33.00000000000068,0.0,0.0,272.35,2083.92,0.0,-33.00000000000068,14.4,-0.1,9.81
3143,0.0,0.0,0.946808510638298,0.89,0.6382978723404256,0.6,11.808510638297873,11.1,48.500000000000725,35.10638297872413,33.00000000000068,0.0,0.0,272.90000000000003,2083.92,-1.0,-33.00000000000068,15.399999999999999,0.0,9.81
3144,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,13.085106382978726,12.3,49.765957446805615,35.106382978720504,32.99999999999727,0.0,0.0,273.45,2083.92,0.0,-32.99999999999727,16.4,0.0,9.81
3145,0.0,0.0,0.9680851063829786,0.9099999999999999,0.6382978723404256,0.6,14.042553191489361,13.2,47.56382978723404,31.914893617021278,30.0,0.0,0.0,273.95,2083.92,-1.0,-30.0,13.4,0.0,9.81
3146,0.0,0.0,0.9574468085106385,0.9,0.5319148936170213,0.5,8.723404255319148,8.2,48.5106382978738,38.297872340426984,36.000000000001364,0.0,0.0,274.55,2083.92,0.0,-36.000000000001364,12.3,0.0,9.81
3147,0.0,0.0,0.9255319148936169,0.8699999999999999,0.6382978723404256,0.6,8.723404255319148,8.2,48.58510638298018,38.297872340426984,36.000000000001364,0.0,0.0,275.15000000000003,2083.92,0.0,-36.000000000001364,12.3,0.0,9.81
3148,0.0,0.0,0.9255319148936169,0.8699999999999999,0.5319148936170213,0.5,8.936170212765958,8.4,48.69148936169995,38.29787234042335,35.999999999997954,0.0,0.0,275.75,2083.92,0.0,-35.999999999997954,12.3,0.0,9.81
3149,0.0,0.0,0.9680851063829786,0.9099999999999999,0.5319148936170213,0.5,9.787234042553191,9.2,49.58510638298018,38.297872340426984,36.000000000001364,0.0,0.0,276.35,2083.92,0.0,-36.000000000001364,12.3,0.0,9.81
3150,0.0,0.0,2.021276595744681,1.8999999999999997,0.5319148936170213,0.5,10.95744680851064,10.3,48.617021276596475,35.10638297872413,33.00000000000068,0.0,0.0,276.90000000000003,2083.92,0.0,-33.00000000000068,15.399999999999999,-0.2,8.1
3151,0.0,0.0,1.9893617021276595,1.8699999999999999,0.5319148936170213,0.5,11.914893617021276,11.2,49.542553191486455,35.106382978720504,32.99999999999727,0.0,0.0,277.45,2083.92,0.0,-32.99999999999727,16.4,-0.4,8.1
3152,0.0,0.0,0.9787234042553191,0.9199999999999999,0.5319148936170213,0.5,12.23404255319149,11.5,48.85106382978796,35.10638297872413,33.00000000000068,0.0,0.0,278.0,2083.92,0.0,-33.00000000000068,15.399999999999999,-0.4,8.1
3153,0.0,0.0,0.9255319148936169,0.8699999999999999,0.5319148936170213,0.5,8.829787234042554,8.3,48.58510638298018,38.297872340426984,36.000000000001364,0.0,0.0,278.6,2083.92,0.0,-36.000000000001364,12.3,-0.3,8.1
3154,0.0,0.0,1.0744680851063828,1.01,0.5319148936170213,0.5,8.936170212765958,8.4,48.840425531912715,38.29787234042335,35.999999999997954,0.0,0.0,279.2,2083.92,0.0,-35.999999999997954,12.3,-0.3,8.1
3155,0.0,0.0,1.0319148936170213,0.97,0.5319148936170213,0.5,9.148936170212767,8.6,49.0106382978738,38.297872340426984,36.000000000001364,0.0,0.0,279.8,2083.92,0.0,-36.000000000001364,12.3,-0.2,8.1
3156,0.0,0.0,1.0106382978723405,0.9499999999999998,0.5319148936170213,0.5,9.25531914893617,8.7,49.09574468085252,38.297872340426984,36.000000000001364,0.0,0.0,280.40000000000003,2083.92,0.0,-36.000000000001364,12.3,-0.1,8.1
3157,0.0,0.0,1.0212765957446808,0.96,0.5319148936170213,0.5,10.851063829787233,10.2,47.510638297869434,35.106382978720504,32.99999999999727,0.0,0.0,280.95,2083.92,1.0,-32.99999999999727,14.4,0.0,8.1
3158,0.0,0.0,0.9680851063829786,0.9099999999999999,0.5319148936170213,0.5,13.617021276595747,12.8,47.03191489361702,31.914893617021278,30.0,0.0,0.0,281.45,2083.92,0.0,-30.0,16.4,0.0,8.1
3159,0.0,0.0,0.946808510638298,0.89,0.5319148936170213,0.5,12.553191489361703,11.8,49.13829787234115,35.10638297872413,33.00000000000068,0.0,0.0,282.0,2083.92,-1.0,-33.00000000000068,17.5,0.1,8.1
3160,0.0,0.0,0.9361702127659576,0.8800000000000001,0.5319148936170213,0.5,9.680851063829788,9.1,49.446808510639755,38.297872340426984,36.000000000001364,0.0,0.0,282.6,2083.92,0.0,-36.000000000001364,13.4,0.0,8.1
3161,0.0,0.0,0.9574468085106385,0.9,0.5319148936170213,0.5,9.680851063829788,9.1,49.468085106380805,38.29787234042335,35.999999999997954,0.0,0.0,283.2,2083.92,0.0,-35.999999999997954,13.4,0.0,8.1
3162,0.0,0.0,0.9148936170212767,0.86,0.5319148936170213,0.5,9.787234042553191,9.2,49.53191489361848,38.297872340426984,36.000000000001364,0.0,0.0,283.8,2083.92,0.0,-36.000000000001364,13.4,0.0,8.1
3163,0.0,0.0,0.9148936170212767,0.86,0.5319148936170213,0.5,9.893617021276597,9.3,49.63829787234188,38.297872340426984,36.000000000001364,0.0,0.0,284.40000000000003,2083.92,0.0,-36.000000000001364,13.4,0.0,8.1
3164,0.0,0.0,0.9893617021276597,0.93,0.5319148936170213,0.5,11.914893617021276,11.2,48.542553191486455,35.106382978720504,32.99999999999727,0.0,0.0,284.95,2083.92,0.0,-32.99999999999727,15.399999999999999,0.0,8.1
3165,0.0,0.0,3.2127659574468086,3.02,0.5319148936170213,0.5,12.021276595744684,11.3,47.680851063829785,31.914893617021278,30.0,0.0,0.0,285.45,2056.5,0.0,-30.0,17.5,0.0,8.1
3166,0.0,0.0,3.276595744680851,3.08,0.5319148936170213,0.5,8.936170212765958,8.4,47.85106382978796,35.10638297872413,33.00000000000068,0.0,0.0,286.0,2056.5,-1.0,-33.00000000000068,17.4,0.0,8.1
3167,0.0,0.0,3.2446808510638294,3.05,0.5319148936170213,0.5,8.936170212765958,8.4,47.81914893617094,35.10638297872413,33.00000000000068,0.0,0.0,286.55,2056.5,0.0,-33.00000000000068,14.4,0.0,8.1
3168,0.0,0.0,1.5638297872340428,1.47,0.5319148936170213,0.5,8.936170212765958,8.4,49.32978723404401,38.297872340426984,36.000000000001364,0.0,0.0,287.15000000000003,2056.5,0.0,-36.000000000001364,13.4,0.0,8.1
3169,0.0,0.0,1.574468085106383,1.48,0.5319148936170213,0.5,9.148936170212767,8.6,49.55319148935953,38.29787234042335,35.999999999997954,0.0,0.0,287.75,2056.5,0.0,-35.999999999997954,13.4,0.0,8.1
3170,0.0,0.0,1.6170212765957448,1.52,0.5319148936170213,0.5,10.319148936170212,9.7,47.574468085107114,35.10638297872413,33.00000000000068,0.0,0.0,288.3,2056.5,0.0,-33.00000000000068,14.4,0.0,8.1
3171,0.0,0.0,1.6595744680851068,1.56,0.5319148936170213,0.5,11.170212765957446,10.5,48.468085106383704,35.10638297872413,33.00000000000068,0.0,0.0,288.85,2056.5,1.0,-33.00000000000068,15.399999999999999,0.3,8.1
3172,0.0,0.0,1.6170212765957448,1.52,0.5319148936170213,0.5,13.936170212765958,13.1,48.0,31.914893617021278,30.0,0.0,0.0,289.35,2056.5,0.0,-30.0,17.5,0.6,8.1
3173,0.0,0.0,1.6170212765957448,1.52,0.5319148936170213,0.5,8.936170212765958,8.4,49.38297872340208,38.29787234042335,35.999999999997954,0.0,0.0,289.95,2056.5,0.0,-35.999999999997954,15.399999999999999,0.7,8.1
3174,0.0,0.0,1.5425531914893618,1.45,0.5319148936170213,0.5,8.829787234042554,8.3,49.20212765957593,38.297872340426984,36.000000000001364,0.0,0.0,290.55,2056.5,0.0,-36.000000000001364,13.4,0.9,8.1
3175,0.0,0.0,1.5425531914893618,1.45,0.6382978723404256,0.6,8.936170212765958,8.4,49.414893617022734,38.297872340426984,36.000000000001364,0.0,0.0,291.15000000000003,2056.5,0.0,-36.000000000001364,13.3,1.2,8.1
3176,0.0,0.0,1.468085106382979,1.3800000000000001,0.6382978723404256,0.6,9.148936170212767,8.6,49.55319148935953,38.29787234042335,35.999999999997954,0.0,0.0,291.75,2056.5,0.0,-35.999999999997954,13.3,1.4,8.1
3177,0.0,0.0,1.5319148936170215,1.44,0.6382978723404256,0.6,9.574468085106384,9.0,46.85106382978796,35.10638297872413,33.00000000000068,0.0,0.0,292.3,2056.5,0.0,-33.00000000000068,13.3,1.6,8.1
3178,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,11.489361702127662,10.8,48.72340425531988,35.10638297872413,33.00000000000068,0.0,0.0,292.85,2056.5,0.0,-33.00000000000068,15.399999999999999,1.8,8.1
3179,0.0,0.0,1.4148936170212767,1.33,0.6382978723404256,0.6,12.340425531914894,11.6,49.50000000000073,35.10638297872413,33.00000000000068,0.0,0.0,293.40000000000003,2056.5,0.0,-33.00000000000068,16.4,2.2,8.1
3180,0.0,0.0,1.468085106382979,1.3800000000000001,0.6382978723404256,0.6,13.297872340425533,12.5,47.319148936170215,31.914893617021278,30.0,0.0,0.0,293.90000000000003,2056.5,-1.0,-30.0,17.4,2.8,7.7
3181,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,10.212765957446809,9.6,46.91489361701837,35.106382978720504,32.99999999999727,0.0,0.0,294.45,2056.5,1.0,-32.99999999999727,13.3,3.1,7.7
3182,0.0,0.0,2.0744680851063833,1.9500000000000002,0.6382978723404256,0.6,10.425531914893618,9.8,48.24468085106456,35.10638297872413,33.00000000000068,0.0,0.0,295.0,2056.5,0.0,-33.00000000000068,15.399999999999999,3.7,7.7
3183,0.0,0.0,2.0531914893617027,1.9300000000000002,0.6382978723404256,0.6,9.787234042553191,9.2,47.585106382979454,35.10638297872413,33.00000000000068,0.0,0.0,295.55,2056.5,0.0,-33.00000000000068,14.4,4.0,7.7
3184,0.0,0.0,0.9787234042553191,0.9199999999999999,0.6382978723404256,0.6,11.170212765957446,10.5,47.89361702127732,35.10638297872413,33.00000000000068,0.0,0.0,296.1,2056.5,0.0,-33.00000000000068,14.4,4.5,7.7
3185,0.0,0.0,1.095744680851064,1.03,0.6382978723404256,0.6,12.340425531914894,11.6,49.18085106383052,35.10638297872413,33.00000000000068,0.0,0.0,296.65000000000003,2056.5,-1.0,-33.00000000000068,15.399999999999999,5.0,7.7
3186,0.0,0.0,1.0744680851063828,1.01,0.6382978723404256,0.6,13.404255319148938,12.6,47.03191489361702,31.914893617021278,30.0,0.0,0.0,297.15000000000003,2056.5,0.0,-30.0,16.5,5.7,7.7
3187,0.0,0.0,1.0744680851063828,1.01,0.6382978723404256,0.6,8.829787234042554,8.3,48.840425531912715,38.29787234042335,35.999999999997954,0.0,0.0,297.75,2056.5,0.0,-35.999999999997954,13.4,6.2,7.7
3188,0.0,0.0,1.0851063829787235,1.02,0.6382978723404256,0.6,8.829787234042554,8.3,48.85106382978869,38.297872340426984,36.000000000001364,0.0,0.0,298.35,2056.5,0.0,-36.000000000001364,12.3,6.8,7.7
3189,0.0,0.0,1.0744680851063828,1.01,0.6382978723404256,0.6,8.936170212765958,8.4,48.946808510636124,38.29787234042335,35.999999999997954,0.0,0.0,298.95,2056.5,0.0,-35.999999999997954,12.3,7.3,7.7
3190,0.0,0.0,1.0106382978723405,0.9499999999999998,0.6382978723404256,0.6,9.148936170212767,8.6,49.09574468085252,38.297872340426984,36.000000000001364,0.0,0.0,299.55,2056.5,0.0,-36.000000000001364,13.3,7.9,7.7
3191,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,10.106382978723405,9.5,49.978723404256776,38.297872340426984,36.000000000001364,0.0,0.0,300.15000000000003,2056.5,0.0,-36.000000000001364,13.3,8.4,7.7
3192,0.0,0.0,1.5638297872340428,1.47,0.6382978723404256,0.6,11.170212765957446,10.5,48.47872340425242,35.106382978720504,32.99999999999727,0.0,0.0,300.7,2056.5,0.0,-32.99999999999727,15.399999999999999,9.0,7.7
3193,0.0,0.0,1.8191489361702131,1.7100000000000002,0.6382978723404256,0.6,12.446808510638297,11.7,46.819148936170215,31.914893617021278,30.0,0.0,0.0,301.2,2056.5,0.0,-30.0,16.4,9.6,7.7
3194,0.0,0.0,1.5106382978723405,1.42,0.6382978723404256,0.6,12.127659574468087,11.4,49.38297872340498,35.10638297872413,33.00000000000068,0.0,0.0,301.75,2056.5,-1.0,-33.00000000000068,16.4,10.3,7.7
3195,0.0,0.0,1.521276595744681,1.4300000000000002,0.6382978723404256,0.6,9.680851063829788,9.1,46.94680851063902,35.10638297872413,33.00000000000068,0.0,0.0,302.3,2056.5,0.0,-33.00000000000068,13.4,11.0,7.7
3196,0.0,0.0,1.4893617021276595,1.4,0.6382978723404256,0.6,9.787234042553191,9.2,47.021276595745405,35.10638297872413,33.00000000000068,0.0,0.0,302.85,2056.5,0.0,-33.00000000000068,14.4,11.5,7.7
3197,0.0,0.0,1.457446808510638,1.3699999999999999,0.6382978723404256,0.6,9.361702127659575,8.8,49.75531914893399,38.29787234042335,35.999999999997954,0.0,0.0,303.45,2056.5,0.0,-35.999999999997954,13.4,11.9,7.7
3198,0.0,0.0,1.446808510638298,1.3599999999999999,0.6382978723404256,0.6,10.106382978723405,9.5,47.29787234042626,35.10638297872413,33.00000000000068,0.0,0.0,304.0,2056.5,0.0,-33.00000000000068,14.4,12.8,7.7
3199,0.0,0.0,1.5,1.41,0.6382978723404256,0.6,12.127659574468087,11.4,49.37234042553264,35.10638297872413,33.00000000000068,0.0,0.0,304.55,2056.5,0.0,-33.00000000000068,15.399999999999999,13.6,7.7
3200,0.0,0.0,0.9255319148936169,0.8699999999999999,0.6382978723404256,0.6,13.72340425531915,12.9,47.20212765957447,31.914893617021278,30.0,0.0,0.0,305.05,2056.5,0.0,-30.0,17.5,14.5,7.7
3201,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,10.425531914893618,9.8,47.2021276595752,35.10638297872413,33.00000000000068,0.0,0.0,305.6,2056.5,0.0,-33.00000000000068,12.3,15.6,7.7
3202,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,9.042553191489361,8.5,49.010638297870166,38.29787234042335,35.999999999997954,0.0,0.0,306.2,2056.5,1.0,-35.999999999997954,12.4,16.6,7.7
3203,0.0,0.0,1.0319148936170213,0.97,0.6382978723404256,0.6,9.787234042553191,9.2,49.75531914893763,38.297872340426984,36.000000000001364,0.0,0.0,306.8,2056.5,0.0,-36.000000000001364,13.4,17.3,7.7
3204,0.0,0.0,1.0000000000000002,0.9400000000000002,0.6382978723404256,0.6,10.000000000000002,9.4,49.936170212767415,38.297872340426984,36.000000000001364,0.0,0.0,307.40000000000003,2056.5,0.0,-36.000000000001364,13.4,18.2,7.7
3205,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,11.276595744680852,10.6,47.97872340425605,35.10638297872413,33.00000000000068,0.0,0.0,307.95000000000005,2056.5,0.0,-33.00000000000068,14.4,18.9,7.7
3206,0.0,0.0,0.9255319148936169,0.8699999999999999,0.6382978723404256,0.6,12.340425531914894,11.6,49.010638297869434,35.106382978720504,32.99999999999727,0.0,0.0,308.5,2056.5,0.0,-32.99999999999727,15.399999999999999,19.8,7.7
3207,0.0,0.0,0.9574468085106385,0.9,0.6382978723404256,0.6,12.446808510638297,11.7,49.148936170213496,35.10638297872413,33.00000000000068,0.0,0.0,309.05,2056.5,0.0,-33.00000000000068,16.5,20.6,7.7
3208,0.0,0.0,0.9680851063829786,0.9099999999999999,0.6382978723404256,0.6,8.936170212765958,8.4,48.840425531916345,38.297872340426984,36.000000000001364,0.0,0.0,309.65000000000003,2056.5,0.0,-36.000000000001364,13.4,21.4,7.7
3209,0.0,0.0,0.946808510638298,0.89,0.6382978723404256,0.6,8.936170212765958,8.4,48.819148936168034,38.29787234042335,35.999999999997954,0.0,0.0,310.25,2056.5,0.0,-35.999999999997954,12.3,22.2,7.7
3210,0.0,0.0,0.9361702127659576,0.8800000000000001,0.6382978723404256,0.6,9.042553191489361,8.5,48.914893617022734,38.297872340426984,36.000000000001364,0.0,0.0,310.85,2056.5,0.0,-36.000000000001364,12.3,23.1,7.54
3211,0.0,0.0,0.946808510638298,0.89,0.6382978723404256,0.6,9.361702127659575,8.8,49.24468085106528,38.297872340426984,36.000000000001364,0.0,0.0,311.45000000000005,2056.5,0.0,-36.000000000001364,13.3,23.9,7.54
