k,gP1,gP2,dA1,dA2,dB1,dB2,dC1,dC2,s,v,xFC1,xFC2,xFD1,xFD2,bF,bF_actual,s_actual,xFD1_xFC2,xFD1_xFC2_actual,solar_radiation
6042,0.0,0.0,1.4795918367346939,1.45,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.360266555601832,10.153061224489795,557.5741250592017,685.5,0.0,10.360266555601832,12.4,-1.2
6043,0.0,0.0,1.7653061224489797,1.73,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.651811745106205,10.438775510204081,557.3960372893249,685.5,0.0,10.651811745106205,12.4,-1.4
6044,0.0,0.0,1.510204081632653,1.48,0.7142857142857142,0.7,8.061224489795919,7.900000000000001,0.0,0.0,0.0,0.0,10.495626822157433,10.285714285714286,557.220552779585,685.5,0.0,10.495626822157433,12.4,-1.7
6045,0.0,0.0,1.5612244897959187,1.53,0.6122448979591837,0.6,9.183673469387756,9.0,0.0,0.0,0.0,0.0,11.588921282798834,11.357142857142858,557.0268468709855,685.5,1.0,11.588921282798834,12.4,-1.4
6046,0.0,0.0,1.5408163265306123,1.51,0.7142857142857142,0.7,9.387755102040815,9.2,0.0,0.0,0.0,0.0,11.880466472303207,11.642857142857142,556.8282820696003,685.5,-2.0,11.880466472303207,14.4,-1.3
6047,0.0,0.0,1.489795918367347,1.46,0.7142857142857142,0.7,8.877551020408163,8.7,0.0,0.0,0.0,0.0,11.307788421491045,11.081632653061224,556.63926210096,685.5,1.0,11.307788421491045,12.4,-1.6
6048,0.0,0.0,1.8979591836734697,1.86,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.57892544773011,10.367346938775508,556.4623900375691,685.5,-1.0,10.57892544773011,13.3,-1.6
6049,0.0,0.0,2.224489795918368,2.18,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.912119950020823,10.693877551020407,556.2799649093454,685.5,1.0,10.912119950020823,12.3,-1.5
6050,0.0,0.0,2.479591836734694,2.43,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,11.380674718867139,11.153061224489797,556.0897307173993,685.5,0.0,11.380674718867139,13.4,-1.4
6051,0.0,0.0,1.8775510204081631,1.8399999999999999,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.76634735526864,10.551020408163266,555.9097355050808,685.5,1.0,10.76634735526864,12.4,-1.7
6052,0.0,0.0,1.8673469387755104,1.83,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.755935027072054,10.540816326530612,555.7299140115607,685.5,-1.0,10.755935027072054,13.4,-1.8
6053,0.0,0.0,1.6020408163265305,1.5699999999999998,0.7142857142857142,0.7,9.591836734693878,9.4,0.0,0.0,0.0,0.0,12.15118700541441,11.908163265306122,555.5268384982231,685.5,1.0,12.15118700541441,12.4,-2.1
6054,0.0,0.0,1.795918367346939,1.7600000000000002,0.7142857142857142,0.7,10.714285714285715,10.5,0.0,0.0,0.0,0.0,13.494377342773845,13.224489795918368,555.3013766823384,685.5,2.0,13.494377342773845,13.4,-1.6
6055,0.0,0.0,1.7448979591836737,1.7100000000000002,0.7142857142857142,0.7,9.285714285714286,9.1,0.0,0.0,0.0,0.0,11.984589754269056,11.744897959183675,555.1010782183905,685.5,-2.0,11.984589754269056,15.399999999999999,-1.9
6056,0.0,0.0,1.816326530612245,1.78,0.7142857142857142,0.7,8.979591836734693,8.8,0.0,0.0,0.0,0.0,11.745106205747605,11.510204081632653,554.9047713472165,685.5,1.0,11.745106205747605,13.4,-1.9
6057,0.0,0.0,1.7857142857142858,1.75,0.7142857142857142,0.7,8.36734693877551,8.2,0.0,0.0,0.0,0.0,11.089129529362767,10.86734693877551,554.7193976169558,685.5,0.0,11.089129529362767,12.4,-1.9
6058,0.0,0.0,2.357142857142857,2.31,0.7142857142857142,0.7,8.36734693877551,8.2,0.0,0.0,0.0,0.0,11.672219908371511,11.43877551020408,554.5243058990853,685.5,2.0,11.672219908371511,12.4,-1.8
6059,0.0,0.0,3.1122448979591835,3.05,0.7142857142857142,0.7,8.571428571428573,8.4,0.0,0.0,0.0,0.0,12.65097875885048,12.39795918367347,554.3129017287986,685.5,0.0,12.65097875885048,14.4,-1.8
6060,0.0,0.0,3.142857142857143,3.08,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,11.9533527696793,11.714285714285714,554.1131248697355,685.5,-1.0,11.9533527696793,14.4,-1.8
6061,0.0,0.0,1.5510204081632653,1.52,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,10.329029571012077,10.122448979591836,553.9404202637605,685.5,0.0,10.329029571012077,13.4,-1.7
6062,0.0,0.0,1.8877551020408163,1.85,0.7142857142857142,0.7,8.16326530612245,8.0,0.0,0.0,0.0,0.0,10.98500624739692,10.76530612244898,553.7567828858836,685.5,-1.0,10.98500624739692,13.4,-1.9
6063,0.0,0.0,1.622448979591837,1.59,0.7142857142857142,0.7,9.183673469387756,9.0,0.0,0.0,0.0,0.0,11.75551853394419,11.520408163265307,553.5603038202016,685.5,0.0,11.75551853394419,13.4,-2.2
6064,0.0,0.0,1.4795918367346939,1.45,0.7142857142857142,0.7,7.653061224489796,7.5,0.0,0.0,0.0,0.0,10.04789670970429,9.846938775510203,553.392285314736,685.5,-1.0,10.04789670970429,13.4,-1.8
6065,0.0,0.0,1.5714285714285714,1.54,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.2457309454394,10.040816326530612,553.2209697400266,685.5,0.0,10.2457309454394,12.4,-1.9
6066,0.0,0.0,1.5510204081632653,1.52,0.7142857142857142,0.7,8.469387755102042,8.3,0.0,0.0,0.0,0.0,10.953769262807164,10.73469387755102,553.03785369801,685.5,0.0,10.953769262807164,12.4,-1.7
6067,0.0,0.0,1.4795918367346939,1.45,0.7142857142857142,0.7,8.571428571428573,8.4,0.0,0.0,0.0,0.0,10.98500624739692,10.76530612244898,552.8542172226997,685.5,1.0,10.98500624739692,12.4,-1.2
6068,0.0,0.0,1.5204081632653061,1.49,0.7142857142857142,0.7,8.571428571428573,8.4,0.0,0.0,0.0,0.0,11.026655560183258,10.806122448979593,552.6698867758128,685.5,0.0,11.026655560183258,13.5,-1.2
6069,0.0,0.0,1.8265306122448979,1.7899999999999998,0.7142857142857142,0.7,8.571428571428573,8.4,0.0,0.0,0.0,0.0,11.339025406080799,11.112244897959183,552.4803503491579,685.5,3.0,11.339025406080799,12.4,-1.4
6070,0.0,0.0,3.8367346938775517,3.7600000000000007,0.7142857142857142,0.7,10.408163265306122,10.2,0.0,0.0,0.0,0.0,15.264473136193255,14.959183673469388,552.2253899832043,685.5,1.0,15.264473136193255,15.500000000000002,-1.4
6071,0.0,0.0,3.8367346938775517,3.7600000000000007,0.7142857142857142,0.7,8.16326530612245,8.0,0.0,0.0,0.0,0.0,12.973760932944607,12.714285714285715,552.0086084089319,685.5,-3.0,12.973760932944607,17.5,-1.0
6072,0.0,0.0,3.5,3.4299999999999997,0.7142857142857142,0.7,8.16326530612245,8.0,0.0,0.0,0.0,0.0,12.630154102457311,12.377551020408164,551.7975538319491,685.5,0.0,12.630154102457311,14.5,-1.0
6073,0.0,0.0,1.2142857142857142,1.19,0.7142857142857142,0.7,7.653061224489796,7.5,0.0,0.0,0.0,0.0,9.777176176593086,9.581632653061224,551.6340490981188,658.0799999999999,-1.0,9.777176176593086,12.4,-1.2
6074,0.0,0.0,3.4183673469387754,3.35,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,12.130362349021238,11.887755102040815,551.4313247582527,658.0799999999999,3.0,12.130362349021238,11.4,-1.0
6075,0.0,0.0,3.816326530612245,3.7399999999999998,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,12.536443148688047,12.285714285714285,551.2218326077831,658.0799999999999,0.0,12.536443148688047,14.5,-0.9
6076,0.0,0.0,3.6836734693877555,3.6100000000000003,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,12.505206164098293,12.255102040816327,551.0128612832154,658.0799999999999,0.0,12.505206164098293,14.4,-1.2
6077,0.0,0.0,4.387755102040817,4.3,0.7142857142857142,0.7,8.571428571428573,8.4,0.0,0.0,0.0,0.0,13.952519783423577,13.673469387755103,550.7797682739638,658.0799999999999,1.0,13.952519783423577,14.5,-1.1
6078,0.0,0.0,4.428571428571429,4.34,0.7142857142857142,0.7,9.489795918367347,9.3,0.0,0.0,0.0,0.0,14.931278633902542,14.63265306122449,550.530362850297,658.0799999999999,3.0,14.931278633902542,13.4,-1.3
6079,0.0,0.0,5.183673469387755,5.08,0.6122448979591837,0.6,9.591836734693878,9.4,0.0,0.0,0.0,0.0,15.701790920449817,15.387755102040819,550.2681158045933,658.0799999999999,1.0,15.701790920449817,16.5,-1.3
6080,0.0,0.0,5.1020408163265305,5.0,0.7142857142857142,0.7,7.653061224489796,7.5,0.0,0.0,0.0,0.0,13.744273219491879,13.46938775510204,550.0384943161527,658.0799999999999,-2.0,13.744273219491879,17.5,-1.5
6081,0.0,0.0,2.1530612244897966,2.1100000000000003,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.839233652644731,10.622448979591836,549.8572903834475,658.0799999999999,-1.0,10.839233652644731,15.399999999999999,-1.3
6082,0.0,0.0,2.13265306122449,2.09,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,10.92253227821741,10.704081632653061,549.6746983215203,658.0799999999999,1.0,10.92253227821741,12.4,-1.6
6083,0.0,0.0,2.9591836734693877,2.9,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,11.870054144106621,11.63265306122449,549.4763144110868,658.0799999999999,0.0,11.870054144106621,13.4,-1.5
6084,0.0,0.0,3.13265306122449,3.07,0.6122448979591837,0.6,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,11.942940441482715,11.704081632653061,549.2767159274143,658.0799999999999,1.0,11.942940441482715,13.4,-1.5
6085,0.0,0.0,2.1428571428571432,2.1,0.7142857142857142,0.7,8.775510204081634,8.6,0.0,0.0,0.0,0.0,11.870054144106623,11.632653061224492,549.0783324149634,658.0799999999999,-1.0,11.870054144106623,14.4,-1.5
6086,0.0,0.0,1.6020408163265305,1.5699999999999998,0.7142857142857142,0.7,10.918367346938775,10.7,0.0,0.0,0.0,0.0,13.504789670970426,13.234693877551019,548.8527035087814,658.0799999999999,-1.0,13.504789670970426,14.5,-1.4
6087,0.0,0.0,1.4081632653061227,1.3800000000000001,0.7142857142857142,0.7,7.448979591836735,7.3,0.0,0.0,0.0,0.0,9.7667638483965,9.571428571428571,548.6893752586045,658.0799999999999,-2.0,9.7667638483965,13.5,-1.4
6088,0.0,0.0,1.4285714285714284,1.4,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,0.0,0.0,9.891711786755518,9.693877551020408,548.5239647061167,658.0799999999999,1.0,9.891711786755518,11.4,-1.4
6089,0.0,0.0,1.3163265306122451,1.29,0.7142857142857142,0.7,8.36734693877551,8.2,0.0,0.0,0.0,0.0,10.610162432319866,10.397959183673468,548.3465801416132,658.0799999999999,0.0,10.610162432319866,12.4,-1.1
6090,0.0,0.0,1.653061224489796,1.6199999999999999,0.7142857142857142,0.7,8.469387755102042,8.3,0.0,0.0,0.0,0.0,11.057892544773011,10.83673469387755,548.1617335859536,658.0799999999999,0.0,11.057892544773011,12.4,-1.4
6091,0.0,0.0,1.3163265306122451,1.29,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,10.08954602249063,9.887755102040817,547.9930263238451,658.0799999999999,0.0,10.08954602249063,12.4,-1.1
6092,0.0,0.0,1.2653061224489797,1.24,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.141607663473554,9.938775510204081,547.8234515364276,658.0799999999999,0.0,10.141607663473554,12.4,-1.1
6093,0.0,0.0,1.5408163265306123,1.51,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,10.318617242815494,10.112244897959183,547.650926758929,658.0799999999999,0.0,10.318617242815494,12.4,-1.6
6094,0.0,0.0,1.6326530612244898,1.6,0.7142857142857142,0.7,8.469387755102042,8.3,0.0,0.0,0.0,0.0,11.037067888379845,10.816326530612248,547.4664279765292,658.0799999999999,1.0,11.037067888379845,12.4,-1.5
6095,0.0,0.0,1.8979591836734697,1.86,0.7142857142857142,0.7,9.387755102040815,9.2,0.0,0.0,0.0,0.0,12.244897959183673,11.999999999999998,547.2617988774482,658.0799999999999,1.0,12.244897959183673,13.4,-1.5
6096,0.0,0.0,1.5510204081632653,1.52,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,0.0,0.0,10.016659725114534,9.816326530612244,547.0943072868973,658.0799999999999,-2.0,10.016659725114534,13.4,-1.8
6097,0.0,0.0,1.8367346938775513,1.8,0.7142857142857142,0.7,7.653061224489796,7.5,0.0,0.0,0.0,0.0,10.412328196584758,10.204081632653063,546.9202213893136,658.0799999999999,1.0,10.412328196584758,11.4,-1.2
6098,0.0,0.0,1.9183673469387759,1.8800000000000003,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.599750104123281,10.387755102040815,546.7430119673569,658.0799999999999,1.0,10.599750104123281,12.4,-1.1
6099,0.0,0.0,1.9081632653061225,1.8699999999999999,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.797584339858394,10.581632653061225,546.5625054853472,658.0799999999999,-1.0,10.797584339858394,13.5,-1.1
6100,0.0,0.0,1.2551020408163267,1.23,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.13119533527697,9.92857142857143,546.3931056672537,658.0799999999999,0.0,10.13119533527697,12.4,-1.3
6101,0.0,0.0,1.183673469387755,1.16,0.7142857142857142,0.7,9.183673469387756,9.0,0.0,0.0,0.0,0.0,11.307788421491045,11.081632653061224,546.2040961337899,658.0799999999999,0.0,11.307788421491045,12.4,-1.1
6102,0.0,0.0,1.7244897959183674,1.69,0.7142857142857142,0.7,10.612244897959183,10.4,0.0,0.0,0.0,0.0,13.317367763431905,13.051020408163266,545.9815938003032,658.0799999999999,3.0,13.317367763431905,12.4,-1.6
6103,0.0,0.0,1.7755102040816322,1.7399999999999998,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,0.0,0.0,10.245730945439401,10.040816326530614,545.8102856362854,658.0799999999999,-3.0,10.245730945439401,15.500000000000002,-1.6
6104,0.0,0.0,1.7857142857142858,1.75,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,0.0,0.0,10.256143273635985,10.051020408163264,545.6388041047725,658.0799999999999,0.0,10.256143273635985,12.4,-1.3
6105,0.0,0.0,1.7857142857142858,1.75,0.6122448979591837,0.6,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.360266555601832,10.153061224489795,545.4655873567083,658.0799999999999,0.0,10.360266555601832,12.4,-1.6
6106,0.0,0.0,3.0102040816326534,2.95,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,11.71386922115785,11.479591836734693,545.2698107374349,658.0799999999999,1.0,11.71386922115785,12.4,-1.7
6107,0.0,0.0,2.7653061224489797,2.71,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,11.672219908371513,11.438775510204081,545.0747284691513,658.0799999999999,0.0,11.672219908371513,13.5,-1.5
6108,0.0,0.0,1.7551020408163265,1.72,0.7142857142857142,0.7,8.061224489795919,7.900000000000001,0.0,0.0,0.0,0.0,10.745522698875469,10.53061224489796,544.8950913494415,658.0799999999999,-1.0,10.745522698875469,13.5,-1.7
6109,0.0,0.0,1.704081632653061,1.67,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.589337775926698,10.377551020408164,544.718057491418,658.0799999999999,0.0,10.589337775926698,12.4,-1.6
6110,0.0,0.0,1.5816326530612246,1.55,0.7142857142857142,0.7,9.081632653061224,8.9,0.0,0.0,0.0,0.0,11.609745939192004,11.377551020408164,544.5240170077072,658.0799999999999,1.0,11.609745939192004,12.4,-1.5
6111,0.0,0.0,1.510204081632653,1.48,0.7142857142857142,0.7,9.387755102040815,9.2,0.0,0.0,0.0,0.0,11.849229487713451,11.612244897959181,544.3259853255616,658.0799999999999,-1.0,11.849229487713451,14.4,-1.4
6112,0.0,0.0,1.5306122448979593,1.5,0.7142857142857142,0.7,8.775510204081634,8.6,0.0,0.0,0.0,0.0,11.24531445231154,11.020408163265309,544.1380190920378,658.0799999999999,-1.0,11.24531445231154,13.5,-1.6
6113,0.0,0.0,1.5306122448979593,1.5,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,0.0,0.0,9.995835068721368,9.795918367346939,543.9708777028733,658.0799999999999,-2.0,9.995835068721368,13.4,-1.3
6114,0.0,0.0,1.8367346938775513,1.8,0.6122448979591837,0.6,7.653061224489796,7.5,0.0,0.0,0.0,0.0,10.30820491461891,10.102040816326532,543.7985303167519,658.0799999999999,1.0,10.30820491461891,11.4,-1.4
6115,0.0,0.0,1.5510204081632653,1.52,0.6122448979591837,0.6,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.120783007080382,9.918367346938775,543.6293068014369,658.0799999999999,1.0,10.120783007080382,12.4,-1.6
6116,0.0,0.0,3.979591836734694,3.9000000000000004,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,12.807163681799251,12.551020408163266,543.4153104441001,658.0799999999999,1.0,12.807163681799251,13.5,-1.7
6117,0.0,0.0,3.3775510204081636,3.31,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,12.296959600166598,12.051020408163266,543.2098177021203,658.0799999999999,-1.0,12.296959600166598,15.500000000000002,-1.9
6118,0.0,0.0,4.704081632653061,4.61,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,13.650562265722616,13.377551020408164,542.9817651212072,658.0799999999999,1.0,13.650562265722616,14.5,-1.6
6119,0.0,0.0,5.000000000000001,4.9,0.7142857142857142,0.7,8.36734693877551,8.2,0.0,0.0,0.0,0.0,14.369012911286962,14.081632653061224,542.7417385909206,658.0799999999999,-1.0,14.369012911286962,15.500000000000002,-1.5
6120,0.0,0.0,2.2346938775510203,2.19,0.7142857142857142,0.7,9.489795918367347,9.3,0.0,0.0,0.0,0.0,12.692628071636818,12.438775510204081,542.5296520479881,658.0799999999999,0.0,12.692628071636818,14.5,-1.7
6121,0.0,0.0,1.5,1.47,0.7142857142857142,0.7,7.653061224489796,7.5,0.0,0.0,0.0,0.0,10.06872136609746,9.86734693877551,542.3612974955677,658.0799999999999,-2.0,10.06872136609746,13.5,-1.4
6122,0.0,0.0,2.295918367346939,2.25,0.6122448979591837,0.6,7.653061224489796,7.5,0.0,0.0,0.0,0.0,10.776759683465224,10.561224489795919,542.1811424728791,658.0799999999999,1.0,10.776759683465224,11.4,-1.7
6123,0.0,0.0,2.1938775510204085,2.15,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.88088296543107,10.663265306122447,541.9992522423128,658.0799999999999,0.0,10.88088296543107,12.4,-1.4
6124,0.0,0.0,2.13265306122449,2.09,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,10.92253227821741,10.704081632653061,541.8166680384236,658.0799999999999,0.0,10.92253227821741,12.5,-1.7
6125,0.0,0.0,2.3265306122448983,2.2800000000000002,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,11.224489795918368,11.0,541.6290513918236,658.0799999999999,0.0,11.224489795918368,12.5,-1.6
6126,0.0,0.0,3.1836734693877555,3.12,0.7142857142857142,0.7,8.061224489795919,7.900000000000001,0.0,0.0,0.0,0.0,12.203248646397336,11.95918367346939,541.4251222853322,658.0799999999999,0.0,12.203248646397336,13.4,-1.6
6127,0.0,0.0,2.1224489795918364,2.08,0.7142857142857142,0.7,10.102040816326532,9.9,0.0,0.0,0.0,0.0,13.202832153269473,12.938775510204083,541.2045336576555,658.0799999999999,2.0,13.202832153269473,13.4,-1.4
6128,0.0,0.0,2.061224489795918,2.02,0.7142857142857142,0.7,9.489795918367347,9.3,0.0,0.0,0.0,0.0,12.515618492294877,12.26530612244898,540.9953988115835,658.0799999999999,-1.0,12.515618492294877,15.500000000000002,-1.5
6129,0.0,0.0,2.316326530612245,2.27,0.7142857142857142,0.7,9.591836734693878,9.4,0.0,0.0,0.0,0.0,12.880049979175343,12.622448979591837,540.7801903165317,658.0799999999999,0.0,12.880049979175343,14.5,-1.7
6130,0.0,0.0,2.1020408163265305,2.06,0.7142857142857142,0.7,8.877551020408163,8.7,0.0,0.0,0.0,0.0,11.932528113286132,11.693877551020408,540.5807740677866,658.0799999999999,0.0,11.932528113286132,14.4,-1.5
6131,0.0,0.0,2.1530612244897966,2.1100000000000003,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.839233652644731,10.622448979591836,540.3995795928017,658.0799999999999,-2.0,10.839233652644731,14.5,-1.8
6132,0.0,0.0,4.306122448979593,4.220000000000001,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,13.036234902124114,12.775510204081632,540.18176861152,658.0799999999999,-1.0,13.036234902124114,15.500000000000002,-1.9
6133,0.0,0.0,3.928571428571429,3.8499999999999996,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,12.755102040816327,12.5,539.9686433957378,658.0799999999999,0.0,12.755102040816327,14.4,-2.1
6134,0.0,0.0,3.408163265306122,3.34,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,12.328196584756352,12.081632653061224,539.762633484015,658.0799999999999,0.0,12.328196584756352,14.5,-2.1
6135,0.0,0.0,1.193877551020408,1.17,0.7142857142857142,0.7,8.36734693877551,8.2,0.0,0.0,0.0,0.0,10.485214493960848,10.275510204081632,539.5873401464822,630.6600000000001,-2.0,10.485214493960848,14.5,-2.0
6136,0.0,0.0,1.2448979591836735,1.22,0.7142857142857142,0.7,9.183673469387756,9.0,0.0,0.0,0.0,0.0,11.370262390670554,11.142857142857142,539.3972961859641,630.6600000000001,1.0,11.370262390670554,12.4,-2.0
6137,0.0,0.0,1.1632653061224492,1.1400000000000001,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,0.0,0.0,9.620991253644315,9.428571428571429,539.2364069344405,630.6600000000001,-2.0,9.620991253644315,13.4,-1.7
6138,0.0,0.0,1.2040816326530615,1.1800000000000002,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,9.870887130362348,9.673469387755102,539.0713529125276,630.6600000000001,-1.0,9.870887130362348,12.4,-1.9
6139,0.0,0.0,1.2040816326530615,1.1800000000000002,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,9.870887130362348,9.673469387755102,538.9062990556686,630.6600000000001,0.0,9.870887130362348,11.4,-1.8
6140,0.0,0.0,1.183673469387755,1.16,0.7142857142857142,0.7,8.571428571428573,8.4,0.0,0.0,0.0,0.0,10.683048729695962,10.46938775510204,538.7277093372079,630.6600000000001,0.0,10.683048729695962,12.4,-1.7
6141,0.0,0.0,3.6836734693877555,3.6100000000000003,0.7142857142857142,0.7,8.571428571428573,8.4,0.0,0.0,0.0,0.0,13.234069137859228,12.969387755102042,538.5066027905342,630.6600000000001,3.0,13.234069137859228,12.4,-1.7
6142,0.0,0.0,3.734693877551021,3.66,0.7142857142857142,0.7,8.673469387755102,8.5,0.0,0.0,0.0,0.0,13.390254060807997,13.122448979591837,538.282893382918,630.6600000000001,-1.0,13.390254060807997,15.500000000000002,-1.1
6143,0.0,0.0,4.204081632653061,4.12,0.7142857142857142,0.7,10.000000000000002,9.8,0.0,0.0,0.0,0.0,15.222823823406914,14.918367346938776,538.0286413696344,630.6600000000001,3.0,15.222823823406914,14.5,-1.1
6144,0.0,0.0,4.0102040816326525,3.9299999999999993,0.7142857142857142,0.7,10.816326530612246,10.6,0.0,0.0,0.0,0.0,15.857975843398586,15.540816326530614,537.7638037436031,630.6600000000001,0.0,15.857975843398586,16.5,-1.3
6145,0.0,0.0,4.020408163265306,3.94,0.7142857142857142,0.7,7.448979591836735,7.3,0.0,0.0,0.0,0.0,12.4323198667222,12.183673469387754,537.5560606486873,630.6600000000001,-2.0,12.4323198667222,16.5,-1.5
6146,0.0,0.0,3.6938775510204085,3.62,0.6122448979591837,0.6,7.551020408163265,7.4,0.0,0.0,0.0,0.0,12.099125364431488,11.857142857142858,537.3538710032195,630.6600000000001,0.0,12.099125364431488,14.5,-1.2
6147,0.0,0.0,4.418367346938775,4.33,0.7142857142857142,0.7,8.36734693877551,8.2,0.0,0.0,0.0,0.0,13.77551020408163,13.499999999999998,537.1237418126138,630.6600000000001,1.0,13.77551020408163,14.5,-1.3
6148,0.0,0.0,4.428571428571429,4.34,0.7142857142857142,0.7,8.469387755102042,8.3,0.0,0.0,0.0,0.0,13.890045814244067,13.612244897959185,536.8917039253013,630.6600000000001,0.0,13.890045814244067,15.500000000000002,-1.3
6149,0.0,0.0,4.346938775510203,4.26,0.7142857142857142,0.7,7.857142857142858,7.699999999999999,0.0,0.0,0.0,0.0,13.182007496876302,12.918367346938776,536.6714669086493,630.6600000000001,0.0,13.182007496876302,15.500000000000002,-1.6
6150,0.0,0.0,4.26530612244898,4.18,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,13.20283215326947,12.938775510204081,536.450883034628,630.6600000000001,-1.0,13.20283215326947,15.500000000000002,-1.6
6151,0.0,0.0,3.918367346938776,3.84,0.6122448979591837,0.6,8.571428571428573,8.4,0.0,0.0,0.0,0.0,13.369429404414829,13.10204081632653,536.227522760338,630.6600000000001,1.0,13.369429404414829,14.5,-1.7
6152,0.0,0.0,4.000000000000001,3.9200000000000004,0.6122448979591837,0.6,9.489795918367347,9.3,0.0,0.0,0.0,0.0,14.389837567680134,14.10204081632653,535.9871559066873,630.6600000000001,0.0,14.389837567680134,15.500000000000002,-1.9
6153,0.0,0.0,1.7755102040816322,1.7399999999999998,0.7142857142857142,0.7,7.551020408163265,7.4,0.0,0.0,0.0,0.0,10.245730945439401,10.040816326530614,535.8158577371074,630.6600000000001,-3.0,10.245730945439401,15.600000000000001,-1.9
6154,0.0,0.0,1.683673469387755,1.65,0.7142857142857142,0.7,7.653061224489796,7.5,0.0,0.0,0.0,0.0,10.256143273635985,10.051020408163264,535.6443862000224,630.6600000000001,0.0,10.256143273635985,12.4,-1.8
6155,0.0,0.0,1.7755102040816322,1.7399999999999998,0.7142857142857142,0.7,7.755102040816325,7.599999999999999,0.0,0.0,0.0,0.0,10.453977509371093,10.244897959183671,535.4696175971467,630.6600000000001,0.0,10.453977509371093,12.5,-1.2
6156,0.0,0.0,1.653061224489796,1.6199999999999999,0.7142857142857142,0.7,7.959183673469388,7.800000000000001,0.0,0.0,0.0,0.0,10.537276134943772,10.326530612244898,535.2934608586133,630.6600000000001,0.0,10.537276134943772,12.5,-0.9
