太陽光発電電力,系統購入電力,蓄電池MegaPower放電電力,工場全消費電力,6600/210-105V 75kVA 全体,6600/210V 300kVA 全体,6600/210V 500kVA 全体,No.1系特定負荷 商用電力,No.2系特定負荷 商用電力,No1太陽光PCS直流電力,No1太陽光PCS交流電力,No2太陽光PCS直流電力,No2太陽光PCS交流電力,日射量,直流電力の合計値,蓄電池,売買電単価,売買電価格(30分ごと),交流/直流,Unnamed: 21,Unnamed: 22,テクシード国府工場動力Tr,テクシード国府工場電灯Tr,テクシード国府工場全体,Unnamed: 26,Unnamed: 27
200.6,2,-142.6,56.9,4.49,2.4,49.5,14.2,10.6,107,100,106,100,958.8,213,75.0,7.7,7.49,0.9417839933434744,,,37.0,30.0,67.0,,
201.6,-4,-138.5,60.7,4.5,2.1,53.3,14.1,10.6,107,101,106,100,965.8,213,75.0,7.7,6.84,0.9464788288038108,,,41.0,30.0,72.0,,
198.9,0,-140.5,56.3,4.5,2.3,48.8,10.9,10.6,106,100,105,98,957.4,211,75.0,7.7,6.92,0.9426539837604747,,,39.0,31.0,71.0,,
197.5,0,-145.7,50.9,4.41,2.3,43.5,10.9,10.7,106,99,105,99,958.9,211,75.0,7.7,12.5,0.9360189129848856,,,43.0,31.0,71.0,,
200.4,-2,-145.7,51.0,4.4,2.3,43.7,11.0,10.6,105,98,104,98,948.4,209,75.0,7.7,15.77,0.9588516287630799,,,41.0,32.0,75.0,,
196.9,-4,-136.4,51.7,4.45,2.2,44.4,10.9,10.7,105,99,104,99,929.9,209,75.0,7.7,14.02,0.94210521808109,,,37.0,32.0,70.0,,
195.9,-1,-136.4,56.3,4.34,2.2,49.2,12.8,10.7,105,99,105,99,939.6,210,75.0,7.7,7.0,0.9328570984353762,,,42.0,32.0,75.0,,
190.1,0,-127.3,59.6,4.91,2.6,52.0,12.8,10.7,100,94,100,94,907.9,200,75.0,7.7,7.34,0.9504999524750023,,,45.0,31.0,78.0,,
192.7,-1,-134.4,57.7,4.89,2.2,49.7,12.6,10.8,103,97,102,97,930.3,205,75.0,7.7,15.1,0.9399999541463436,,,34.0,31.0,66.0,,
186.8,1,-133.3,52.1,5.1,2.1,44.5,13.2,10.4,100,93,99,93,901.8,199,75.0,7.7,13.95,0.9386934201661599,,,44.0,31.0,74.0,,
191.7,1,-135.4,54.1,4.87,2.3,46.4,13.8,10.4,103,96,103,97,933.4,206,76.0,7.7,12.67,0.9305824790979378,,,36.0,31.0,63.0,,
185.0,2,-129.2,54.0,4.91,2.3,46.2,13.6,10.5,98,92,97,92,901.3,195,76.0,7.7,12.22,0.9487179000657487,,,33.0,31.0,66.0,,
190.4,0,-129.2,57.2,4.95,2.3,49.6,13.3,10.5,100,94,100,94,905.4,200,76.0,7.7,12.23,0.9519999524000023,,,31.0,31.0,67.0,,
192.9,3,-128.2,60.4,4.9,2.3,52.6,13.4,10.5,100,94,100,94,919.8,200,76.0,7.7,10.31,0.9644999517750025,,,28.0,31.0,62.0,,
195.0,0,-134.4,59.9,5.9799999999999995,2.6,50.3,13.3,10.5,103,97,103,97,931.4,206,76.0,7.7,6.78,0.9466018957960245,,,28.0,31.0,59.0,,
192.5,6,-136.4,54.0,5.08,2.4,46.1,13.7,10.5,99,93,99,93,929.1,198,76.0,7.7,6.72,0.9722221731200923,,,40.0,31.0,73.0,,
178.1,0,-123.0,52.8,4.470000000000001,2.2,45.5,13.9,10.5,99,93,98,93,884.4,197,76.0,7.7,9.43,0.9040608678141691,,,39.0,31.0,68.0,,
165.5,-6,-105.4,53.2,4.5,2.5,45.7,13.8,10.4,89,83,88,83,785.0,177,76.0,7.7,8.12,0.9350281957611188,,,33.0,29.0,62.0,,
177.0,2,-113.6,57.8,4.39,2.5,50.6,14.4,10.4,94,89,93,88,836.8,187,76.0,12.65,9.79,0.9465240135548656,,,23.0,25.0,50.0,,
184.9,-4,-134.3,43.4,4.4,2.2,36.0,15.4,1.4,98,92,97,92,889.1,195,77.0,12.65,6.93,0.9482050795792267,,,28.0,20.0,47.0,,
189.0,-2,-147.7,41.4,4.41,2.4,33.7,15.7,1.4,101,94,100,94,888.9,201,77.0,12.65,6.65,0.9402984606816686,,,22.0,17.0,40.0,,
199.1,2,-161.2,37.0,4.39,2.5,29.4,16.1,1.4,103,97,103,98,953.8,206,77.0,12.65,6.64,0.9665048074512229,,,22.0,19.0,41.0,,
194.8,4,-156.0,37.8,4.46,2.3,30.6,16.6,1.4,101,95,101,96,930.4,202,77.0,12.65,6.66,0.9643563879031491,,,21.0,18.0,39.0,,
189.7,0,-146.0,40.3,4.41,2.3,31.7,17.3,1.4,100,94,100,94,918.5,200,77.0,12.65,6.64,0.9484999525750023,,,21.0,20.0,41.0,,
189.7,2,-145.7,44.0,5.34,2.3,37.0,17.5,1.4,100,94,100,94,917.9,200,77.0,12.65,6.65,0.9484999525750023,,,22.0,20.0,42.0,,
195.0,-2,-147.7,45.0,4.93,2.3,36.8,16.9,1.4,104,97,103,97,937.1,207,77.0,12.65,6.65,0.9420289399986019,,,22.0,20.0,42.0,,
168.1,-7,-125.0,37.1,4.93,2.3,33.0,16.5,1.4,91,86,91,85,770.7,182,77.0,12.65,6.67,0.9236263228776745,,,22.0,20.0,42.0,,
195.7,0,-154.9,37.1,4.89,2.3,29.3,16.4,1.5,105,99,104,99,937.1,209,77.0,12.65,6.74,0.9363635915615506,,,22.0,19.0,41.0,,
196.3,1,-155.0,37.7,4.9399999999999995,2.3,29.8,16.4,1.5,100,93,99,94,921.8,199,78.0,12.65,9.0,0.9864321112345673,,,22.0,18.0,40.0,,
174.1,0,-130.1,39.8,4.95,2.3,31.3,16.4,1.5,92,85,92,86,839.6,184,78.0,12.65,9.08,0.946195600750239,,,22.0,18.0,40.0,,
186.4,0,-141.5,43.6,4.970000000000001,2.3,35.6,16.3,1.5,101,95,101,95,901.7,202,78.0,12.65,9.08,0.9227722315459291,,,22.0,18.0,40.0,,
198.9,0,-150.8,45.0,4.96,2.3,36.7,16.3,1.6,107,100,107,100,973.7,214,78.0,12.65,9.18,0.9294392089047099,,,22.0,21.0,42.0,,
198.9,12,-157.1,88.1,5.0,2.3,34.1,16.3,1.5,106,99,105,99,961.5,211,78.0,12.65,6.84,0.9426539837604747,,,23.0,19.0,42.0,,
196.4,0,-107.5,87.4,5.07,2.4,79.2,16.1,1.5,103,96,102,96,949.2,205,78.0,12.65,6.6,0.9580487337537203,,,23.0,19.0,42.0,,
194.9,1,-106.4,87.6,5.04,2.2,79.6,16.1,1.6,101,95,101,95,923.1,202,78.0,12.65,6.61,0.9648514373835922,,,23.0,18.0,41.0,,
186.4,2,-97.2,88.3,5.04,2.3,79.7,16.2,1.6,98,92,97,91,905.8,195,78.0,12.65,6.66,0.955897386877057,,,23.0,18.0,41.0,,
188.2,0,-94.1,92.4,5.2700000000000005,2.6,84.1,16.0,1.6,102,96,101,95,909.7,203,78.0,12.65,10.31,0.9270935503894802,,,23.0,18.0,41.0,,
194.5,0,-99.2,92.6,5.029999999999999,2.1,84.6,16.1,1.5,100,94,100,95,922.0,200,78.0,12.65,11.75,0.9724999513750024,,,23.0,19.0,42.0,,
187.7,2,-97.1,86.9,4.5,2.2,81.5,16.2,1.6,100,93,99,93,897.4,199,79.0,12.65,11.42,0.9432160330042194,,,22.0,19.0,42.0,,
183.2,3,-92.1,87.4,4.5,2.4,79.7,16.5,1.6,95,88,94,88,875.2,189,79.0,12.65,11.29,0.9693121180258137,,,23.0,19.0,42.0,,
186.4,-3,-95.1,87.7,4.46,2.2,80.2,16.7,1.6,101,94,100,94,892.9,201,79.0,12.65,6.7,0.9273631379421324,,,23.0,20.0,43.0,,
195.7,0,-103.4,89.6,4.470000000000001,2.5,81.2,16.9,1.6,104,98,103,98,934.1,207,79.0,12.65,6.44,0.9454105823473148,,,23.0,20.0,43.0,,
191.0,1,-97.2,92.3,4.4799999999999995,2.2,85.1,17.2,1.6,100,94,100,94,926.2,200,79.0,12.65,6.43,0.9549999522500023,,,23.0,20.0,43.0,,
179.1,1,-82.8,94.1,4.55,2.4,86.3,17.2,1.6,97,90,96,91,876.3,193,79.0,12.65,4.0,0.9279792265295738,,,23.0,19.0,42.0,,
179.9,0,-85.9,88.4,5.55,2.1,83.5,17.2,1.6,96,90,96,90,868.0,192,79.0,12.65,6.47,0.936979117865671,,,23.0,19.0,42.0,,
173.5,1,-82.7,88.0,5.5600000000000005,2.3,79.2,17.3,1.6,93,87,93,88,846.7,186,79.0,12.65,6.56,0.9327956487744274,,,23.0,19.0,42.0,,
171.1,0,-80.7,87.6,5.029999999999999,2.2,79.6,17.4,1.6,91,85,91,86,821.0,182,79.0,12.65,6.61,0.9401098384555033,,,23.0,18.0,42.0,,
170.1,1,-80.7,89.3,5.0200000000000005,2.2,80.0,17.4,1.6,90,84,90,85,816.7,180,79.0,12.65,6.82,0.9449999475000028,,,23.0,19.0,42.0,,
155.9,0,-63.3,92.4,5.0200000000000005,2.1,84.8,17.4,1.6,81,76,81,76,736.8,162,79.0,14.02,12.0,0.9623456196082951,,,23.0,18.0,42.0,,
170.1,0,-72.4,94.7,4.85,2.4,86.1,16.6,1.7,96,90,94,89,821.7,190,79.0,14.02,10.0,0.8952631107756257,,,23.0,18.0,42.0,,
187.5,-1,-82.8,106.8,4.84,2.2,103.2,16.3,10.7,103,97,102,96,892.7,205,80.0,14.02,10.31,0.9146341017251658,,,24.0,19.0,43.0,,
195.5,4,-69.4,125.9,4.82,2.2,118.0,16.8,21.0,105,99,105,99,952.7,210,80.0,14.02,6.73,0.9309523366213173,,,23.0,19.0,43.0,,
187.7,0,-49.9,139.7,4.95,2.1,131.8,16.9,28.6,100,94,101,95,929.9,201,80.0,14.02,6.8,0.9338307993119005,,,23.0,19.0,42.0,,
207.0,1,-50.0,156.8,4.91,2.2,150.8,16.8,34.2,111,104,110,104,1068.9,221,80.0,14.02,6.86,0.9366515413279846,,,24.0,19.0,43.0,,
207.0,0,-40.7,163.6,4.88,2.2,155.2,17.7,34.4,110,103,110,103,1057.1,220,80.0,14.02,6.93,0.9409090481404978,,,24.0,19.0,43.0,,
204.3,1,-37.7,164.8,4.93,2.3,156.6,18.7,32.8,100,93,99,93,905.4,199,80.0,14.02,9.06,1.026633114239542,,,23.0,19.0,43.0,,
200.2,4,-43.7,152.8,4.95,2.3,145.0,17.5,33.3,106,99,108,102,985.1,214,80.0,14.02,7.0,0.9355139749759824,,,23.0,20.0,43.0,,
189.8,7,-38.8,153.7,4.9799999999999995,2.2,145.2,15.6,35.0,95,89,98,92,961.2,193,80.0,14.02,6.9,0.9834196381647856,,,23.0,21.0,44.0,,
182.8,-12,-26.5,157.1,4.92,2.2,149.0,15.4,35.3,104,98,101,95,905.6,205,80.0,14.02,9.06,0.891707273575255,,,23.0,21.0,44.0,,
197.6,-6,-34.6,161.4,4.89,2.2,154.4,15.8,36.9,110,103,109,102,972.4,219,80.0,14.02,9.16,0.9022830638226911,,,23.0,20.0,43.0,,
192.6,2,-22.4,167.4,4.84,2.4,159.5,16.2,40.0,104,97,104,98,956.8,208,80.0,14.02,9.06,0.9259614939441589,,,26.0,25.0,50.0,,
196.8,10,-17.2,172.1,4.88,2.3,164.2,16.2,41.4,99,93,101,96,955.4,200,80.0,14.02,6.82,0.9839999508000025,,,26.0,26.0,52.0,,
174.2,5,6.1,169.0,4.85,2.6,159.9,16.2,41.4,97,91,99,93,867.0,196,80.0,14.02,6.78,0.8887754648583945,,,27.0,27.0,55.0,,
179.0,17,-7.7,167.0,4.83,2.2,158.9,16.2,41.1,90,85,95,89,873.0,185,80.0,14.02,6.71,0.9675675152666208,,,37.0,29.0,62.0,,
161.7,-6,11.4,167.2,4.8,2.4,159.2,16.3,41.8,102,96,101,95,921.2,203,80.0,14.02,6.74,0.7965516848989317,,,42.0,30.0,70.0,,
194.4,1,-19.3,169.6,4.29,2.2,162.0,16.4,41.7,102,96,102,96,923.5,204,80.0,14.02,6.71,0.9529411297577878,,,35.0,29.0,64.0,,
193.3,-1,-22.3,168.8,4.33,2.6,160.5,15.3,39.9,103,97,102,97,939.7,205,80.0,14.02,6.68,0.9429267832718643,,,30.0,29.0,59.0,,
193.0,0,-19.3,171.2,4.32,2.2,163.4,15.6,39.7,103,96,102,97,930.8,205,80.0,14.02,9.16,0.941463368709104,,,44.0,30.0,64.0,,
195.2,-1,-20.3,171.4,4.99,2.2,161.9,16.2,39.8,104,98,103,97,945.6,207,80.0,14.02,6.78,0.9429951235268056,,,63.0,28.0,82.0,,
198.4,0,-29.2,166.3,4.99,2.2,158.0,16.8,39.8,106,99,105,99,960.1,211,80.0,14.02,6.75,0.9402843156263357,,,35.0,28.0,71.0,,
199.4,0,-30.6,165.6,4.33,2.3,158.0,17.1,39.9,106,99,106,100,967.6,212,80.0,14.02,6.74,0.9405659933695286,,,40.0,29.0,72.0,,
198.2,0,-28.5,167.6,4.41,2.5,159.7,17.7,40.4,105,99,105,99,963.2,210,80.0,14.02,6.75,0.9438094788662152,,,44.0,29.0,75.0,,
196.1,1,-24.4,168.6,4.54,2.2,160.6,18.4,39.6,101,95,101,95,943.0,202,80.0,14.02,6.74,0.9707920311489093,,,42.0,29.0,73.0,,
188.1,1,-12.1,170.4,4.41,2.5,163.7,19.2,38.6,100,93,99,94,928.5,199,80.0,14.02,6.78,0.9452260831544681,,,44.0,30.0,84.0,,
184.6,-1,-8.1,174.5,4.93,2.2,166.6,17.9,40.8,98,92,98,93,901.7,196,80.0,14.02,8.12,0.9418366866409853,,,41.0,29.0,70.0,,
186.8,0,-12.1,171.4,4.9,2.3,162.9,17.4,40.8,98,92,98,93,906.8,196,80.0,14.02,6.67,0.9530611758642258,,,44.0,29.0,93.0,,
184.4,0,-9.0,174.1,4.92,2.3,165.7,16.7,42.2,98,92,97,92,893.3,195,80.0,14.02,6.71,0.9456409771466165,,,45.0,28.0,72.0,,
186.5,0,-8.1,174.5,5.9799999999999995,2.2,164.8,16.3,39.6,99,93,99,93,902.5,198,80.0,14.02,6.69,0.941919144347518,,,41.0,28.0,63.0,,
187.3,0,-14.1,170.9,6.04,2.5,161.4,15.6,38.2,100,93,100,94,902.8,200,80.0,15.02,6.57,0.9364999531750023,,,36.0,29.0,66.0,,
121.2,5,0.0,119.3,4.39,2.2,112.5,15.5,37.6,63,59,63,59,906.8,126,80.0,15.02,6.39,0.9619046855631201,,,37.0,28.0,68.0,,
186.5,0,-115.8,67.4,4.38,2.2,59.4,15.8,12.2,99,93,99,93,903.4,198,80.0,15.02,3.09,0.941919144347518,,,38.0,29.0,67.0,,
186.3,1,-123.1,60.0,4.45,2.3,52.5,16.0,10.5,99,93,99,94,908.7,198,80.0,15.02,3.09,0.9409090433884322,,,45.0,29.0,74.0,,
189.4,1,-127.2,59.5,4.41,2.2,52.4,16.1,10.5,101,95,100,95,919.3,201,80.0,15.02,3.09,0.9422885103339049,,,43.0,28.0,70.0,,
192.1,1,-129.2,60.2,4.36,2.3,52.9,15.9,10.5,101,95,101,96,928.3,202,80.0,15.02,3.09,0.9509900519311855,,,49.0,28.0,75.0,,
189.5,1,-76.9,111.2,4.38,2.1,103.7,15.1,10.6,101,94,101,95,920.4,202,81.0,15.02,3.09,0.9381187654396651,,,43.0,29.0,73.0,,
190.0,2,-60.2,119.6,4.5,2.2,116.2,15.0,14.8,100,94,100,95,916.7,200,81.0,15.02,3.09,0.9499999525000024,,,51.0,29.0,76.0,,
188.0,0,-56.1,132.0,4.529999999999999,2.4,124.6,16.1,17.2,100,94,100,94,911.4,200,81.0,15.02,3.09,0.9399999530000024,,,44.0,29.0,75.0,,
188.4,-1,-54.1,131.0,4.529999999999999,2.2,123.1,16.3,17.6,99,93,99,94,907.3,198,81.0,15.02,6.69,0.9515151034588332,,,48.0,29.0,73.0,,
186.0,0,-46.9,139.8,4.5,2.4,129.5,16.8,19.5,99,93,99,93,899.8,198,81.0,15.02,6.7,0.9393938919498034,,,42.0,31.0,72.0,,
187.0,1,-38.7,145.3,4.42,2.1,138.4,16.9,21.2,99,93,98,93,898.3,197,81.0,15.02,6.69,0.9492385304955061,,,43.0,30.0,77.0,,
184.7,0,-28.1,155.9,4.5,2.2,150.0,17.2,25.2,97,91,97,92,883.9,194,81.0,15.02,6.7,0.9520618065947521,,,57.0,30.0,82.0,,
183.5,1,-7.0,177.1,4.45,2.2,163.6,17.3,29.8,97,92,97,91,881.8,194,81.0,15.02,6.68,0.9458762399032866,,,45.0,30.0,82.0,,
184.8,1,3.1,185.8,4.4799999999999995,2.1,178.0,18.8,35.4,98,92,98,92,886.4,196,81.0,15.02,6.73,0.942857094752189,,,46.0,30.0,91.0,,
183.4,1,11.3,191.5,4.41,2.5,182.3,17.8,38.0,97,91,97,91,878.5,194,81.0,15.02,6.76,0.9453607760123311,,,62.0,30.0,83.0,,
180.7,1,7.3,187.8,4.41,2.1,183.0,16.5,40.0,96,90,96,90,870.7,192,81.0,15.02,6.81,0.9411457843153237,,,47.0,30.0,77.0,,
177.9,1,6.3,182.9,4.46,2.2,175.0,15.3,40.7,93,87,92,87,846.6,185,81.0,15.02,6.85,0.9616215696420773,,,62.0,29.0,89.0,,
178.4,0,4.3,180.5,4.42,2.3,172.8,15.3,37.7,95,89,95,90,854.1,190,81.0,15.02,7.54,0.9389473190027727,,,46.0,28.0,81.0,,
0.0,132,0.0,130.4,4.43,2.2,120.2,15.6,35.2,0,0,0,0,882.1,0,81.0,15.02,7.54,0.0,,,56.0,28.0,84.0,,
133.8,-13,6.1,133.7,4.43,2.2,126.2,15.7,35.2,92,86,91,86,894.9,183,81.0,15.02,6.65,0.7311475010301912,,,64.0,29.0,100.0,,
184.7,-1,-50.0,131.4,4.5,2.3,123.6,15.8,35.9,98,92,98,93,894.2,196,81.0,15.02,6.63,0.9423468906965872,,,57.0,29.0,86.0,,
187.1,0,-55.2,129.2,4.5200000000000005,2.2,121.0,15.6,36.6,99,93,99,93,900.4,198,81.0,15.02,6.62,0.9449494472247754,,,65.0,29.0,96.0,,
187.2,0,-53.1,131.2,4.51,2.3,123.6,15.8,37.2,100,93,99,94,904.0,199,81.0,15.02,6.67,0.9407034703164084,,,45.0,30.0,74.0,,
189.4,-1,-54.1,133.6,4.49,2.3,125.9,15.9,37.6,100,94,100,94,913.2,200,81.0,15.02,10.04,0.9469999526500024,,,50.0,29.0,85.0,,
187.9,-1,-49.0,137.5,4.41,2.2,128.7,16.2,38.7,100,94,99,93,901.2,199,81.0,15.02,12.85,0.9442210580793439,,,60.0,29.0,84.0,,
188.2,2,-42.9,142.3,4.46,2.3,134.6,16.6,39.6,100,95,100,95,906.7,200,81.0,15.02,12.85,0.9409999529500023,,,60.0,31.0,88.0,,
190.6,0,-43.9,144.1,4.43,2.3,136.5,16.9,41.2,101,95,100,94,906.3,201,81.0,15.02,10.04,0.9482586592906139,,,46.0,30.0,71.0,,
186.5,0,-51.1,132.5,4.39,2.2,130.0,17.8,40.2,99,93,98,92,895.0,197,81.0,15.02,6.79,0.9467004595583522,,,46.0,29.0,73.0,,
183.3,-1,-53.1,127.9,4.39,2.3,120.5,18.8,37.9,97,92,96,91,885.6,193,81.0,15.02,6.76,0.9497408834331149,,,48.0,29.0,97.0,,
181.6,0,-56.2,123.8,4.41,2.3,116.2,17.4,36.6,96,90,96,90,875.3,192,81.0,16.24,6.75,0.9458332840711831,,,50.0,29.0,78.0,,
181.1,0,-54.1,124.8,5.4,2.1,115.3,14.9,35.0,96,90,96,90,868.3,192,81.0,16.24,7.9,0.94322911754015,,,51.0,29.0,95.0,,
183.3,0,-51.1,129.5,5.470000000000001,2.3,121.2,14.5,32.0,98,92,97,92,882.6,195,81.0,16.24,6.71,0.9399999517948743,,,54.0,30.0,97.0,,
185.6,0,-54.1,129.7,4.42,2.3,122.1,14.8,31.9,98,92,98,92,895.5,196,81.0,16.24,6.69,0.9469387271970037,,,69.0,31.0,79.0,,
186.1,1,-59.9,124.6,4.43,2.2,116.0,15.2,32.3,98,92,98,93,894.3,196,81.0,16.24,6.7,0.9494897474750128,,,46.0,30.0,76.0,,
182.9,1,-53.1,127.2,4.49,2.2,119.4,15.7,33.7,96,91,96,91,869.5,192,81.0,16.24,6.64,0.9526041170518689,,,42.0,29.0,71.0,,
182.8,-1,-50.0,131.9,4.46,2.3,124.0,16.3,34.4,98,92,97,92,881.5,195,81.0,16.24,6.69,0.9374358493622642,,,38.0,28.0,70.0,,
179.9,0,-44.9,133.2,4.5,2.2,125.8,17.2,35.2,94,89,94,88,858.6,188,81.0,16.24,6.66,0.9569148427172957,,,47.0,28.0,75.0,,
164.1,1,-21.4,137.3,4.46,2.2,130.2,17.3,37.9,91,85,88,83,820.6,179,81.0,16.24,6.67,0.9167597253206857,,,46.0,29.0,75.0,,
169.0,0,-30.6,136.4,4.43,2.4,128.8,17.6,41.5,89,84,89,84,809.9,178,82.0,16.24,6.63,0.9494381489079692,,,42.0,28.0,73.0,,
170.2,1,-34.6,133.8,4.43,2.2,126.2,18.5,40.4,90,84,90,85,811.6,180,82.0,16.24,6.65,0.9455555030246942,,,40.0,30.0,71.0,,
174.1,-1,-36.7,134.3,4.59,2.2,126.4,19.0,36.9,92,86,92,87,828.9,184,82.0,16.24,6.63,0.946195600750239,,,47.0,29.0,76.0,,
175.5,-1,-37.7,135.2,4.84,2.4,127.0,17.7,35.5,94,88,93,88,836.4,187,82.0,16.24,6.65,0.9385026236094853,,,51.0,29.0,91.0,,
179.4,-1,-42.8,133.7,4.79,2.3,125.8,17.1,34.6,95,90,95,89,853.3,190,82.0,16.24,6.64,0.9442104766205013,,,54.0,29.0,84.0,,
178.2,-1,-45.9,130.4,4.6,2.2,123.4,16.5,34.0,94,89,94,89,842.9,188,82.0,16.24,6.65,0.947872290006793,,,53.0,29.0,83.0,,
175.5,1,-37.9,131.4,4.57,2.4,123.2,16.7,34.0,94,89,93,88,837.8,187,82.0,16.24,6.64,0.9385026236094853,,,48.0,29.0,73.0,,
178.4,0,-53.1,124.2,4.86,2.3,116.0,16.6,34.1,95,89,95,90,848.9,190,82.0,16.24,6.67,0.9389473190027727,,,54.0,29.0,84.0,,
183.6,0,-57.1,123.8,4.66,2.2,116.3,16.5,34.2,97,91,97,92,870.2,194,82.0,16.24,6.64,0.946391703794242,,,42.0,29.0,74.0,,
184.1,-1,-60.3,120.6,4.62,2.4,112.8,16.6,34.5,97,92,97,92,872.6,194,82.0,16.24,6.64,0.9489690232490193,,,51.0,29.0,81.0,,
184.6,1,-58.2,124.0,4.66,2.4,116.2,16.5,34.7,98,92,97,92,877.7,195,82.0,16.24,6.64,0.9466666181196606,,,49.0,29.0,78.0,,
186.1,0,-55.1,127.7,4.6,2.2,120.3,16.6,35.0,99,93,98,93,884.8,197,82.0,16.24,6.64,0.9446700028086292,,,50.0,30.0,76.0,,
186.6,-1,-51.1,132.2,4.67,2.3,122.8,16.5,34.0,99,93,99,93,888.4,198,82.0,16.24,6.64,0.9424241948270609,,,50.0,30.0,78.0,,
185.6,0,-57.1,124.3,4.51,2.4,116.9,15.6,32.5,98,93,98,92,887.0,196,82.0,16.24,6.64,0.9469387271970037,,,48.0,31.0,76.0,,
184.7,2,-57.1,124.7,4.5600000000000005,2.3,116.6,15.9,33.5,95,90,95,90,875.5,190,82.0,16.24,6.53,0.9721052119944624,,,48.0,30.0,79.0,,
176.4,1,-45.9,128.9,4.55,2.2,121.5,16.2,35.6,92,86,91,86,837.4,183,82.0,16.24,5.0,0.9639343735554987,,,48.0,30.0,76.0,,
175.9,3,-44.8,128.2,4.5600000000000005,2.3,121.4,16.4,37.6,91,86,91,86,826.7,182,82.0,16.24,3.09,0.9664834633800296,,,47.0,31.0,78.0,,
170.1,0,-35.8,134.3,4.529999999999999,2.4,127.0,16.5,37.0,91,85,91,85,811.8,182,82.0,16.24,3.09,0.9346153332628937,,,47.0,30.0,72.0,,
177.4,2,-33.6,138.5,4.51,2.2,130.5,16.7,36.6,94,88,94,88,831.9,188,82.0,16.24,2.09,0.9436169710842037,,,47.0,29.0,79.0,,
182.2,0,-46.2,132.4,4.49,2.3,123.9,16.9,36.1,97,91,97,91,862.9,194,82.0,16.24,2.09,0.9391752093208654,,,42.0,30.0,71.0,,
183.4,-1,-53.1,129.0,4.36,2.5,121.1,17.1,35.3,97,91,97,91,868.6,194,82.0,16.24,3.09,0.9453607760123311,,,45.0,30.0,75.0,,
182.2,0,-52.0,128.4,4.33,2.2,120.9,17.5,34.8,96,91,96,91,859.5,192,82.0,18.0,3.09,0.9489582839084226,,,62.0,30.0,92.0,,
177.1,1,-43.8,131.5,5.36,2.2,123.6,18.7,34.8,94,88,94,88,842.3,188,82.0,18.0,3.09,0.9420212264882326,,,69.0,30.0,97.0,,
172.3,-1,-38.8,132.1,5.3100000000000005,2.5,123.4,18.2,34.5,90,84,89,84,812.9,179,82.0,18.0,4.0,0.9625697786273867,,,59.0,30.0,92.0,,
171.2,0,-38.7,132.1,5.42,2.3,122.3,17.3,34.6,90,85,90,85,810.5,180,82.0,18.0,6.53,0.9511110582716078,,,58.0,30.0,90.0,,
162.3,-2,-39.7,128.2,4.42,2.2,119.0,16.9,33.9,90,85,90,85,808.9,180,83.0,18.0,6.59,0.9016666165740769,,,58.0,30.0,88.0,,
169.1,-1,-46.9,120.6,4.5,2.3,113.0,16.6,32.8,90,84,89,84,805.8,179,83.0,18.0,6.68,0.9446926846540399,,,58.0,30.0,91.0,,
169.0,0,-47.0,120.2,4.36,2.4,112.5,16.4,32.7,90,85,89,84,804.3,179,83.0,18.0,6.74,0.9441340254673729,,,60.0,31.0,89.0,,
169.8,-1,-47.9,118.9,4.34,2.3,111.7,16.4,34.3,90,85,90,85,802.0,180,83.0,18.0,6.73,0.9433332809259288,,,35.0,30.0,69.0,,
174.0,0,-50.0,121.2,4.37,2.3,113.4,16.4,30.6,94,88,93,88,814.7,187,83.0,18.0,6.74,0.9304812336641052,,,35.0,31.0,68.0,,
179.9,0,-47.9,127.9,4.32,2.4,121.0,16.3,32.1,95,90,95,90,847.1,190,83.0,18.0,6.42,0.9468420554293655,,,47.0,30.0,77.0,,
183.2,-1,-52.0,128.9,4.34,2.4,121.3,16.5,34.5,97,92,97,92,861.8,194,83.0,18.0,6.01,0.9443298482304201,,,43.0,30.0,73.0,,
186.5,0,-65.3,118.8,4.34,2.2,111.0,16.5,34.4,98,92,97,92,876.5,195,83.0,18.0,6.56,0.9564102073635791,,,39.0,30.0,69.0,,
165.5,-1,-46.9,117.4,4.34,2.4,108.9,16.6,34.1,86,81,89,84,703.2,175,83.0,18.0,6.84,0.9457142316734725,,,63.0,29.0,96.0,,
179.7,4,-65.4,116.3,4.33,2.5,108.6,15.4,33.4,91,86,92,87,849.8,183,83.0,18.0,6.93,0.9819671594553464,,,65.0,29.0,96.0,,
171.1,1,-51.0,117.4,4.38,2.3,110.9,15.6,32.3,84,79,84,80,771.9,168,83.0,18.0,6.87,1.018452320330219,,,69.0,30.0,98.0,,
115.2,-3,10.4,122.0,4.38,2.3,114.2,16.1,32.2,61,57,62,59,536.0,123,83.0,18.0,6.85,0.9365852897085131,,,61.0,29.0,93.0,,
134.0,13,-1.9,125.9,4.529999999999999,2.3,118.0,16.3,31.6,63,59,64,60,606.3,127,83.0,18.0,6.74,1.0551180271560607,,,64.0,29.0,94.0,,
110.8,-7,13.6,119.8,4.49,2.3,112.2,16.3,31.2,68,64,67,64,533.4,135,83.0,18.0,6.7,0.8207406799451348,,,66.0,30.0,97.0,,
144.1,0,-20.4,120.2,4.5,2.2,112.7,16.5,31.2,76,72,76,72,625.5,152,83.0,18.0,6.75,0.9480262534193253,,,54.0,28.0,83.0,,
150.2,-5,-27.4,121.0,4.55,2.2,113.1,16.8,31.3,77,73,78,74,661.0,155,83.0,18.0,6.7,0.9690321955463099,,,52.0,30.0,77.0,,
