Seed,CPU_Time
0,48.867068806
1,50.941269962999996
2,46.56598474200001
3,51.840428728999996
4,55.87329567400002
5,55.92258578999997
6,46.967416324
7,52.22076814300004
8,62.923206119999975
9,35.708803450000005
10,53.00699983699997
11,49.895275223
12,46.71641711799998
13,39.77655240299998
14,47.43065377700009
15,56.27337127299995
16,42.25229179899998
17,43.373573147
18,56.15687769099998
19,32.90202492800006
