Seed,CPU_Time
0,6.389497701
1,5.692134644999999
2,5.8011483120000005
3,5.514551807
4,5.532586711
5,5.951358926999998
6,5.592560466000002
7,5.860543760999995
8,5.607812156000001
9,5.810969931999999
10,5.709226385999997
11,5.543428997999996
12,5.746574281999997
13,5.730948955999992
14,5.566563067000004
15,5.8120906359999935
16,6.0518232450000085
17,5.746071932000007
18,5.8721849169999984
19,5.878630985000001
